parameter,word
mM,watyu
mF,taari
mMeB,ga:waŋ
mFeB,ma:maŋ
mMeZ,waduŋ
mFeZ,ŋaruɲ
meB,gaguhng
myB,bana:m
meZ,nunang
myZ,wabunj
mMBeS,yirbuŋ
mMeBS,yirbuŋ
mMyBS,yirbuŋ
mFBeS,ji:rbuŋ
mFeBS,ji:rbuŋ
mFyBS,ji:rbuŋ
mMZeS,ji:rbuŋ
mMeZS,ji:rbuŋ
mMyZS,ji:rbuŋ
mFZeS,ji:rbuŋ
mFeZS,ji:rbuŋ
mFyZS,ji:rbuŋ
mMBeD,yirpung
mMeBD,yirpung
mMyBD,yirpung
mFBeD,ji:rbuŋgan
mFeBD,ji:rbuŋgan
mFyBD,ji:rbuŋgan
mMZeD,ji:rbuŋgan
mMeZD,ji:rbuŋgan
mMyZD,ji:rbuŋgan
mFZeD,yirpung
mFeZD,yirpung
mFyZD,yirpung
feZ,nana:ŋ
