parameter,word
mM,imi
mF,abu
mMeB,gawa
mFeB,gawa
mMeZ,bulunggu
mFeZ,gayin
meB,katha
myB,dhambu
meZ,abari
mMBeS,bunkany
mMeBS,bunkany
mMyBS,bunkany
mFBeS,bunkany
mFeBS,bunkany
mFyBS,bunkany
mMZeS,bunkany
mMeZS,bunkany
mMyZS,bunkany
mFZeS,bunkany
mFeZS,bunkany
mFyZS,bunkany
mMBeD,bunkany
mMeBD,bunkany
mMyBD,bunkany
mFBeD,bunkany
mFeBD,bunkany
mFyBD,bunkany
mMZeD,bunkany
mMeZD,bunkany
mMyZD,bunkany
mFZeD,bunkany
mFeZD,bunkany
mFyZD,bunkany
