parameter,word
mM,yipi
mF,mama
mMeB,kamuru
mFeB,mama
mMeZ,yipi
mFeZ,yaparli
meB,pupu
myB,malangu
meZ,tyurtu
myZ,malangu
mMBeS,jamirti
mMeBS,jamirti
mMyBS,jamirti
mFBeS,kurta
mFeBS,kurta
mFyBS,kurta
mMZeS,marlanku
mMeZS,marlanku
mMyZS,marlanku
mFZeS,jamirti
mFeZS,jamirti
mFyZS,jamirti
mMBeD,jamirti
mMeBD,jamirti
mMyBD,jamirti
mFBeD,tyurtu
mFeBD,tyurtu
mFyBD,tyurtu
mMZeD,jurtu
mMeZD,jurtu
mMyZD,jurtu
mFZeD,jamirti
mFeZD,jamirti
mFyZD,jamirti
