parameter,word
mM,amiya
mF,akngiya
mMeB,apmaliya
mFeB,akngiya
mMeZ,amiya
mFeZ,awuniya
meB,awiyatja
myB,aytiyatja
meZ,angkuriya
myZ,aytiyatja
mMBeS,apmaliya
mMeBS,apmaliya
mMyBS,apmaliya
mFBeS,awiyatja
mFByS,aytiyatja
mMZeS,awiyatja
mMZyS,aytiyatja
mFZeS,angkiliya
mFeZS,angkiliya
mFyZS,angkiliya
mMBeD,amiya
mMeBD,amiya
mMyBD,amiya
mFBeD,angkuriya
mFByD,aytiyatja
mMZeD,angkuriya
mMZyD,aytiyatja
mFZeD,altjiliya
mFeZD,altjiliya
mFyZD,altjiliya
