parameter,word
mM,tilpu
mF,mama
mMeB,kaka
mFeB,kaka
mMeZ,tilpu
mFeZ,pimiri
meZ,jurtu
myZ,malaju
mMBeS,jamirti
mMeBS,jamirti
mMyBS,jamirti
mFBeS,jamirti
mFeBS,jamirti
mFyBS,jamirti
mMZeS,jamirti
mMeZS,jamirti
mMyZS,jamirti
mFZeS,jamirti
mFeZS,jamirti
mFyZS,jamirti
mMBeD,jamirti
mMeBD,jamirti
mMyBD,jamirti
mFBeD,jamirti
mFeBD,jamirti
mFyBD,jamirti
mMZeD,jamirti
mMeZD,jamirti
mMyZD,jamirti
mFZeD,jamirti
mFeZD,jamirti
mFyZD,jamirti
feB,kurta
fyB,malaju
