parameter,word
mM,wadhuŋ
mF,bijaŋ
mMeB,kawaŋ
mFeB,bijaŋ
mMeZ,wadhuŋ
mFeZ,ŋaruny
meZ,nanahŋ
mMBeS,yirbul
mMeBS,yirbul
mMyBS,yirbul
mFBeS,kudharaŋ
mFeBS,kudharaŋ
mFyBS,kudharaŋ
mMZeS,kudharaŋ
mMeZS,kudharaŋ
mMyZS,kudharaŋ
mFZeS,yirbul
mFeZS,yirbul
mFyZS,yirbul
mMBeD,yirbul
mMeBD,yirbul
mMyBD,yirbul
mFBeD,kudharaŋgan
mFeBD,kudharaŋgan
mFyBD,kudharaŋgan
mMZeD,kudharaŋgan
mMeZD,kudharaŋgan
mMyZD,kudharaŋgan
mFZeD,yirbul
mFeZD,yirbul
mFyZD,yirbul
fyZ,yirgahŋ
