parameter,word
mM,ngat
mF,mam
mMeB,ngami
mFeB,mami
mMeZ,papi
mMyZ,mungayn
mFeZ,yawuri
meZ,tjati
myZ,nyuwiyar
mMBeS,nariki
mMeBS,nariki
mMyBS,nariki
mFBeS,nariki
mFeBS,nariki
mFyBS,nariki
mMZeS,nariki
mMeZS,nariki
mMyZS,nariki
mFZeS,miritkil nuratji
mFeZS,miritkil nuratji
mFyZS,miritkil nuratji
mMBeD,nariki
mMeBD,nariki
mMyBD,nariki
mFBeD,nariki
mFeBD,nariki
mFyBD,nariki
mMZeD,nariki
mMeZD,nariki
mMyZD,nariki
mFZeD,nguper
mFeZD,nguper
mFyZD,nguper
feB,warkali
fyB,tuwati
