parameter,word
mM,ngamu
mF,nganjan
mMeB,kalnga
mFeB,nganjan
mMeZ,bimakay
mFeZ,bimakay
meZ,babarr
myZ,jinkurr
mMBeS,kambanmu
mMeBS,kambanmu
mMyBS,kambanmu
mFBeS,bangunji
mFeBS,bangunji
mFyBS,bangunji
mMZeS,bangunji
mMeZS,bangunji
mMyZS,bangunji
mFZeS,kambanmu
mFeZS,kambanmu
mFyZS,kambanmu
mMBeD,kambanmu
mMeBD,kambanmu
mMyBD,kambanmu
mFBeD,bangunji
mFeBD,bangunji
mFyBD,bangunji
mMZeD,bangunji
mMeZD,bangunji
mMyZD,bangunji
mFZeD,kambanmu
mFeZD,kambanmu
mFyZD,kambanmu
feB,yaba
fyB,yabaju
