parameter,word
mM,yabu(ndi)
mF,ŋuma(ndi)
mMeB,bayi mugu
mMyB,bayi gaya
mFeB,bayi bimu
mFyB,bayi ŋuma
mMeZ,balan mugunan
mMyZ,jarraga
mFeZ,balan bimu
mFyZ,balan ŋalban
meB,bayi mugirray
myB,bayi yabuju
meZ,balan yayin
myZ,balan jaman
mMeBS,balan ñubi
mMyBS,bayi wuribu
mFBeS,jurgay
mFeBS,bayi mugirray
mFyBS,bayi yabuju
mMZeS,jurgay
mMeZS,bayi mugirray
mMyZS,bayi yabuju
mFeZS,balan ñubi
mFyZS,bayi wuribu
mMeBD,balan waymin
mMyBD,balan guyugan
mFBeD,jurgay
mFeBD,balan yayin
mFyBD,balan jaman
mMZeD,jurgay
mMeZD,balan yayin
mMyZD,balan jaman
mFeZD,balan waymin
mFyZD,balan guyugan
