parameter,word
mM,yamɨŋ
mF,yafaŋ
mMeB,afɨ
mFeB,añki
mFyB,aifi
mMeZ,aifi
mMyZ,yamɨŋ
meZ,isaŋ
myZ,ñama
mMBeS,midaŋ
mMeBS,midaŋ
mMyBS,midaŋ
mFBeS, ñama
mFeBS, ñama
mFyBS, ñama
mMZeS, ñama
mMeZS, ñama
mMyZS, ñama
mFZeS,midaŋ
mFeZS,midaŋ
mFyZS,midaŋ
mMBeD,midaŋ
mMeBD,midaŋ
mMyBD,midaŋ
mFBeD, ñama
mFeBD, ñama
mFyBD, ñama
mMZeD, ñama
mMeZD, ñama
mMyZD, ñama
mFZeD,midaŋ
mFeZD,midaŋ
mFyZD,midaŋ
feB,isaŋ
fyB,ñama
fMZeD,ñama
fMeZD,ñama
fMyZD,ñama
