parameter,word
mM,noro yon
mF,yɨɨm
mMeB,o-tam-ru
mFeB,yɨɨm
mMeZ,yɨ-son
mFeZ,o-tam-ru
meB,oy-akno
meZ,oy-eΦeka
mMBeS,oy-akno
mMeBS,oy-akno
mMyBS,oy-akno
mFBeS,oy-akno
mFeBS,oy-akno
mFyBS,oy-akno
mMZeS,oy-akno
mMeZS,oy-akno
mMyZS,oy-akno
mFZeS,oy-akno
mFeZS,oy-akno
mFyZS,oy-akno
mMBeD,oy-akno
mMeBD,oy-akno
mMyBD,oy-akno
mFBeD,oy-akno
mFeBD,oy-akno
mFyBD,oy-akno
mMZeD,oy-akno
mMeZD,oy-akno
mMyZD,oy-akno
mFZeD,oy-akno
mFeZD,oy-akno
mFyZD,oy-akno
fF,apapa
feB,oy-eΦeka
feZ,oy-akno
