parameter,word
mM,yéq
mF,maq
mMeB,faq
mFeB,faq
mMeZ,bong yéq
mMyZ,bong yéq
mFeZ,bong yéq
mFyZ,bong yéq
meZ,flanek
mMBeS,flanek
mFBeS,flanek
mMZeS,flanek
mFZeS,flanek
mMBeD,flanek
mFBeD,flanek
mMZeD,flanek
mFZeD,flanek
fMeZ,bong yéq
fFeZ,bong yéq
feB,flanek
feZ,flanek
fyZ,flanek
fMBeS,flanek
fMByS,flanek
fFBeS,flanek
fFByS,flanek
fMZeS,flanek
fMZyS,flanek
fFZeS,flanek
fFZyS,flanek
fMBeD,flanek
fMByD,flanek
fFBeD,flanek
fFByD,flanek
fMZeD,flanek
fMZyD,flanek
fFZeD,flanek
fFZyD,flanek
