parameter,word
mM,ivēk
mF,itmek
mMeB,itat
mFeB,itmek
mFyB,itmek
mMeZ,ivēk
mMyZ,ivēk
mFeZ,titamas
mFyZ,titamas
meZ,tētek
mMBeS,ithik
mMeBS,ithik
mMyBS,ithik
mFBeS,ithik
mFeBS,ithik
mFyBS,ithik
mMZeS,ithik
mMeZS,ithik
mMyZS,ithik
mFZeS,ithik
mFeZS,ithik
mFyZS,ithik
mMBeD,tētek
mMeBD,tētek
mMyBD,tētek
mFBeD,tētek
mFeBD,tētek
mFyBD,tētek
mMZeD,tētek
mMeZD,tētek
mMyZD,tētek
mFZeD,tētek
mFeZD,tētek
mFyZD,tētek
fM,ivēk
fF,itmek
fFeB,itmek
fMeZ,ivēk
fFeZ,titamas
feB,tētek
feZ,ithik
fMBeS,tētek
fMeBS,tētek
fMyBS,tētek
fFBeS,tētek
fFeBS,tētek
fFyBS,tētek
fMZeS,tētek
fMeZS,tētek
fMyZS,tētek
fFZeS,tētek
fFeZS,tētek
fFyZS,tētek
fMBeD,ithik
fMeBD,ithik
fMyBD,ithik
fFBeD,ithik
fFeBD,ithik
fFyBD,ithik
fMZeD,ithik
fMeZD,ithik
fMyZD,ithik
fFZeD,ithik
fFeZD,ithik
fFyZD,ithik
