parameter,word
mM,'na
mF,tamaná
mMeB,mátuaná
mFeB,mátuaná
mMeZ,vivianá
mFeZ,vivianá
meZ,tasiná
mMBeS,náuvaná
mMeBS,náuvaná
mMyBS,náuvaná
mFBeS,náuvaná
mFeBS,náuvaná
mFyBS,náuvaná
mMZeS,náuvaná
mMeZS,náuvaná
mMyZS,náuvaná
mFZeS,náuvaná
mFeZS,náuvaná
mFyZS,náuvaná
mMBeD,náuvaná
mMeBD,náuvaná
mMyBD,náuvaná
mFBeD,náuvaná
mFeBD,náuvaná
mFyBD,náuvaná
mMZeD,náuvaná
mMeZD,náuvaná
mMyZD,náuvaná
mFZeD,náuvaná
mFeZD,náuvaná
mFyZD,náuvaná
feB,tasiná
feZ,tasinavaviná
