parameter,word
mM,tna-
mF,tama-
mMeB,ngai
mFeB,tama-
mMeZ,tna-
mFeZ,nbi
meZ,lu-
mMBeS,tei-
mMeBS,tei-
mMyBS,tei-
mFBeS,tei-
mFeBS,tei-
mFyBS,tei-
mMZeS,tei-
mMeZS,tei-
mMyZS,tei-
mFZeS,tei-
mFeZS,tei-
mFyZS,tei-
mMBeD,lu-
mMeBD,lu-
mMyBD,lu-
mFBeD,lu-
mFeBD,lu-
mFyBD,lu-
mMZeD,lu-
mMeZD,lu-
mMyZD,lu-
mFZeD,lu-
mFeZD,lu-
mFyZD,lu-
feB,lu-
feZ,tei-
fMBeS,lu-
fMeBS,lu-
fMyBS,lu-
fFBeS,lu-
fFeBS,lu-
fFyBS,lu-
fMZeS,lu-
fMeZS,lu-
fMyZS,lu-
fFZeS,lu-
fFeZS,lu-
fFyZS,lu-
fMBeD,nkol
fMeBD,nkol
fMyBD,nkol
fFBeD,tei-
fFeBD,tei-
fFyBD,tei-
fMZeD,tei-
fMeZD,tei-
fMyZD,tei-
fFZeD,nkol
fFeZD,nkol
fFyZD,nkol
