parameter,word
mM,itɨ
mF,tɨm
mFeB,u*
meZ,kaka
mMBeS,rəh *iel
mMeBS,rəh *iel
mMyBS,rəh *iel
mFBeS,p̄ia* kalɨn
mFeBS,p̄ia* kalɨn
mFyBS,p̄ia* kalɨn
mMZeS,p̄ia* kalɨn
mMeZS,p̄ia* kalɨn
mMyZS,p̄ia* kalɨn
mFZeS,rəh *iel
mFeZS,rəh *iel
mFyZS,rəh *iel
mMBeD,rəh *iel
mMeBD,rəh *iel
mMyBD,rəh *iel
mFBeD,kaka
mFeBD,kaka
mFyBD,kaka
mMZeD,kaka
mMeZD,kaka
mMyZD,kaka
mFZeD,rəh *iel
mFeZD,rəh *iel
mFyZD,rəh *iel
feB,kaka
feZ,p̄ia*
fFBeS,kaka
fFeBS,kaka
fFyBS,kaka
fMZeS,kaka
fMeZS,kaka
fMyZS,kaka
fFBeD,p̄ia* kalɨn
fFByD,p̄ia* kalɨn
fFeBD,p̄ia* kalɨn
fFyBD,p̄ia* kalɨn
fMZeD,p̄ia* kalɨn
fMZyD,p̄ia* kalɨn
fMeZD,p̄ia* kalɨn
fMyZD,p̄ia* kalɨn
