parameter,word
mM,papa
mF,tira
mMeB,taueka
mFeB,taueka
mMeZ,matua vahine
mFeZ,matua vahine
meB,tuakana
myB,teina
meZ,tuahine
mMBeS,tuakana
mMByS,teina
mFBeS,tuakana
mFByS,teina
mMZeS,tuakana
mMZyS,teina
mFZeS,tuakana
mFZyS,teina
mMBeD,tuahine
mMeBD,tuahine
mMyBD,tuahine
mFBeD,tuahine
mFeBD,tuahine
mFyBD,tuahine
mMZeD,tuahine
mMeZD,tuahine
mMyZD,tuahine
mFZeD,tuahine
mFeZD,tuahine
mFyZD,tuahine
feB,tuangaane
feZ,tuakana
fyZ,teina
fMBeS,tuangaane
fMeBS,tuangaane
fMyBS,tuangaane
fFBeS,tuangaane
fFeBS,tuangaane
fFyBS,tuangaane
fMZeS,tuangaane
fMeZS,tuangaane
fMyZS,tuangaane
fFZeS,tuangaane
fFeZS,tuangaane
fFyZS,tuangaane
fMBeD,tuakana
fMByD,teina
fFBeD,tuakana
fFByD,teina
fMZeD,tuakana
fMZyD,teina
fFZeD,tuakana
fFZyD,teina
