parameter,word
mM,tinaa
mF,tamaa
mFeZ,ilamutu
meZ,tua-fafine
mMBeS,tua-'aa
mMeBS,tua-'aa
mMyBS,tua-'aa
mFBeS,tua-'aa
mFeBS,tua-'aa
mFyBS,tua-'aa
mMZeS,tua-'aa
mMeZS,tua-'aa
mMyZS,tua-'aa
mFZeS,tua-'aa
mFeZS,tua-'aa
mFyZS,tua-'aa
mMBeD,tua-gane
mMeBD,tua-gane
mMyBD,tua-gane
mFBeD,tua-gane
mFeBD,tua-gane
mFyBD,tua-gane
mMZeD,tua-gane
mMeZD,tua-gane
mMyZD,tua-gane
mFZeD,tua-gane
mFeZD,tua-gane
mFyZD,tua-gane
feB,tua-gane
feZ,tua-'aa
fMBeS,tua-fafine
fMeBS,tua-fafine
fMyBS,tua-fafine
fFBeS,tua-fafine
fFeBS,tua-fafine
fFyBS,tua-fafine
fMZeS,tua-fafine
fMeZS,tua-fafine
fMyZS,tua-fafine
fFZeS,tua-fafine
fFeZS,tua-fafine
fFyZS,tua-fafine
fMBeD,tua-'aa
fMeBD,tua-'aa
fMyBD,tua-'aa
fFBeD,tua-'aa
fFeBD,tua-'aa
fFyBD,tua-'aa
fMZeD,tua-'aa
fMeZD,tua-'aa
fMyZD,tua-'aa
fFZeD,tua-'aa
fFeZD,tua-'aa
fFyZD,tua-'aa
