parameter,word
mM,namg
mF,tamang
mMeB,mogorugu
mFeB,tamang
mFeZ,kogol
meZ,dimafingu
mMBeS,fagu
mMeBS,fagu
mMyBS,fagu
mFBeS,diagu
mFeBS,diagu
mFyBS,diagu
mFZeS,fagu
mFeZS,fagu
mFyZS,fagu
mMBeD,kaiasgu
mMeBD,kaiasgu
mMyBD,kaiasgu
mFBeD,dimafingu
mFeBD,dimafingu
mFyBD,dimafingu
mFZeD,kaiasgu
mFZyD,kaiasgu
mFeZD,kaiasgu
mFyZD,kaiasgu
feB,diagu
feZ,diagu
fFBeS,dimafingu
fFeBS,dimafingu
fFyBS,dimafingu
fMBeD,dimafingu
fMByD,dimafingu
fMeBD,dimafingu
fMyBD,dimafingu
fFZeD,kaiasgu
fFeZD,kaiasgu
fFyZD,kaiasgu
