parameter,word
mM,tinana
mF,tamana
mMeB,tuatina
mFeB,tamana
mMeZ,tinana
mFeZ,masikitaŋa
meB,taina
meZ,kave
mMBeS,kave
mMByS,taina
mMeBS,taina
mMyBS,taina
mFBeS,taina
mFeBS,taina
mFyBS,taina
mMZeS,taina
mMeZS,taina
mMyZS,taina
mFZeS,taina
mFeZS,taina
mFyZS,taina
mMBeD,taina
mMByD,kave
mMeBD,kave
mMyBD,kave
mFBeD,taina
mFByD,kave
mFeBD,kave
mFyBD,kave
mMZeD,kave
mMeZD,kave
mMyZD,kave
mFZeD,kave
mFeZD,kave
mFyZD,kave
feB,kave
feZ,taina
fMBeS,taina
fMByS,kave
fMeBS,kave
fMyBS,kave
fFBeS,kave
fFeBS,kave
fFyBS,kave
fMZeS,kave
fMeZS,kave
fMyZS,kave
fFZeS,kave
fFeZS,kave
fFyZS,kave
fMBeD,kave
fMByD,taina
fMeBD,taina
fMyBD,taina
fFBeD,kave
fFByD,taina
fFeBD,taina
fFyBD,taina
fMZeD,taina
fMeZD,taina
fMyZD,taina
fFZeD,taina
fFeZD,taina
fFyZD,taina
