parameter,word
mM,ᵐbotai
mF,tata
mMeB,taraᵐbe
mFeB,tata
mMeZ,ᵐbotai
mFeZ,raβe
meZ,fndĭŋ
mMBeS,tə̆m
mMeBS,tə̆m
mMyBS,tə̆m
mFBeS,tua
mFeBS,tua
mFyBS,tua
mMZeS,tua
mMeZS,tua
mMyZS,tua
mFZeS,tə̆m
mFeZS,tə̆m
mFyZS,tə̆m
mMBeD,tə̆m
mMeBD,tə̆m
mMyBD,tə̆m
mFBeD,findiŋ
mFeBD,findiŋ
mFyBD,findiŋ
mMZeD,findiŋ
mMeZD,findiŋ
mMyZD,findiŋ
mFZeD,tə̆m
mFeZD,tə̆m
mFyZD,tə̆m
feB,fndĭŋ
feZ,tua
fFBeS,findiŋ
fFeBS,findiŋ
fFyBS,findiŋ
fMZeS,findiŋ
fMeZS,findiŋ
fMyZS,findiŋ
fFBeD,tua
fFeBD,tua
fFyBD,tua
fMZeD,tua
fMeZD,tua
fMyZD,tua
