parameter,word
mM,matua fifine
mF,matua tane
mMeB,matua tane
mFeB,matua tane
mMeZ,matua fifine
mFeZ,matua fifine
meZ,mahakitaga
mMeBS,matakainaga
mMyBS,matakainaanga
mFeBS,matakainaga
mFyBS,matakainaanga
mMeZS,matakainaga
mMyZS,matakainaanga
mFeZS,matakainaga
mFyZS,matakainaanga
mMeBD,mahakitaga
mMyBD,mahakitaga
mFeBD,mahakitaga
mFyBD,mahakitaga
mMeZD,mahakitaga
mMyZD,mahakitaga
mFeZD,mahakitaga
mFyZD,mahakitaga
feB,tugane
feZ,matakainaanga
fMeBS,tugane
fMyBS,tugane
fFeBS,tugane
fFyBS,tugane
fMeZS,tugane
fMyZS,tugane
fFeZS,tugane
fFyZS,tugane
fMeBD,matakainaanga
fMyBD,matakainaanga
fFeBD,matakainaanga
fFyBD,matakainaanga
fMeZD,matakainaanga
fMyZD,matakainaanga
fFeZD,matakainaanga
fFyZD,matakainaanga
