parameter,word
mM,'oto o' hani ia
mF,'oto o' i ia
mMeB,o' fa' ak ia
mFeB,o' fa' ak ia
mMeZ,o' hani' ak ia
mFeZ,o' hani' ak ia
meZ,saghani
mMBeS,sasigi
mMByS,sasiga
mFBeS,sasigi
mFByS,sasiga
mMZeS,sasigi
mMZyS,sasiga
mFZeS,sasigi
mFZyS,sasiga
mMBeD,saghani
mFBeD,saghani
mMZeD,sasigi
mMZyD,sasiga
mFZeD,saghani
feB,sagavane
feZ,sasigi
fyZ,sasiga
fMBeS,sagavane
fFBeS,sagavane
fMZeS,sagavane
fFZeS,sagavane
fMBeD,sasigi
fMByD,sasiga
fFBeD,sasigi
fFByD,sasiga
fFZeD,sasigi
fFZyD,sasiga
