parameter,word
mM,iney
mF,amey
mMeB,anggam
mFeB,anggam
mMeZ,aya'
mFeZ,aya'
meZ,etevey
mMBeS,suled
mMeBS,suled
mMyBS,suled
mFBeS,suled
mFeBS,suled
mFyBS,suled
mMZeS,suled
mMeZS,suled
mMyZS,suled
mFZeS,suled
mFeZS,suled
mFyZS,suled
mMBeD,etevey
mMeBD,etevey
mMyBD,etevey
mFBeD,etevey
mFeBD,etevey
mFyBD,etevey
mMZeD,etevey
mMeZD,etevey
mMyZD,etevey
mFZeD,etevey
mFeZD,etevey
mFyZD,etevey
feB,me'emahan
feZ,suled
fMBeS,me'emahan
fMeBS,me'emahan
fMyBS,me'emahan
fFBeS,me'emahan
fFeBS,me'emahan
fFyBS,me'emahan
fMZeS,me'emahan
fMeZS,me'emahan
fMyZS,me'emahan
fFZeS,me'emahan
fFeZS,me'emahan
fFyZS,me'emahan
fMBeD,suled
fMeBD,suled
fMyBD,suled
fFBeD,suled
fFeBD,suled
fFyBD,suled
fMZeD,suled
fMeZD,suled
fMyZD,suled
fFZeD,suled
fFeZD,suled
fFyZD,suled
