parameter,word
mM,tina
mF,tama
mMeB,topisa
mFeB,topisa
mMeZ,topisa
mFeZ,topisa
meZ,tukaka
myZ,tuai
mMBeS,topisa
mMeBS,topisa
mMyBS,topisa
mFBeS,topisa
mFeBS,topisa
mFyBS,topisa
mMZeS,topisa
mMeZS,topisa
mMyZS,topisa
mFZeS,topisa
mFeZS,topisa
mFyZS,topisa
mMBeD,topisa
mMeBD,topisa
mMyBD,topisa
mFBeD,topisa
mFeBD,topisa
mFyBD,topisa
mMZeD,topisa
mMeZD,topisa
mMyZD,topisa
mFZeD,topisa
mFeZD,topisa
mFyZD,topisa
feB,tukaka
fyB,tuai
