parameter,word
mM,chadíl
mF,chadám
mMeB,desik
mMyB,desik
mFeB,desik
mFyB,desik
meZ,chochad(ák)
mMBeS,ngelekir a ruchad
mMeBS,ngelekir a ruchad
mMyBS,ngelekir a ruchad
mFBeS,ngalekodám
mFeBS,ngalekodám
mFyBS,ngalekodám
mMZeS,ngalekdós
mMeZS,ngalekdós
mMyZS,ngalekdós
mFZeS,ngelekir a ruchad
mFeZS,ngelekir a ruchad
mFyZS,ngelekir a ruchad
mMBeD,ngelekir a ruchad
mMeBD,ngelekir a ruchad
mMyBD,ngelekir a ruchad
mFBeD,ngalekodám
mFeBD,ngalekodám
mFyBD,ngalekodám
mMZeD,ngalekdós
mMeZD,ngalekdós
mMyZD,ngalekdós
mFZeD,ngelekir a ruchad
mFeZD,ngelekir a ruchad
mFyZD,ngelekir a ruchad
fM,chadíl
fF,chadám
fMeZ,desik
fMyZ,desik
fFeZ,desik
fFyZ,desik
feB,chochad(ák)
feZ,chudel(ék)
fyZ,merreng(ék)
