parameter,word
mM,ina'a
mF,ama'a
mMeB,tamalengale
mFeB,tamalengale
mMeZ,tavanau
mFeZ,tavanau
meZ,alhalua alhaina
myZ,ilhimilavae alhaina
mMBeS,turuua
mMeBS,turuua
mMyBS,turuua
mFBeS,turuua
mFeBS,turuua
mFyBS,turuua
mMZeS,turuua
mMeZS,turuua
mMyZS,turuua
mFZeS,turuua
mFeZS,turuua
mFyZS,turuua
mMBeD,turuua
mMeBD,turuua
mMyBD,turuua
mFBeD,turuua
mFeBD,turuua
mFyBD,turuua
mMZeD,turuua
mMeZD,turuua
mMyZD,turuua
mFZeD,turuua
mFeZD,turuua
mFyZD,turuua
feB,alhalua lhalhusa
fyB,lhimilavae lhalhusa
