parameter,word
mM,tinana
mF,tamana
mMeB,tu'aatina
mFeB,tamana
mMeZ,tinana
mFeZ,tinana
mZ,tuhahine
mMBeS,ta'okete
mMByS,taina
mMeBS,ha'anga
mMyBS,ha'anga
mFBeS,tu'aatina
mFeBS,tu'aatina
mFyBS,tu'aatina
mMZeS,tu'aatina
mMeZS,tu'aatina
mMyZS,tu'aatina
mFZeS,ha'anga
mFeZS,ha'anga
mFyZS,ha'anga
mMBeD,ha'anga
mMeBD,tuhahine
mMyBD,tuhahine
mFBeD,tuhahine
mFeBD,tuhahine
mFyBD,tuhahine
mMZeD,tuhahine
mMeZD,tuhahine
mMyZD,tuhahine
mFZeD,tuhahine
mFeZD,ha'anga
mFyZD,ha'anga
fB,tunga'ane
feZ,ta'okete
fyZ,taina
fMBeS,tunga'ane
fMeBS,tunga'ane
fMyBS,tunga'ane
fFBeS,tunga'ane
fFeBS,tunga'ane
fFyBS,tunga'ane
fMZeS,tunga'ane
fMeZS,tunga'ane
fMyZS,tunga'ane
fFZeS,tunga'ane
fFeZS,tunga'ane
fFyZS,tunga'ane
fMBeD,ta'okete
fMByD,taina
fMeBD,ha'anga
fMyBD,ha'anga
fFZeD,ha'anga
