parameter,word
mM,matua wawine
mF,matua tane
mMeB,matua tane
mFeB,matua tane
mMeZ,matua wawine
mFeZ,matua wawine
meZ,kainga
mMBeS,taina
mMeBS,taina
mMyBS,taina
mFBeS,taina
mFeBS,taina
mFyBS,taina
mMZeS,taina
mMeZS,taina
mMyZS,taina
mFZeS,taina
mFeZS,taina
mFyZS,taina
mMBeD,kainga wakama
mMeBD,kainga wakama
mMyBD,kainga wakama
mFBeD,kainga wakama
mFeBD,kainga wakama
mFyBD,kainga wakama
mMZeD,kainga wakama
mMeZD,kainga wakama
mMyZD,kainga wakama
mFZeD,kainga wakama
mFeZD,kainga wakama
mFyZD,kainga wakama
feB,kainga
feZ,taina
fMBeS,kainga wakama
fMeBS,kainga wakama
fMyBS,kainga wakama
fFBeS,kainga wakama
fFeBS,kainga wakama
fFyBS,kainga wakama
fMZeS,kainga wakama
fMeZS,kainga wakama
fMyZS,kainga wakama
fFZeS,kainga wakama
fFeZS,kainga wakama
fFyZS,kainga wakama
fMBeD,taina
fMeBD,taina
fMyBD,taina
fFBeD,taina
fFeBD,taina
fFyBD,taina
fMZeD,taina
fMeZD,taina
fMyZD,taina
fFZeD,taina
fFeZD,taina
fFyZD,taina
