parameter,word
mM,kui
mF,motua
mMeB,motua-iti
mFeB,motua-iti
mMeZ,kui-iti
mFeZ,kui-iti
meZ,tue'ine
mMeBS,tuakana
mMyBS,teina
mFeBS,tuakana
mFyBS,teina
mMeZS,tuakana
mMyZS,teina
mFeZS,tuakana
mFyZS,teina
mMeBD,tue'ine
mMyBD,tue'ine
mFeBD,tue'ine
mFyBD,tue'ine
mMeZD,tue'ine
mMyZD,tue'ine
mFeZD,tue'ine
mFyZD,tue'ine
fF,motua
feB,tugane
feZ,tuakana
fyZ,teina
fMeBS,tugane
fMyBS,tugane
fFeBS,tugane
fFyBS,tugane
fMeZS,tugane
fMyZS,tugane
fFeZS,tugane
fFyZS,tugane
fMeBD,tuakana
fMyBD,teina
fFeBD,tuakana
fFyBD,teina
fMeZD,tuakana
fMyZD,teina
fFeZD,tuakana
fFyZD,teina
