parameter,word
mM,ina'
mF,ama'
mMeB,bapa'
mMyB,bapa'
mFeB,bapa'
mFyB,bapa'
mMeZ,bapu'
mMyZ,bapu'
mFeZ,bapu'
mFyZ,bapu'
meZ,magulang
myZ,manghud
mMBeS,patungud
mMeBS,patungud
mMyBS,patungud
mFBeS,patungud
mFeBS,patungud
mFyBS,patungud
mMZeS,patungud
mMeZS,patungud
mMyZS,patungud
mFZeS,patungud
mFeZS,patungud
mFyZS,patungud
mMBeD,patungud
mMeBD,patungud
mMyBD,patungud
mFBeD,patungud
mFeBD,patungud
mFyBD,patungud
mMZeD,patungud
mMeZD,patungud
mMyZD,patungud
mFZeD,patungud
mFeZD,patungud
mFyZD,patungud
fMeB,bapa'
fFeB,bapa'
fMeZ,bapu'
fFeZ,bapu'
feB,magulang
fyB,manghud
