parameter,word
mM,nida
mF,mama
mMeB,bibi tokhtokh
mMyB,bibi lele
mFeB,mama tokhtokh
mFyB,mama lele
mMeZ,nida tokhtokh
mMyZ,nida lele
mFeZ,nida tokhtokh
mFyZ,nida lele
meZ,vivin
mMBeS,salan
mMeBS,salan
mMyBS,salan
mFBeS,salan
mFeBS,salan
mFyBS,salan
mMZeS,salan
mMeZS,salan
mMyZS,salan
mFZeS,mama
mFeZS,mama
mFyZS,mama
mMBeD,salan
mMeBD,salan
mMyBD,salan
mFBeD,salan
mFeBD,salan
mFyBD,salan
mMZeD,salan
mMeZD,salan
mMyZD,salan
mFZeD,nida
mFeZD,nida
mFyZD,nida
feB,tatan
fyB,tas(t)n
