parameter,word
mM,ˈɸeβe
mF,ˈtata
mMeB,mou
mFeB,tata
mMeZ,ɸeβe
mFeZ,ɸeɸe kuru
meZ,ˈtotu
mMBeS,ᵐbua (mambisa)
mMeBS,ᵐbua (mambisa)
mMyBS,ᵐbua (mambisa)
mFBeS,ˈβalu
mFeBS,ˈβalu
mFyBS,ˈβalu
mMZeS,ˈβalu
mMeZS,ˈβalu
mMyZS,ˈβalu
mFZeS,ᵐbua (mambisa)
mFeZS,ᵐbua (mambisa)
mFyZS,ᵐbua (mambisa)
mMBeD,ᵐbua (mambisa)
mMeBD,ᵐbua (mambisa)
mMyBD,ᵐbua (mambisa)
mFBeD,ˈtotu
mFeBD,ˈtotu
mFyBD,ˈtotu
mMZeD,ˈtotu
mMeZD,ˈtotu
mMyZD,ˈtotu
mFZeD,ᵐbua (mambisa)
mFeZD,ᵐbua (mambisa)
mFyZD,ᵐbua (mambisa)
feB,ˈtotu
feZ,ɸalu
fMBeS,ˈᵐbua maˈᵐbisa
fMeBS,ˈᵐbua maˈᵐbisa
fMyBS,ˈᵐbua maˈᵐbisa
fFBeS,ˈtotu
fFeBS,ˈtotu
fFyBS,ˈtotu
fMZeS,totu
fMeZS,totu
fMyZS,totu
fFZeS,ˈᵐbua maˈᵐbisa
fFeZS,ˈᵐbua maˈᵐbisa
fFyZS,ˈᵐbua maˈᵐbisa
fMBeD,ˈᵐbua maˈᵐbisa
fMeBD,ˈᵐbua maˈᵐbisa
fMyBD,ˈᵐbua maˈᵐbisa
fFBeD,βalu
fFeBD,βalu
fFyBD,βalu
fMZeD,βalu
fMeZD,βalu
fMyZD,βalu
fFZeD,ˈᵐbua maˈᵐbisa
fFeZD,ˈᵐbua maˈᵐbisa
fFyZD,ˈᵐbua maˈᵐbisa
