parameter,word
mM,ina
mF,amak
mMeB,toök
mFeB,ama kaäk
mFyB,ama fadik
mMeZ,ina kaäk
mMyZ,ina fadik
mFeZ,teök
meB,kaäk
myB,fadik
mZ,tolanok
mFBeS,tolanok
mFeBS,kaäk
mFyBS,fadik
mFZeS,tolano dadik
mFeZS,tolano dadik
mFyZS,tolano dadik
mMBeD,feto selek
mMeBD,feto selek
mMyBD,feto selek
mFBeD,feto daek
mFeBD,feto daek
mFyBD,feto daek
mFZeD,feto dadik
mFeZD,feto dadik
mFyZD,feto dadik
fB,tolanok
feZ,kaäk
fyZ,fadik
fMBeS,na selek
fMeBS,na selek
fMyBS,na selek
fFBeS,na daek
fFeBS,na daek
fFyBS,na daek
fFZeS,na dadik
fFeZS,na dadik
fFyZS,na dadik
fMBeD,tolano selek
fMeBD,tolano selek
fMyBD,tolano selek
fFBeD,tolanok
fFeBD,kaäk
fFyBD,fadik
fFZeD,tolano dadik
fFeZD,tolano dadik
fFyZD,tolano dadik
