parameter,word
mM,iak
mF,apap
mMeB,awo kpur
mMyB,awo ses
mFeB,apap kpur
mFyB,apap ses
mMeZ,iak kpur
mMyZ,iak ses
mFeZ,iak kpur
mFyZ,iak ses
meZ,tet kpur
myZ,tet ses
mMBeS,tai
mMByS,tai ses
mFBeS,tai
mFByS,tai ses
mMZeS,tai
mMZyS,tai ses
mFZeS,tai
mFZyS,tai ses
mMBeD,tet kpur
mMByD,tet ses
mFBeD,tet kpur
mFByD,tet ses
mMZeD,tet kpur
mMZyD,tet ses
mFZeD,tet kpur
mFZyD,tet ses
feB,tai
fyB,tai ses
fMBeS,tai
fFBeS,tai
fMZeS,tai
fFZeS,tai
