parameter,word
mM,matua wahine
mF,matua
mMeB,matua
mMyB,matua
mFeB,matua
mFyB,matua
mMeZ,whaea
mMyZ,whaea
mFeZ,whaea
mFyZ,whaea
meZ,tuahine
mMeBS,tuakana
mMyBS,teina
mFeBS,tuakana
mFyBS,teina
mMeZS,tuakana
mMyZS,teina
mFeZS,tuakana
mFyZS,teina
mMeBD,tuahine
mMyBD,tuahine
mFeBD,tuahine
mFyBD,tuahine
mMeZD,tuahine
mMyZD,tuahine
mFeZD,tuahine
mFyZD,tuahine
fM,matua wahine
fMeB,matua
fFeB,matua
fMeZ,whaea
fFeZ,whaea
feB,tungaane
feZ,tuakana
fyZ,teina
fMeBS,tungaane
fMyBS,tungaane
fFeBS,tungaane
fFyBS,tungaane
fMeZS,tungaane
fMyZS,tungaane
fFeZS,tungaane
fFyZS,tungaane
fMeBD,tuakana
fMyBD,teina
fFeBD,tuakana
fFyBD,teina
fMeZD,tuakana
fMyZD,teina
fFeZD,tuakana
fFyZD,teina
