parameter,word
mM,ane
mF,arima
mFeB,arima
mMeZ,ane
meZ,vino
mMBeS,miaru
mMeBS,miaru
mMyBS,miaru
mFBeS,naru
mFByS,naru
mFeBS,naru
mFyBS,naru
mMZeS,naru
mMZyS,naru
mMeZS,naru
mMyZS,naru
mFZeS,miaru
mFeZS,miaru
mFyZS,miaru
mMBeD,miaru
mMeBD,miaru
mMyBD,miaru
mFBeD,naru
mFByD,naru
mFeBD,naru
mFyBD,naru
mMZeD,naru
mMZyD,naru
mMeZD,naru
mMyZD,naru
mFZeD,miaru
mFeZD,miaru
mFyZD,miaru
feB,ŋmano
feZ,ina
fMBeS,apogbwa
fMeBS,apogbwa
fMyBS,apogbwa
fFByS,naru
fMZyS,naru
fFZeS,apogbwa
fFeZS,apogbwa
fFyZS,apogbwa
fMBeD,apogbwa
fMeBD,apogbwa
fMyBD,apogbwa
fFByD,naru
fMZyD,naru
fFZeD,apogbwa
fFeZD,apogbwa
fFyZD,apogbwa
