parameter,word
mM,nainaqa
mF,maamaqa
mMeB,kookoqo
mFeB,kookoqo
mMeZ,kookoqo
mFeZ,kookoqo
meB,doqora
meZ,doqora
mMBeS,doqorarua
mMeBS,doqorarua
mMyBS,doqorarua
mFBeS,doqorarua
mFeBS,doqorarua
mFyBS,doqorarua
mMZeS,doqorarua
mMeZS,doqorarua
mMyZS,doqorarua
mFZeS,doqorarua
mFeZS,doqorarua
mFyZS,doqorarua
mMBeD,doqorarua
mMeBD,doqorarua
mMyBD,doqorarua
mFBeD,doqorarua
mFeBD,doqorarua
mFyBD,doqorarua
mMZeD,doqorarua
mMeZD,doqorarua
mMyZD,doqorarua
mFZeD,doqorarua
mFeZD,doqorarua
mFyZD,doqorarua
