parameter,word
mM,ináng
mF,amang
mMeB,tayakí
mFeB,tayakí
mMeZ,bî
mFeZ,bî
meZ,tayali
mMBeS,talagbáy
mMeBS,talagbáy
mMyBS,talagbáy
mFBeS,talagbáy
mFeBS,talagbáy
mFyBS,talagbáy
mMZeS,talagbáy
mMeZS,talagbáy
mMyZS,talagbáy
mFZeS,talagbáy
mFeZS,talagbáy
mFyZS,talagbáy
mMBeD,talagbáy
mMeBD,talagbáy
mMyBD,talagbáy
mFBeD,talagbáy
mFeBD,talagbáy
mFyBD,talagbáy
mMZeD,talagbáy
mMeZD,talagbáy
mMyZD,talagbáy
mFZeD,talagbáy
mFeZD,talagbáy
mFyZD,talagbáy
feB,tayali
feZ,tayali
fyZ,tayali
