parameter,word
mM,tinana
mF,tamana
mMeB,tua-tina
mMyB,tua-tina
mFeZ,tinau
meZ,tua-hine
mMBeS,ha'anga
mMeBS,ha'anga
mMyBS,ha'anga
mFBeS,haihanau
mFeBS,haihanau
mFyBS,haihanau
mMZeS,haihanau
mMeZS,haihanau
mMyZS,haihanau
mFZeS,ha'anga
mFeZS,ha'anga
mFyZS,ha'anga
mMBeD,ha'anga
mMeBD,ha'anga
mMyBD,ha'anga
mFBeD,haihanau
mFByD,haihanau
mFeBD,haihanau
mFyBD,haihanau
mMZeD,haihanau
mMZyD,haihanau
mMeZD,haihanau
mMyZD,haihanau
mFZeD,ha'anga
mFeZD,ha'anga
mFyZD,ha'anga
fMeB,tua-tina
feB,tua-nga'ane
feZ,tau-kete
fyZ,taina
fMByS,ha'anga
fFByS,haihanau
