parameter,word
mM,fae
mF,matua
mMeB,fae tangata
mFeB,matua
mFyB,matua
mMeZ,fae
mFeZ,mahiki-tanga
meZ,tau ta'a
myZ,tau ta'a
mMBeS,tao-kete
mMByS,tehina
mFBeS,tao-kete
mFByS,tehina
mMZeS,tao-kete
mMZyS,tehina
mFZeS,tao-kete
mFZyS,tehina
mMBeD,tau ta'a
mMByD,tau ta'a
mFBeD,tau ta'a
mFByD,tau ta'a
mMZeD,tau ta'a
mMZyD,tau ta'a
mFZeD,tau ta'a
mFZyD,tau ta'a
fM,fae
fF,matua
fFeB,matua
feB,tau tuagane
feZ,tao-kete
fyZ,tau ta'a
fMBeS,tau tuagane
fFBeS,tau tuagane
fMZeS,tau tuagane
fFZeS,tau tuagane
fMBeD,tao-kete
fMByD,tau ta'a
fFBeD,tao-kete
fFByD,tau ta'a
fMZeD,tao-kete
fMZyD,tau ta'a
fFZeD,tao-kete
fFZyD,tau ta'a
