parameter,word
mM,metua vahine
mF,metua tane
mMeB,metua tane
mFeB,metua tane
mMeZ,metua vahine
mFeZ,metua vahine
meZ,tua-hine
mMBeS,tua-ana
mMByS,teina
mFBeS,tua-ana
mFByS,teina
mMZeS,tua-ana
mMZyS,teina
mFZeS,tua-ana
mFZyS,teina
mMBeD,tua-hine
mFBeD,tua-hine
mMZeD,tua-hine
mFZeD,tua-hine
feB,tuane'a
feZ,tua-ana
fyZ,teina
fMBeS,tuane'a
fFBeS,tuane'a
fMZeS,tuane'a
fFZeS,tuane'a
fMBeD,tua-ana
fMByD,teina
fFBeD,tua-ana
fFByD,teina
fMZeD,tua-ana
fMZyD,teina
fFZeD,tua-ana
fFZyD,teina
