parameter,word
mM,ine
mF,ame
mMeB,ta'u
mFeB,ame
mMeZ,ine
mFeZ,mame
meZ,weta
mMBeS,ka'e azi
mMByS,ka'e azi
mFBeS,ka'e azi
mFByS,ka'e azi
mMZeS,ka'e azi
mMZyS,ka'e azi
mFZeS,ka'e azi
mFZyS,ka'e azi
mMBeD,ka'e
mMByD,azi
mFBeD,weta
mMZeD,weta
mFZeD,weta
fM,ine
fF,ame
fFeB,ame
fFyB,ame
fMeZ,ine
fMyZ,ine
feB,na
feZ,ka'e
fyZ,azi
fMBeS,na
fFBeS,na
fMZeS,na
fFZeS,li ana
fMBeD,ka'e azi
fMByD,ka'e azi
fFBeD,ka'e azi
fFByD,ka'e azi
fMZeD,ka'e azi
fMZyD,ka'e azi
fFZeD,ka'e azi
fFZyD,ka'e azi
