parameter,word
mM,hina
mF,hama
mMeB,ingoa
mFeB,hama
mMeZ,hina
mFeZ,hina
meZ,tahini
mMeBS,kave
mMyBS,kave
mFeBS,tokana
mFyBS,teina
mMeZS,tokana
mMyZS,teina
mFeZS,kave
mFyZS,kave
mMeBD,tahini-kave
mMyBD,tahini-kave
mFeBD,tahini
mFyBD,tahini
mMeZD,tahini
mMyZD,tahini
mFeZD,tahini-kave
mFyZD,tahini-kave
feB,tungane
feZ,tokana
fyZ,teina
fMeBS,tungane-kave
fMyBS,tungane-kave
fFeBS,tungane
fFyBS,tungane
fMeZS,tungane
fMyZS,tungane
fFeZS,tungane-kave
fFyZS,tungane-kave
fMeBD,kave
fMyBD,kave
fFeBD,tokana
fFyBD,teina
fMeZD,tokana
fMyZD,teina
fFeZD,kave
fFyZD,kave
