parameter,word
mM,sinana
mF,tamana
mMeB,tuetana
mFeB,tamana
mMeZ,sinana
mFeZ,sinana
meZ,vavanina
mMBeS,togana
mMByS,kaena
mFBeS,togana
mFByS,kaena
mMZeS,togana
mMZyS,kaena
mFZeS,togana
mFZyS,kaena
mMBeD,vavanina
mFBeD,vavanina
mMZeD,vavanina
mFZeD,vavanina
feB,vavanina
feZ,togana
fyZ,kaena
fMBeS,vavanina
fFBeS,vavanina
fMZeS,vavanina
fFZeS,vavanina
fMBeD,togana
fMByD,kaena
fFBeD,togana
fFByD,kaena
fMZeD,togana
fMZyD,kaena
fFZeD,togana
fFZyD,kaena
