parameter,word
mM,k : a-me´
mF,k : a-bǎ
mMeB,k : bǎ-tyee
mMyB,k : bǎ-twǎ
mFeB,k : bǎ-ky-ee
mFyB,k : bǎ-twǎ
mMeZ,k : mee-ky-ee
mMyZ,k : mee-kwa
mFeZ,k : ky-ee-tan
mFyZ,k : twa-tan
meB,k : e-ko
myB,k : ny-eé
meZ,k : e-mǎ´
myZ,k : hnee-mǎ
mMBeS,k : e-ko´
mMByS,k : ny-ee´
mFBeS,k : e-ko
mFByS,k : ny-ee-twa
mMZeS,k : e-ko
mMZyS,k : ny-ee
mFZeS,k : e-ko-tau
mFZyS,k : ny-ee-tau
mMBeD,k : e-mǎ
mMByD,k : ny-ee-nǎ
mFBeD,k : e-ma
mFByD,k : hwee-mǎ
mMZeD,k : e-mǎ´
mMZyD,k : my-ee-mǎ´
mFZeD,k : e-maʼ
mFZyD,k : hne-nǎ
feB,k : mo-ung ky-ee
fyB,k : mo-ung ga-ta´
fyZ,k : ny-ee-mǎ
