language,family,code,correlation,mean,sd,z
Akkadian,Afro-Asiatic,akka1240,-0.1750336798479598,-0.0015760512387536446,0.036514845506544845,-4.7503317131142175
Amharic,Afro-Asiatic,amha1245,-0.051048323579567303,0.0008241030366138525,0.01652136114268771,-3.1397187052677973
Hausa,Afro-Asiatic,haus1257,-0.10479328828988259,0.0002165957062351435,0.01763042830751402,-5.956173166329879
Lebanese_Arabic,Afro-Asiatic,stan1323,-0.05585942159350371,0.0013376705973622508,0.016348887102165015,-3.4985312353947067
Old_Aramaic,Afro-Asiatic,olda1245,-0.07249245004306099,0.0007604762867864642,0.01955513844621805,-3.7459681776896097
Polci,Afro-Asiatic,polc1243,-0.10965946334213322,0.0005021092145749521,0.016642326470769925,-6.619361346515621
Morgan1871_An-ah'-ne-lin_(Gros_Ventres_of_Prairie)_gros1243.csv,Algic,rgan1871,-0.13853849661638512,0.00023001591944879284,0.03988033160433486,-3.4796228354518055
Northern_Ojibwa,Algic,nort2961,-0.023107980003657557,-0.0002939975905873134,0.025789089211189213,-0.8846369961437743
Ottowa_Ojibwa,Algic,otta1242,-0.11060805860524295,-0.001431287147777467,0.03417972614505675,-3.194196787713444
Wiyot,Algic,wiyo1248,-0.14376904108678137,0.00058916635447324,0.01924599575465078,-7.5006878979681035
Yurok,Algic,yuro1248,-0.0965090648271012,0.00035145789083254614,0.016489637635974982,-5.874023726671582
Baure,Arawakan,baur1253,-0.08434898656878823,0.00039648430881509064,0.02189416096279387,-3.870688217813719
Ignaciano,Arawakan,igna1246,-0.10606561188474391,-0.0003570775157957279,0.022424206687162863,-4.714036748040809
Mashco_Piro,Arawakan,mash1270,-0.15007690758657122,0.0005602941468820526,0.02607337769246217,-5.777433346390045
Trinitario,Arawakan,trin1274,-0.37643300496757137,0.0012382026355408837,0.08724739178531939,-4.328739230765874
Wapishana,Arawakan,wapi1253,-0.1016218123401337,0.0011762684433549967,0.01677783589918064,-6.127016702345321
Waurá,Arawakan,waur1244,-0.15913244798470993,-0.0012954386670374362,0.016029146500401496,-9.846875459882972
Wayuu,Arawakan,wayu1243,-0.11148879728866162,0.00024689225598020857,0.017408554504146995,-6.418435805110907
Yavitero,Arawakan,yavi1244,-0.10537714288614869,0.000664303258700955,0.0232615655312278,-4.5586547475703165
Asu_Tanzania_,Atlantic-Congo,asut1235,-0.12047415664683542,0.0005644073172615269,0.016185058692436353,-7.478413656952695
Avatime,Atlantic-Congo,avat1244,-0.001516472194827572,0.0009690002455672062,0.038366711168102835,-0.06478200410519264
Bafia,Atlantic-Congo,bafi1243,-0.2594795052232633,-0.0017427727962756557,0.08937988601401374,-2.883609992370962
Bali_Congo_,Atlantic-Congo,bali1274,0.017524990930819523,-0.008302464453475765,0.18947688270038715,0.13630926905809032
Bali_DRC_,Atlantic-Congo,bali1275,-0.06633732051495939,0.0020730412660925077,0.0669681725304921,-1.021535442824024
Bamun,Atlantic-Congo,bamu1253,-0.5234853858609232,0.0010065354387608254,0.10703107633873568,-4.9003704273677835
Batanga,Atlantic-Congo,bata1285,0.05763456464790775,0.0004330131733850455,0.016906168247735397,3.383472270967428
Bemba,Atlantic-Congo,bemb1257,-0.09340029815277798,-0.0005507187580680213,0.0240375637870204,-3.8626867604963397
Bena_Tanzania_,Atlantic-Congo,bena1262,-0.0811464414949738,0.0005535954367836627,0.021261171709055834,-3.842687413928308
Bende,Atlantic-Congo,bend1258,-0.1371951242623251,-0.00101558838245324,0.024918186402989734,-5.465066103829
Bera,Atlantic-Congo,bera1259,-0.089175926450563,0.00032290888415991976,0.016957279961887547,-5.27790043779879
Bila,Atlantic-Congo,bila1255,-0.11629914570728549,0.0007104343318007373,0.01663768633546249,-7.032803580969398
Budza,Atlantic-Congo,budz1238,-0.5789974915645967,0.00011760886547405725,0.08964443407714671,-6.460134490131229
Bukusu,Atlantic-Congo,buku1249,-0.08685135190035569,1.0956301923408033e-05,0.016407618747473967,-5.294022828001898
Bushoong,Atlantic-Congo,bush1247,-0.016578723219904237,0.0005919529031055389,0.016670775556869258,-1.0299866412594423
Chokwe,Atlantic-Congo,chok1245,-0.06881673329209256,-0.00040482098864862826,0.01668725142762449,-4.0996513176635645
Digo,Atlantic-Congo,digo1243,-0.07546721473324099,0.0011881052412735045,0.017577104174011326,-4.3610892451700565
Ding,Atlantic-Congo,ding1239,-0.12180269581448802,0.0011474332203171161,0.016922818027576756,-7.265346045466568
Duala,Atlantic-Congo,dual1243,-0.1509767279878434,-0.0009856753884983256,0.019400978769073717,-7.731107506722263
Duma,Atlantic-Congo,duma1253,,,,
Ekonda_Mongo,Atlantic-Congo,ekon1238,-0.11866619623386093,-0.00036219884138024883,0.018550834798585908,-6.3772869888043395
Fang_EG,Atlantic-Congo,fang1246,-0.059698975786624836,-0.0002627160357769679,0.01655007550715708,-3.5912984037531825
Fefe,Atlantic-Congo,fefe1239,-0.2821198055151266,-0.0018647226647372987,0.025153610108857933,-11.14174393407237
Fipa,Atlantic-Congo,fipa1238,-0.08061893883591664,-0.00015655296168401905,0.019679479929644805,-4.088643915484045
Ganda,Atlantic-Congo,gand1255,0.03149095880882902,-0.000986047073977151,0.027363735596657484,1.1868630205143946
Giryama,Atlantic-Congo,giry1241,-0.02324176563649499,-0.0003788235941719002,0.017878437116686532,-1.2787998130431857
Gogo,Atlantic-Congo,gogo1263,-0.055290242959440045,0.0010561375818988225,0.019009160719031904,-2.964169821812547
Gusii,Atlantic-Congo,gusi1247,-0.2082173379359556,-0.001296112450941763,0.027048195786225995,-7.650093452458158
Haya,Atlantic-Congo,haya1250,-0.14570619420226633,-0.0005623286686063251,0.01683024334942143,-8.623990902582497
Ha,Atlantic-Congo,haaa1252,-0.04378953337848367,0.0003255603166028078,0.018298358025681027,-2.410877174507826
Hehe,Atlantic-Congo,hehe1240,-0.0972515187369629,-0.0006040735034497106,0.021563803890743704,-4.48192933506501
Herero,Atlantic-Congo,here1253,-0.1491228341154454,-0.0006330119326951388,0.017724127747817384,-8.377835247832486
Igbo,Atlantic-Congo,nucl1417,0.014208738865407473,0.001890450283718741,0.02984274061893358,0.4127733688732815
Kagulu,Atlantic-Congo,kagu1239,-0.12886284591630706,0.0010108793908363215,0.02089288232295405,-6.216170813562526
Kamba,Atlantic-Congo,kamb1297,-0.12061380558170444,-0.0006300250455671079,0.016856482751400875,-7.117960627116351
Kaonde,Atlantic-Congo,kaon1241,-0.06937113968165567,0.0006677939264150404,0.037498580320708436,-1.8677756066778881
Kerewe,Atlantic-Congo,kere1283,-0.08320740004875224,-0.005531269701157516,0.06370747641365743,-1.2192623961940947
Kikuyu,Atlantic-Congo,kiku1240,-0.10977137351959812,0.0002000434547034878,0.016270042330041395,-6.759135271040307
Komo_DRC_,Atlantic-Congo,komo1260,-0.11379321287247118,0.00025312346693424817,0.017217923909441574,-6.623698474870556
Kom,Atlantic-Congo,komc1235,-0.2095274285017948,0.0005945967921497421,0.019041535756492988,-11.034930584435388
Kota,Atlantic-Congo,kota1274,-0.1582507002250185,-0.000746847187937233,0.03563452358161732,-4.419979200124127
Kwasio,Atlantic-Congo,kwas1243,-0.07623871386061959,0.00043331181052923533,0.01796433458422232,-4.2680136751899616
Kwere,Atlantic-Congo,kwer1261,-0.08494303916691545,0.0010190356236576572,0.024915847481920318,-3.4500963634871242
Kélé,Atlantic-Congo,kele1257,,,,
Lala_Bisa,Atlantic-Congo,lala1264,0.01238335034605385,-0.0008917558178907243,0.03566033632535596,0.372265310198587
Lamba,Atlantic-Congo,lamb1271,-0.11367464503387004,-0.00047066663586200596,0.01776469646517722,-6.372412758074035
Langi,Atlantic-Congo,lang1320,-0.057222646510220826,0.00029678064690459436,0.01720183055921866,-3.343796868543162
Lingala,Atlantic-Congo,ling1263,-0.07628951830271752,-0.000554811617401325,0.01670302187590359,-4.534191911379457
Lozi,Atlantic-Congo,lozi1239,-0.10801515598056054,0.0005947258236963221,0.02160508545719675,-5.027051710553565
Luba_Katanga,Atlantic-Congo,luba1250,0.06720118885775728,-0.0007317451962304839,0.03882717247286274,1.7496235169189243
Luba_Lulua,Atlantic-Congo,luba1249,-0.11494018107817458,-0.0001778389766205437,0.01706968195177326,-6.723168154262658
Luguru,Atlantic-Congo,lugu1238,-0.09185241832873753,0.00033947667090058765,0.018888122280665148,-4.880945476195401
Lunda,Atlantic-Congo,lund1266,-0.019878740526566595,-0.0012698318363497606,0.021666927393623005,-0.85886237361435
Luvale,Atlantic-Congo,luva1239,-0.027868081901874144,0.0009603061275427913,0.020534991694628406,-1.4038665541295512
Makonde,Atlantic-Congo,mako1251,-0.13456258776630997,-0.0007375527446837028,0.01703325718141069,-7.856690801784917
Masaaba,Atlantic-Congo,masa1299,-0.013987069238022908,-0.00039608638723555154,0.019497438019167947,-0.6970650624674919
Mbala,Atlantic-Congo,mbal1257,-0.11152578363744584,0.0005838571002094604,0.01741397811291192,-6.437910970757997
Mbere,Atlantic-Congo,mber1257,-0.0033208971296814797,-0.0010684006035152878,0.043883450435849874,-0.051329066055527194
Mbuun,Atlantic-Congo,mpuo1241,-0.11827419561612934,-0.0005813826656660585,0.01648865953145684,-7.1378035749922875
Meru,Atlantic-Congo,meru1245,0.0025337934022755795,-4.580528718705831e-05,0.01709142011109228,0.1509294530644932
Meta,Atlantic-Congo,meta1238,-0.1164154928999162,-0.007334979610885574,0.09459475315310056,-1.1531349218966196
Mokpwe,Atlantic-Congo,mokp1239,-0.03746839486709094,-0.0006833847612491624,0.017141746279668,-2.1459313132800744
Mongo,Atlantic-Congo,mong1338,-0.11278202769557946,0.00020593565341291484,0.01721733169433235,-6.562454935231693
Mungaka,Atlantic-Congo,mung1266,-0.23269742816461103,-0.0003696459657969774,0.03740855963596257,-6.21055139411106
Myene,Atlantic-Congo,myen1241,0.007837857241388965,-0.00024767284798275297,0.017644884253615507,0.45823650487902523
Ndumu,Atlantic-Congo,ndum1239,,,,
Ngombe_Binja,Atlantic-Congo,binj1250,,,,
Ngoni,Atlantic-Congo,ngon1269,-0.2001995012082741,-0.0003597854408134701,0.04187912142374864,-4.771822067263721
Ngulu,Atlantic-Congo,ngul1246,-0.09267304587975897,0.0007834063923062838,0.018034923537660976,-5.181971083875524
Njebi,Atlantic-Congo,njeb1242,-0.18948801967623075,0.0015187193313845261,0.051543225949491636,-3.7057583317502685
Nsong,Atlantic-Congo,song1299,-0.03358108538567444,-0.001016137525321072,0.016935729819350338,-1.9228547105862235
Nyakyusa,Atlantic-Congo,nyak1260,0.042194660350501643,-0.001079299730910326,0.02722078926772399,1.5897393589803954
Nyoro,Atlantic-Congo,nyor1246,-0.03146147995071599,0.0002096664450474257,0.016799215550974484,-1.8852753153659159
Oroko,Atlantic-Congo,orok1266,,,,
Phende,Atlantic-Congo,phen1239,-0.16265065470972,0.000485685235412178,0.017060040656952515,-9.56248248322016
Pinji,Atlantic-Congo,pinj1243,-0.02782854313111751,-0.0002782854313111626,0.045651748139855876,-0.6034874637309634
Pokomo,Atlantic-Congo,poko1261,-0.1037565621886016,-0.0015525322926496527,0.08950160793337264,-1.1419239526069223
Punu,Atlantic-Congo,punu1239,0.05898311560881635,-0.00017437828794093636,0.05989443881746248,0.98769593746506
Rundi,Atlantic-Congo,rund1242,-0.05060883670761194,-0.00038745420757372564,0.018243398178284746,-2.7528524022359555
Sakata,Atlantic-Congo,saka1287,-0.2165325617491669,0.0010513676546311348,0.023047330491161564,-9.440743234329869
Sake,Atlantic-Congo,sake1247,0.05628973637251479,-0.003296125801161093,0.05899551032450577,1.0100067250189526
Sango,Atlantic-Congo,sang1331,-0.07744480421276664,-0.0013545158237578791,0.03807108285126429,-1.9986373565017184
Sangu,Atlantic-Congo,sang1333,,,,
Sangu_Tanzania_,Atlantic-Congo,sang1330,-0.1197754144702235,-4.596216435349859e-05,0.02149901681870831,-5.569066405012632
San_Salvador_Kongo,Atlantic-Congo,sans1272,-0.08577496635057291,0.00019463930050176895,0.018261626300114235,-4.707664270324977
Seki,Atlantic-Congo,seki1238,-0.03777920502291046,-0.004268455645049183,0.060592049329102775,-0.5530552233981931
Shi,Atlantic-Congo,shii1238,-0.06829028825152741,0.00022833726764790273,0.021384916989899895,-3.2040631979790564
Sira,Atlantic-Congo,sira1266,,,,
Soga,Atlantic-Congo,soga1242,-0.09530022506661318,-0.00023336175332583492,0.016868740846962934,-5.63568224657404
Songoora,Atlantic-Congo,song1300,-0.07181205452217615,0.00037640252276757247,0.03748155328233465,-1.925972931302362
Sukuma,Atlantic-Congo,suku1261,-0.05040593592524174,-0.0014165441906617453,0.035791205269337364,-1.3687550158180797
Suku,Atlantic-Congo,suku1259,-0.054516655826708095,-2.0371516979110924e-05,0.016116533804074497,-3.3813898802453117
Sumbwa,Atlantic-Congo,sumb1240,-0.142825428511048,-0.0005141463084651232,0.06603700150937394,-2.155023380072486
Suundi,Atlantic-Congo,suun1239,-0.11934539279528905,0.0007383398091961798,0.031878995483357125,-3.7668606172731076
Taabwa,Atlantic-Congo,shil1264,-0.1368449688414452,0.0005849961321479951,0.03442942026023525,-3.9916433078113687
Temi,Atlantic-Congo,temi1247,-0.4555109619421339,0.00689132254710536,0.11771078467181975,-3.9282915815948978
Tetela,Atlantic-Congo,tete1250,-0.03805679191077516,5.938753327348762e-05,0.017765428567670195,-2.145525468122569
Tiv,Atlantic-Congo,tivv1240,-0.06022881298329948,-0.0007892657828523477,0.019697059831758488,-3.017686279482686
Tonga_Nyasa_,Atlantic-Congo,tong1321,-0.1615767424994477,-0.00012929134817743647,0.025180886751072818,-6.411507773624846
Tooro,Atlantic-Congo,toor1238,0.010775654837385896,0.000448718013000667,0.01645376042072203,0.6276338393367744
Tsaangi,Atlantic-Congo,tsaa1242,,,,
Tsogo,Atlantic-Congo,tsog1243,-0.11535839126581804,0.0027332377536140157,0.037466641195352264,-3.1519139493636095
Tsonga,Atlantic-Congo,tson1249,-0.0207474895622799,-0.00017119638350969845,0.01715673180524807,-1.1993130983417322
Tswana,Atlantic-Congo,tswa1253,0.056622366796237555,-0.00023312063456652781,0.0178504764176958,3.1850963582373217
Umbundu,Atlantic-Congo,umbu1257,-0.10553672297575462,-9.463378979174535e-05,0.02303796081093523,-4.576884649266075
Venda,Atlantic-Congo,vend1245,-0.0036224970668762052,-0.0007676296740710144,0.02492614994161074,-0.11453302654010707
Vili,Atlantic-Congo,vili1238,,,,
Yaka_CAR_,Atlantic-Congo,yaka1272,-0.14151992557635032,-0.0001797556981033612,0.01786639000612078,-7.91095290261915
Yaka_Pelende_Lonzo,Atlantic-Congo,yaka1269,-0.07555010148907941,0.0004382280500579044,0.018662894408400268,-4.071626183821442
Yansi,Atlantic-Congo,yans1239,-0.12286236385555926,0.0023213530705195823,0.05900908832964715,-2.1214311298414765
Yao,Atlantic-Congo,yaoo1241,,,,
Yombe,Atlantic-Congo,yomb1244,-0.01814974936256785,0.0004094949623283884,0.019581704206112473,-0.9477849389177745
Zigula,Atlantic-Congo,zigu1242,0.04082551970875305,0.0015421239063382194,0.03102667957611971,1.2661166563453365
Zinza,Atlantic-Congo,zinz1238,-0.23038636435852045,-0.003628614793129364,0.03547703846193957,-6.391676402433112
Zulu,Atlantic-Congo,zulu1248,-0.08223728140291874,-0.00034146568414216593,0.017437382378455022,-4.696565914615944
Birhor,Austroasiatic,birh1242,-0.09418420157875569,0.00046137103273611533,0.035819144309981434,-2.6423180797514947
Bit,Austroasiatic,bitt1240,-0.1333581105285453,-0.00038209762887158265,0.017514125995283764,-7.592500644079055
Car_Nicobarese,Austroasiatic,carn1240,,,,
Jahai_(Jehai),Austroasiatic,jeha1242,,,,
O_du,Austroasiatic,oduu1239,-0.08716144381450892,-0.0004098505029654915,0.01816075726960641,-4.776870921386615
Pacoh,Austroasiatic,paco1243,0.01101737780819239,-0.0017862616204494795,0.05509155293950578,0.23240658041898227
Prai,Austroasiatic,phai1238,-0.15707755382538358,-6.909769030032334e-05,0.01686413576025655,-9.310198777283485
'Are'are,Austronesian,area1240,-0.06460478368594419,-0.00022306838348507083,0.021675990830598266,-2.9701855756266786
Achinese,Austronesian,achi1257,0.056478833149218685,-0.0004891160055044809,0.038540316088324,1.47813912641941
Aklanon,Austronesian,akla1241,-0.11246933989381899,-0.00033610238307768135,0.0174187690154296,-6.437494946480624
Alangan,Austronesian,alan1249,-0.056646620136781775,0.00029270491184188175,0.01763415047189679,-3.2289236240422685
Amis,Austronesian,amis1246,-0.3462920957997495,0.004669149035788159,0.08683198194046422,-4.041843074319919
Ampibabo_Lauje,Austronesian,ampi1237,0.046208348390022316,-0.0004408384491429476,0.016931638263605914,2.7551490359581092
Anejom,Austronesian,anei1239,-0.02137311660097669,-0.0008110466159058148,0.01718615629362636,-1.1964321535174507
Aniwa,Austronesian,aniw1237,0.0347561035060794,0.00039782714778712565,0.023802508123703603,1.4434729390587524
Anuta,Austronesian,anut1237,-0.06800301286991066,7.747067724472501e-05,0.017774413727743656,-3.8302519897401845
Araki,Austronesian,arak1252,0.015955149793488405,4.594501974000553e-05,0.019417809036763697,0.8193099820699408
Aria_(Mouk-Aria),Austronesian,mouk1240a,0.10740602714029865,0.00357401053563526,0.0447380021212603,2.320890779235771
Arosi,Austronesian,aros1241,-0.03118166523199148,0.0011084632157093025,0.042025037217677176,-0.7683545473249085
Asera,Austronesian,aser1237,-0.23034898319568442,-0.0010004616384355464,0.0380250694928779,-6.031508281666807
Atayal,Austronesian,atay1247,-0.4638005151317526,-0.001573501971085649,0.08673075425921264,-5.329447634909374
Atchin,Austronesian,atch1238,0.0042288078538160485,0.00023719242192277924,0.02314163061119546,0.1724863515003219
Atoni_(Uab_Meto),Austronesian,uabm1237,0.042178003326098126,0.000785717456529913,0.020640731056729773,2.0053691778553806
Atta,Austronesian,atta1244,-0.05503579729481302,-0.0007188997327122617,0.037559385399209215,-1.4461604465776046
Avava_(Bangasa_Dialect),Austronesian,katb1237,0.038310272624260136,-0.0002406489692607834,0.02846129857503369,1.3545032561282313
Avava_(Niviar_Dialect),Austronesian,katb1237b,0.04070701720124491,0.000653573776175555,0.03068242938697423,1.3054195585331796
Avava,Austronesian,katb1237a,0.09175937549844738,0.000587676619167139,0.048732111112540485,1.870875215496637
Ayiwo,Austronesian,ayiw1239,-0.0895569785175576,-0.0009942105191709702,0.01699702218922605,-5.210487284915365
Bacanese_Malay_(Bacan),Austronesian,baca1243,-0.2427533210859611,-0.0010408239157367336,0.018663041168753794,-12.95139923791769
Bahonsuai,Austronesian,baho1237,-0.05119285134820549,0.0019374347166694966,0.03700709045935083,-1.4356785525528988
Balaesang,Austronesian,bala1314,-0.036090206235513254,0.0014053180831607437,0.03831407062706513,-0.9786358824579473
Balangao,Austronesian,bala1310,-0.16402421053152316,0.00012054354073425444,0.03937454180838155,-4.168804169736812
Balinese,Austronesian,bali1278,-0.09122774409205602,-0.0005791390078691152,0.01719732772844509,-5.271086677859279
Banjar,Austronesian,banj1239,0.0006126529054068866,0.00042179200380030744,0.017547754009978583,0.010876657006819536
Bannoni,Austronesian,bann1247,-0.1030656781357575,-0.00022879670695511944,0.017880286410645794,-5.751411306676499
Barabet_(Hano),Austronesian,hano1246a,-0.07914084178402372,9.799835023015857e-05,0.016757769681411277,-4.728483661053676
Bario_Kelabit,Austronesian,bari1288,-0.1030656781357575,0.0007395756640151203,0.016915263615127085,-6.136780139030233
Barok_(Karu),Austronesian,baro1253,-0.025529290000316354,0.0007077632430982054,0.041398112911305754,-0.6337741360246705
Batak_Toba,Austronesian,bata1289,-0.019715771719332857,0.0005434910551711114,0.017287904680385376,-1.171874969757894
