simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.020980944723975936,1.0374312377016655,1.0164502929776895,taina,taina,kave,kave,taina,taina,taina,taina,taina,kave,kave,taina,kave,kave,kave,taina,kave,kave,taina,kave,kave,taina,taina,kave,taina,kave,taina,kave,taina,kave,kave,kave,taina,kave,kave,taina,taina,kave,kave,taina,kave,taina,kave,taina,kave,taina,kave,taina,kave,kave,kave,kave,kave,taina,taina,kave,taina,taina,taina,kave,taina,taina,kave,taina,taina,taina,taina,taina,taina,taina,kave,taina,taina,kave,taina,kave,kave,kave,taina,kave,kave,kave,kave,taina,kave,tamana,tinna,tamana,tinna,"tamana, inoa","tamana, inoa",tinna,tinna,tamana,"tamana, inoa",tamana,tinna,tinna,tinna,tamana,"tamana, inoa",tinna,tamana,tinna,tinna
1,0.021085816213771258,1.0250218198575005,1.0039360036437293,kave,taina,kave,kave,taina,kave,taina,kave,taina,kave,kave,taina,taina,kave,kave,kave,kave,taina,taina,kave,kave,taina,kave,taina,taina,kave,kave,taina,kave,taina,kave,taina,taina,kave,taina,taina,taina,taina,taina,taina,kave,kave,kave,kave,kave,taina,kave,taina,kave,taina,taina,taina,kave,taina,taina,kave,kave,taina,taina,taina,kave,taina,taina,taina,kave,taina,kave,taina,kave,kave,kave,kave,kave,kave,taina,kave,taina,taina,kave,taina,kave,kave,kave,taina,taina,tinna,tinna,tinna,"tamana, inoa",tinna,tinna,tinna,"tamana, inoa",tinna,tamana,tamana,tinna,"tamana, inoa",tamana,tamana,tinna,tinna,tamana,tamana,"tamana, inoa"
2,0.019342477963642746,1.013392179189558,0.9940497012259152,taina,taina,taina,taina,kave,kave,taina,kave,taina,kave,taina,taina,taina,taina,kave,taina,taina,kave,taina,taina,kave,kave,kave,kave,taina,taina,kave,kave,taina,taina,taina,kave,taina,kave,taina,kave,taina,taina,taina,kave,taina,kave,taina,kave,taina,kave,kave,taina,kave,taina,kave,kave,taina,kave,kave,taina,taina,kave,kave,kave,kave,kave,kave,taina,kave,taina,taina,kave,taina,kave,taina,taina,taina,kave,kave,kave,kave,kave,kave,kave,kave,taina,taina,taina,kave,tinna,tinna,"tamana, inoa",tinna,tamana,tinna,tinna,tinna,tinna,tamana,tamana,"tamana, inoa",tamana,"tamana, inoa",tinna,tamana,tinna,tinna,tamana,"tamana, inoa"
3,0.0029524602610222495,0.9950763711943895,0.9921239109333673,kave,taina,taina,kave,taina,kave,taina,taina,taina,kave,kave,taina,taina,taina,kave,kave,kave,kave,kave,kave,taina,kave,taina,taina,kave,kave,kave,kave,kave,taina,taina,kave,taina,kave,taina,kave,kave,kave,kave,taina,taina,taina,kave,kave,kave,taina,taina,kave,kave,kave,taina,taina,taina,kave,kave,taina,taina,kave,kave,kave,taina,kave,taina,kave,taina,taina,taina,taina,kave,kave,taina,taina,kave,taina,kave,taina,taina,taina,taina,taina,taina,kave,kave,kave,taina,"tamana, inoa",tinna,tinna,tinna,tamana,"tamana, inoa","tamana, inoa",tamana,tinna,tinna,tinna,tamana,tamana,"tamana, inoa",tinna,tamana,tinna,tamana,tinna,tinna
4,0.059189444343987985,1.0203927291312471,0.9612032847872591,taina,kave,taina,taina,taina,kave,taina,taina,taina,kave,kave,kave,taina,taina,taina,taina,kave,kave,taina,taina,kave,taina,kave,kave,kave,kave,taina,kave,taina,taina,taina,kave,kave,taina,taina,kave,kave,taina,taina,taina,taina,kave,taina,kave,taina,taina,taina,kave,kave,kave,kave,taina,kave,kave,taina,taina,kave,taina,kave,taina,taina,kave,kave,kave,kave,kave,taina,kave,kave,taina,kave,kave,kave,kave,taina,kave,kave,taina,taina,taina,taina,kave,kave,kave,taina,"tamana, inoa",tinna,tinna,tamana,tamana,tinna,tinna,"tamana, inoa",tamana,tamana,tinna,tamana,tinna,tamana,"tamana, inoa","tamana, inoa",tinna,tinna,tinna,tinna
5,0.022372873059073317,1.0374312377016655,1.0150583646425921,kave,taina,kave,kave,taina,kave,kave,kave,taina,taina,taina,taina,kave,taina,kave,taina,taina,kave,kave,kave,taina,kave,taina,taina,taina,taina,taina,kave,kave,taina,taina,taina,taina,taina,kave,taina,kave,kave,kave,kave,taina,kave,kave,taina,taina,kave,kave,taina,kave,kave,kave,taina,kave,taina,kave,taina,taina,taina,kave,kave,taina,taina,kave,taina,kave,taina,taina,kave,taina,taina,kave,kave,taina,kave,taina,kave,taina,taina,kave,kave,taina,kave,kave,kave,kave,"tamana, inoa",tinna,tinna,tamana,tinna,tinna,tamana,tamana,tinna,"tamana, inoa",tamana,tinna,tinna,tinna,"tamana, inoa",tinna,tinna,"tamana, inoa",tamana,tamana
6,0.08817731061853129,1.0296530140645737,0.9414757034460424,taina,kave,taina,kave,taina,taina,taina,taina,kave,kave,taina,taina,taina,taina,kave,kave,taina,taina,kave,taina,taina,taina,taina,kave,taina,kave,kave,kave,taina,kave,kave,taina,kave,kave,taina,kave,kave,taina,taina,taina,taina,taina,taina,taina,kave,taina,kave,taina,kave,kave,taina,kave,taina,kave,taina,kave,kave,kave,taina,taina,kave,taina,kave,kave,taina,kave,kave,kave,kave,taina,taina,kave,kave,taina,taina,kave,kave,kave,taina,kave,kave,kave,taina,kave,kave,tinna,tamana,tinna,tinna,tamana,tamana,"tamana, inoa","tamana, inoa",tamana,tamana,tamana,tinna,tinna,tinna,tinna,tinna,"tamana, inoa",tinna,"tamana, inoa",tinna
7,0.036790614935256594,1.0374312377016655,1.0006406227664089,kave,taina,taina,taina,kave,kave,taina,taina,kave,kave,kave,kave,taina,kave,kave,taina,taina,taina,kave,kave,taina,taina,taina,kave,taina,kave,taina,kave,kave,kave,taina,kave,taina,kave,kave,taina,kave,kave,kave,taina,kave,kave,taina,taina,kave,kave,taina,taina,kave,kave,kave,kave,kave,taina,taina,taina,taina,kave,taina,taina,taina,kave,taina,taina,taina,kave,kave,taina,taina,taina,taina,taina,taina,kave,taina,kave,kave,taina,kave,kave,kave,kave,taina,kave,taina,"tamana, inoa",tinna,tinna,tamana,tinna,"tamana, inoa",tinna,tinna,tamana,tamana,"tamana, inoa",tamana,tinna,tinna,tinna,"tamana, inoa",tinna,tinna,tamana,tamana
8,0.021363276223690608,1.0296530140645737,1.008289737840883,taina,kave,taina,taina,kave,kave,kave,taina,taina,taina,taina,taina,kave,taina,taina,taina,kave,taina,kave,kave,kave,taina,taina,kave,taina,kave,kave,taina,taina,kave,taina,taina,kave,kave,kave,kave,kave,taina,kave,kave,taina,taina,kave,kave,kave,taina,kave,kave,taina,kave,kave,taina,taina,kave,taina,kave,taina,kave,taina,taina,kave,kave,taina,kave,taina,kave,taina,kave,kave,kave,kave,kave,taina,taina,taina,taina,kave,kave,taina,kave,taina,taina,taina,taina,kave,tamana,tamana,tinna,tinna,"tamana, inoa",tinna,tinna,tinna,"tamana, inoa",tinna,tinna,tamana,tamana,tinna,tinna,tamana,tamana,tinna,"tamana, inoa","tamana, inoa"
9,0.03927127393391738,1.0296530140645737,0.9903817401306563,kave,kave,kave,taina,kave,taina,taina,kave,taina,taina,kave,taina,taina,kave,taina,taina,kave,kave,kave,kave,kave,taina,kave,kave,taina,taina,kave,kave,kave,kave,kave,kave,taina,taina,taina,kave,taina,kave,kave,kave,kave,kave,taina,kave,kave,kave,taina,taina,taina,kave,taina,kave,taina,taina,kave,taina,taina,kave,kave,taina,taina,taina,kave,kave,kave,taina,kave,kave,kave,taina,taina,kave,taina,taina,kave,kave,taina,taina,taina,taina,taina,taina,taina,taina,taina,"tamana, inoa",tinna,tinna,tinna,tinna,tinna,tamana,tinna,tinna,tamana,tamana,tinna,"tamana, inoa",tinna,tamana,tamana,"tamana, inoa",tamana,tinna,"tamana, inoa"
