simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.27284221755281113,1.7013525832301566,1.4285103656773455,benyin,jembe,benyin,benyin,jembe,benyin,jembe,benyin,kungku,jembe,jembe,jembe,benyin,yaku,jembe,benyin,jembe,kungku,jembe,benyin,benyin,yaku,benyin,jembe,jembe,jembe,jembe,jembe,benyin,jembe,jembe,jembe,benyin,benyin,benyin,benyin,jembe,jembe,benyin,jembe,benyin,benyin,jembe,kungku,benyin,jembe,benyin,benyin,benyin,jembe,benyin,benyin,benyin,benyin,jembe,benyin,jembe,benyin,jembe,benyin,benyin,jembe,jembe,benyin,jembe,benyin,jembe,jembe,jembe,kungku,benyin,yaku,jembe,benyin,benyin,benyin,jembe,jembe,jembe,jembe,benyin,jembe,benyin,benyin,jembe,mutha kantha,kaku,merrka,ngama,kantha,kaku,ngama,ngama,kirdi kantha,mutha kantha,merrka,merrka,merrka,ngama,kaku,kantha,ngama,kaku,ngama,kirdi kantha
1,0.08898251345289832,1.7168924676484951,1.6279099541955968,jembe,benyin,jembe,benyin,jembe,benyin,benyin,jembe,jembe,benyin,kungku,jembe,benyin,benyin,yaku,benyin,benyin,jembe,kungku,benyin,jembe,benyin,jembe,benyin,jembe,jembe,benyin,benyin,jembe,jembe,jembe,yaku,jembe,jembe,jembe,jembe,benyin,benyin,jembe,benyin,benyin,benyin,benyin,benyin,jembe,jembe,benyin,jembe,jembe,jembe,jembe,benyin,benyin,kungku,jembe,jembe,benyin,kungku,jembe,yaku,jembe,jembe,jembe,benyin,benyin,benyin,benyin,benyin,benyin,jembe,jembe,jembe,jembe,benyin,benyin,benyin,benyin,benyin,jembe,benyin,benyin,jembe,benyin,jembe,jembe,kantha,kaku,mutha kantha,kaku,merrka,ngama,kaku,kaku,merrka,kantha,ngama,ngama,ngama,ngama,kirdi kantha,mutha kantha,merrka,kirdi kantha,ngama,merrka
2,0.14549833085019293,1.7013525832301566,1.5558542523799637,benyin,jembe,yaku,benyin,jembe,benyin,benyin,benyin,jembe,benyin,jembe,jembe,jembe,jembe,kungku,jembe,benyin,benyin,jembe,benyin,benyin,jembe,jembe,benyin,jembe,benyin,benyin,jembe,jembe,kungku,benyin,benyin,benyin,benyin,benyin,benyin,jembe,jembe,benyin,benyin,jembe,jembe,yaku,kungku,benyin,benyin,jembe,benyin,jembe,benyin,jembe,jembe,benyin,jembe,benyin,jembe,jembe,benyin,benyin,yaku,benyin,benyin,jembe,jembe,benyin,jembe,jembe,benyin,jembe,jembe,benyin,jembe,benyin,jembe,benyin,jembe,benyin,jembe,jembe,jembe,benyin,jembe,benyin,jembe,kungku,kantha,ngama,kaku,ngama,merrka,kantha,merrka,kaku,kirdi kantha,kaku,ngama,mutha kantha,ngama,ngama,kaku,ngama,merrka,merrka,mutha kantha,kirdi kantha
3,0.23578291765810322,1.6878155814136766,1.4520326637555734,jembe,benyin,yaku,jembe,benyin,benyin,benyin,jembe,benyin,benyin,jembe,benyin,jembe,kungku,jembe,jembe,benyin,yaku,benyin,benyin,jembe,jembe,benyin,benyin,benyin,jembe,benyin,benyin,jembe,benyin,jembe,yaku,benyin,benyin,jembe,jembe,jembe,jembe,benyin,jembe,jembe,benyin,benyin,benyin,jembe,jembe,jembe,benyin,jembe,benyin,benyin,jembe,jembe,jembe,jembe,jembe,jembe,jembe,jembe,jembe,benyin,jembe,jembe,jembe,benyin,benyin,kungku,benyin,jembe,benyin,benyin,jembe,benyin,benyin,jembe,jembe,benyin,benyin,kungku,benyin,benyin,benyin,jembe,benyin,kungku,ngama,kaku,merrka,ngama,kantha,kaku,mutha kantha,mutha kantha,kirdi kantha,merrka,merrka,kaku,ngama,merrka,ngama,kaku,kirdi kantha,ngama,ngama,kantha
4,0.1881247454641155,1.6957425341696346,1.507617788705519,yaku,benyin,jembe,jembe,benyin,benyin,benyin,benyin,yaku,benyin,benyin,jembe,jembe,jembe,jembe,benyin,jembe,jembe,benyin,yaku,benyin,benyin,jembe,jembe,benyin,jembe,benyin,jembe,jembe,jembe,benyin,jembe,jembe,benyin,jembe,benyin,benyin,benyin,benyin,benyin,jembe,benyin,jembe,jembe,jembe,benyin,benyin,jembe,kungku,jembe,jembe,benyin,jembe,jembe,jembe,benyin,jembe,jembe,benyin,jembe,benyin,jembe,benyin,jembe,benyin,jembe,benyin,kungku,benyin,jembe,kungku,benyin,benyin,jembe,benyin,jembe,benyin,benyin,jembe,benyin,jembe,kungku,benyin,benyin,jembe,ngama,mutha kantha,kaku,kaku,merrka,kantha,kantha,kirdi kantha,mutha kantha,ngama,merrka,ngama,ngama,kaku,kaku,merrka,merrka,ngama,kirdi kantha,ngama
5,0.08451681803767896,1.6637001433984873,1.5791833253608083,benyin,jembe,benyin,jembe,benyin,jembe,benyin,yaku,jembe,benyin,benyin,jembe,benyin,benyin,benyin,kungku,jembe,jembe,benyin,jembe,jembe,benyin,benyin,jembe,jembe,benyin,benyin,jembe,benyin,jembe,jembe,jembe,benyin,jembe,jembe,jembe,benyin,jembe,benyin,benyin,benyin,yaku,benyin,benyin,benyin,jembe,kungku,benyin,jembe,jembe,kungku,benyin,benyin,kungku,jembe,jembe,jembe,benyin,jembe,jembe,jembe,jembe,benyin,benyin,benyin,jembe,jembe,benyin,benyin,jembe,jembe,jembe,benyin,yaku,benyin,jembe,benyin,jembe,benyin,jembe,benyin,benyin,jembe,jembe,benyin,kaku,ngama,merrka,merrka,kaku,kirdi kantha,ngama,kantha,kirdi kantha,kaku,merrka,ngama,mutha kantha,mutha kantha,ngama,merrka,ngama,kaku,kantha,ngama
6,0.22252217102774963,1.6849078351019706,1.462385664074221,jembe,kungku,benyin,jembe,jembe,benyin,benyin,benyin,jembe,jembe,benyin,jembe,benyin,jembe,jembe,jembe,jembe,jembe,jembe,yaku,jembe,jembe,benyin,benyin,benyin,benyin,jembe,jembe,kungku,jembe,benyin,benyin,yaku,jembe,benyin,jembe,jembe,jembe,jembe,benyin,jembe,jembe,benyin,benyin,benyin,jembe,benyin,benyin,benyin,jembe,jembe,jembe,benyin,jembe,benyin,jembe,benyin,benyin,jembe,kungku,jembe,benyin,benyin,benyin,benyin,benyin,yaku,benyin,jembe,benyin,benyin,kungku,benyin,benyin,jembe,jembe,jembe,jembe,jembe,benyin,benyin,benyin,jembe,benyin,benyin,ngama,merrka,ngama,merrka,kirdi kantha,kantha,ngama,mutha kantha,kirdi kantha,ngama,ngama,mutha kantha,ngama,kaku,kaku,kaku,kantha,kaku,merrka,merrka
7,0.2038628117327581,1.6584470101581912,1.454584198425433,jembe,jembe,benyin,jembe,jembe,benyin,jembe,jembe,jembe,jembe,jembe,jembe,jembe,benyin,jembe,jembe,benyin,benyin,jembe,benyin,benyin,benyin,jembe,jembe,benyin,jembe,benyin,benyin,benyin,yaku,jembe,benyin,jembe,benyin,kungku,benyin,jembe,jembe,jembe,jembe,benyin,jembe,benyin,jembe,kungku,benyin,benyin,benyin,jembe,benyin,benyin,jembe,jembe,jembe,benyin,benyin,jembe,benyin,kungku,benyin,jembe,yaku,jembe,yaku,benyin,jembe,benyin,benyin,benyin,kungku,benyin,benyin,benyin,jembe,jembe,benyin,jembe,jembe,jembe,benyin,benyin,benyin,jembe,benyin,benyin,mutha kantha,kaku,merrka,ngama,kantha,kaku,merrka,mutha kantha,kaku,kirdi kantha,kaku,ngama,ngama,kantha,ngama,merrka,ngama,ngama,kirdi kantha,merrka
8,0.2040265786280253,1.6958186287940558,1.4917920501660304,jembe,benyin,benyin,jembe,benyin,jembe,benyin,jembe,benyin,jembe,jembe,benyin,jembe,jembe,yaku,jembe,jembe,benyin,benyin,jembe,benyin,benyin,benyin,jembe,benyin,jembe,jembe,jembe,benyin,yaku,jembe,kungku,benyin,benyin,benyin,jembe,jembe,benyin,benyin,benyin,benyin,jembe,jembe,benyin,benyin,benyin,benyin,benyin,jembe,jembe,jembe,jembe,jembe,benyin,benyin,benyin,jembe,jembe,benyin,benyin,yaku,benyin,jembe,jembe,jembe,jembe,benyin,benyin,benyin,benyin,jembe,jembe,kungku,kungku,jembe,benyin,benyin,jembe,jembe,jembe,kungku,jembe,benyin,benyin,jembe,ngama,merrka,mutha kantha,ngama,ngama,kaku,kirdi kantha,ngama,ngama,kantha,merrka,merrka,kantha,kaku,mutha kantha,merrka,kaku,ngama,kirdi kantha,kaku
9,0.06835423105943361,1.7013525832301566,1.632998352170723,benyin,benyin,benyin,jembe,benyin,benyin,benyin,jembe,benyin,jembe,jembe,jembe,jembe,benyin,benyin,jembe,yaku,jembe,jembe,benyin,benyin,jembe,yaku,benyin,jembe,benyin,jembe,benyin,benyin,jembe,jembe,benyin,jembe,benyin,jembe,benyin,benyin,jembe,benyin,jembe,jembe,jembe,benyin,benyin,jembe,jembe,jembe,jembe,kungku,jembe,jembe,benyin,jembe,jembe,yaku,benyin,benyin,jembe,benyin,jembe,kungku,jembe,benyin,kungku,benyin,benyin,benyin,benyin,jembe,benyin,jembe,benyin,benyin,benyin,jembe,jembe,benyin,benyin,jembe,jembe,kungku,jembe,benyin,jembe,benyin,mutha kantha,ngama,ngama,merrka,kirdi kantha,mutha kantha,kirdi kantha,kaku,kantha,merrka,ngama,kaku,merrka,ngama,merrka,kaku,kaku,ngama,kantha,ngama
