simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.13280769811440662,1.6791817002865712,1.5463740021721646,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-aẓɨ,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,waʔanɨɨ,pʰaapʰai,tʰaatʰai,pʰaapʰai,tʰaatʰai,waʔanɨɨ,waʔanɨɨ,maamai,-ˀdarɨ,tʰaatʰai,-ˀdaru,waʔanɨɨ,waʔanɨɨ,maamai,maamai,pʰaapʰai,maamai,-ˀdaru,tʰaatʰai,pʰaapʰai,tʰaatʰai,pʰaapʰai,tʰaatʰai,-ˀdarɨ,pʰaapʰai,waʔanɨɨ,maamai,maamai
1,0.10439154920703309,1.706147837677467,1.601756288470434,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,waʔanɨɨ,maamai,waʔanɨɨ,pʰaapʰai,maamai,-ˀdarɨ,maamai,pʰaapʰai,-ˀdaru,-ˀdarɨ,tʰaatʰai,waʔanɨɨ,tʰaatʰai,maamai,tʰaatʰai,maamai,tʰaatʰai,tʰaatʰai,-ˀdaru,waʔanɨɨ,pʰaapʰai,pʰaapʰai,waʔanɨɨ,pʰaapʰai,pʰaapʰai,maamai,tʰaatʰai,waʔanɨɨ
2,0.101265940617008,1.7087341628412127,1.6074682222242047,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-ˀdawiʔičʰan,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,waʔanɨɨ,waʔanɨɨ,-ˀdarɨ,tʰaatʰai,tʰaatʰai,maamai,maamai,waʔanɨɨ,tʰaatʰai,waʔanɨɨ,pʰaapʰai,tʰaatʰai,pʰaapʰai,tʰaatʰai,waʔanɨɨ,maamai,waʔanɨɨ,pʰaapʰai,-ˀdaru,pʰaapʰai,-ˀdaru,tʰaatʰai,maamai,maamai,pʰaapʰai,maamai,-ˀdarɨ,pʰaapʰai
3,0.1382086659170505,1.6599516622360073,1.5217429963189568,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,maamai,pʰaapʰai,pʰaapʰai,tʰaatʰai,waʔanɨɨ,pʰaapʰai,waʔanɨɨ,pʰaapʰai,tʰaatʰai,waʔanɨɨ,tʰaatʰai,waʔanɨɨ,maamai,waʔanɨɨ,-ˀdaru,pʰaapʰai,tʰaatʰai,maamai,maamai,waʔanɨɨ,-ˀdarɨ,maamai,-ˀdarɨ,pʰaapʰai,maamai,tʰaatʰai,tʰaatʰai,-ˀdaru
4,0.07879180923681117,1.711548709699804,1.632756900462993,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-ˀdawiʔičʰan,-iriˀban,-ˀdawiʔičʰan,-inauẓu,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,pʰaapʰai,maamai,-ˀdaru,tʰaatʰai,waʔanɨɨ,maamai,tʰaatʰai,-ˀdaru,tʰaatʰai,waʔanɨɨ,-ˀdarɨ,waʔanɨɨ,maamai,waʔanɨɨ,maamai,maamai,waʔanɨɨ,-ˀdarɨ,tʰaatʰai,pʰaapʰai,maamai,pʰaapʰai,tʰaatʰai,tʰaatʰai,pʰaapʰai,pʰaapʰai,waʔanɨɨ,pʰaapʰai
5,0.18494459843171973,1.6747700529747815,1.4898254545430618,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-inauẓu,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,maamai,tʰaatʰai,tʰaatʰai,pʰaapʰai,maamai,-ˀdarɨ,tʰaatʰai,tʰaatʰai,tʰaatʰai,waʔanɨɨ,waʔanɨɨ,pʰaapʰai,-ˀdaru,maamai,maamai,waʔanɨɨ,tʰaatʰai,maamai,pʰaapʰai,waʔanɨɨ,pʰaapʰai,waʔanɨɨ,-ˀdarɨ,-ˀdaru,maamai,pʰaapʰai,pʰaapʰai,waʔanɨɨ
6,0.16405024982460503,1.6325668196207928,1.4685165697961877,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-iriˀban,maamai,maamai,maamai,maamai,maamai,pʰaapʰai,tʰaatʰai,pʰaapʰai,-ˀdarɨ,tʰaatʰai,-ˀdaru,-ˀdaru,waʔanɨɨ,waʔanɨɨ,pʰaapʰai,pʰaapʰai,waʔanɨɨ,tʰaatʰai,waʔanɨɨ,pʰaapʰai,tʰaatʰai,tʰaatʰai,pʰaapʰai,tʰaatʰai,-ˀdarɨ,waʔanɨɨ,maamai,waʔanɨɨ
7,0.10107717449101306,1.7010656936430308,1.5999885191520178,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,tʰaatʰai,-ˀdaru,tʰaatʰai,waʔanɨɨ,tʰaatʰai,waʔanɨɨ,maamai,pʰaapʰai,pʰaapʰai,maamai,waʔanɨɨ,-ˀdaru,pʰaapʰai,waʔanɨɨ,pʰaapʰai,maamai,waʔanɨɨ,pʰaapʰai,tʰaatʰai,-ˀdarɨ,maamai,waʔanɨɨ,maamai,pʰaapʰai,maamai,-ˀdarɨ,tʰaatʰai,tʰaatʰai
8,0.12287089019796271,1.6795326711067395,1.5566617809087768,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-aẓɨ,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-ˀdarɨ,waʔanɨɨ,maamai,tʰaatʰai,pʰaapʰai,tʰaatʰai,pʰaapʰai,maamai,-ˀdaru,pʰaapʰai,waʔanɨɨ,maamai,tʰaatʰai,-ˀdaru,maamai,pʰaapʰai,pʰaapʰai,tʰaatʰai,waʔanɨɨ,maamai,waʔanɨɨ,waʔanɨɨ,-ˀdarɨ,waʔanɨɨ,pʰaapʰai,tʰaatʰai,tʰaatʰai,maamai
9,0.1660814866970648,1.7252613019344345,1.5591798152373697,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-aẓɨ,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-ˀdawiʔičʰan,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-inauẓu,-iriˀban,-iriˀban,-iriˀban,-inauẓu,-iriˀban,-iriˀban,tʰaatʰai,maamai,tʰaatʰai,pʰaapʰai,maamai,tʰaatʰai,pʰaapʰai,maamai,waʔanɨɨ,pʰaapʰai,waʔanɨɨ,tʰaatʰai,pʰaapʰai,-ˀdarɨ,waʔanɨɨ,tʰaatʰai,-ˀdarɨ,-ˀdaru,maamai,-ˀdaru,waʔanɨɨ,maamai,tʰaatʰai,pʰaapʰai,pʰaapʰai,waʔanɨɨ,waʔanɨɨ,maamai
