simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBeS,mFByS,mFBeD,mFByD,mFZeS,mFZyS,mFZeD,mFZyD,mMBeS,mMByS,mMBeD,mMByD,mMZeS,mMZyS,mMZeD,mMZyD,fFBeS,fFByS,fFBeD,fFByD,fFZeS,fFZyS,fFZeD,fFZyD,fMBeS,fMByS,fMBeD,fMByD,fMZyS,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.0443909749674023,1.0346012329101812,0.990210257942779,feefina-,mwongeya-,feefina-,"mwáániinúk, pwii-","mwáániinúk, pwii-","mwáániinúk, pwii-","mwáániinúk, pwii-","mwáániinúk, pwii-",feefina-,"napa-, pwii-",feefina-,feefina-,"mwáániinúk, pwii-","napa-, pwii-","mwáániinúk, pwii-","napa-, pwii-",mwongeya-,feefina-,mwongeya-,"mwáániinúk, pwii-","napa-, pwii-",feefina-,mwongeya-,"napa-, pwii-","mwáániinúk, pwii-",mwongeya-,feefina-,feefina-,"napa-, pwii-",mwongeya-,mwongeya-,"napa-, pwii-",mwongeya-,mwongeya-,"napa-, pwii-","mwáániinúk, pwii-","napa-, pwii-",feefina-,saam,"iin, ineyisema-","iin, inenap",saam,saam,saam,"iin, inenap",saam,iin,"saam, semenap",iin,saam,saam,"saam, semenap",iin,"iin, ineyisema-",iin,"iin, ineyisema-",saam,"iin, ineyisema-"
1,0.4848660531119159,0.6829081047004717,0.19804205158855578,feefina-,mwongeya-,"napa-, pwii-",feefina-,mwongeya-,"mwáániinúk, pwii-","napa-, pwii-",mwongeya-,mwongeya-,mwongeya-,feefina-,"napa-, pwii-","napa-, pwii-",mwongeya-,mwongeya-,feefina-,"napa-, pwii-",feefina-,"mwáániinúk, pwii-",feefina-,feefina-,feefina-,"mwáániinúk, pwii-","mwáániinúk, pwii-","napa-, pwii-","mwáániinúk, pwii-",feefina-,"mwáániinúk, pwii-","napa-, pwii-","napa-, pwii-","mwáániinúk, pwii-","napa-, pwii-",mwongeya-,mwongeya-,"mwáániinúk, pwii-","mwáániinúk, pwii-",feefina-,"mwáániinúk, pwii-","saam, semenap","saam, semenap",saam,saam,iin,"iin, ineyisema-",saam,saam,iin,saam,"iin, inenap","iin, inenap","iin, ineyisema-",iin,saam,iin,saam,"iin, ineyisema-",saam,"iin, ineyisema-"
2,0.484866053111916,1.3760552852604169,0.8911892321485009,"napa-, pwii-",mwongeya-,mwongeya-,feefina-,"mwáániinúk, pwii-","napa-, pwii-",mwongeya-,feefina-,feefina-,"mwáániinúk, pwii-","napa-, pwii-","napa-, pwii-","mwáániinúk, pwii-",mwongeya-,feefina-,feefina-,mwongeya-,feefina-,"napa-, pwii-",feefina-,mwongeya-,mwongeya-,feefina-,"napa-, pwii-","mwáániinúk, pwii-","mwáániinúk, pwii-","mwáániinúk, pwii-","napa-, pwii-","napa-, pwii-",mwongeya-,feefina-,"mwáániinúk, pwii-","mwáániinúk, pwii-",feefina-,mwongeya-,"mwáániinúk, pwii-","napa-, pwii-","mwáániinúk, pwii-","iin, ineyisema-",iin,saam,"iin, inenap","saam, semenap",saam,saam,saam,saam,saam,"iin, ineyisema-",iin,saam,iin,"saam, semenap",iin,saam,"iin, inenap","iin, ineyisema-","iin, ineyisema-"
3,0.10603713334992682,1.0346012329101812,0.9285640995602544,mwongeya-,mwongeya-,feefina-,"napa-, pwii-",feefina-,feefina-,"mwáániinúk, pwii-","napa-, pwii-","napa-, pwii-","napa-, pwii-",mwongeya-,"napa-, pwii-",feefina-,feefina-,mwongeya-,mwongeya-,feefina-,"mwáániinúk, pwii-","mwáániinúk, pwii-",mwongeya-,"mwáániinúk, pwii-",mwongeya-,feefina-,"napa-, pwii-",feefina-,mwongeya-,"mwáániinúk, pwii-","mwáániinúk, pwii-",feefina-,"mwáániinúk, pwii-",feefina-,"mwáániinúk, pwii-","napa-, pwii-","mwáániinúk, pwii-",mwongeya-,"napa-, pwii-","mwáániinúk, pwii-","napa-, pwii-","iin, ineyisema-",saam,iin,saam,saam,iin,saam,"saam, semenap",saam,iin,"saam, semenap","iin, ineyisema-","iin, inenap",saam,"iin, ineyisema-",saam,iin,saam,"iin, inenap","iin, ineyisema-"
4,1.1102230246251565e-16,0.6931471805599453,0.6931471805599452,"napa-, pwii-",feefina-,mwongeya-,feefina-,"mwáániinúk, pwii-","mwáániinúk, pwii-",feefina-,mwongeya-,mwongeya-,"napa-, pwii-","napa-, pwii-",feefina-,mwongeya-,"napa-, pwii-","mwáániinúk, pwii-",mwongeya-,"napa-, pwii-","mwáániinúk, pwii-",mwongeya-,mwongeya-,"mwáániinúk, pwii-",feefina-,feefina-,"mwáániinúk, pwii-",mwongeya-,"mwáániinúk, pwii-","mwáániinúk, pwii-","napa-, pwii-",feefina-,feefina-,"napa-, pwii-","mwáániinúk, pwii-",mwongeya-,"napa-, pwii-","napa-, pwii-","mwáániinúk, pwii-",feefina-,feefina-,iin,saam,saam,iin,"iin, inenap","iin, ineyisema-","iin, ineyisema-",saam,saam,"saam, semenap","iin, inenap",iin,"saam, semenap",saam,saam,"iin, ineyisema-",saam,saam,"iin, ineyisema-",iin
5,0.04439097496740252,1.0346012329101812,0.9902102579427787,"mwáániinúk, pwii-",feefina-,"napa-, pwii-",feefina-,"napa-, pwii-",mwongeya-,"mwáániinúk, pwii-",feefina-,mwongeya-,feefina-,feefina-,mwongeya-,"napa-, pwii-",feefina-,"mwáániinúk, pwii-",mwongeya-,feefina-,"mwáániinúk, pwii-",mwongeya-,mwongeya-,"mwáániinúk, pwii-","mwáániinúk, pwii-",mwongeya-,"mwáániinúk, pwii-","napa-, pwii-","mwáániinúk, pwii-","mwáániinúk, pwii-","napa-, pwii-",feefina-,mwongeya-,"napa-, pwii-",mwongeya-,"napa-, pwii-","mwáániinúk, pwii-",feefina-,"napa-, pwii-",feefina-,"napa-, pwii-",saam,"iin, ineyisema-","saam, semenap","iin, ineyisema-",iin,"iin, inenap",iin,iin,"saam, semenap",iin,saam,saam,saam,saam,saam,saam,saam,"iin, ineyisema-","iin, ineyisema-","iin, inenap"
6,0.0788931686430967,0.5982695885852573,0.5193764199421605,feefina-,"napa-, pwii-",feefina-,mwongeya-,"mwáániinúk, pwii-","mwáániinúk, pwii-","napa-, pwii-","mwáániinúk, pwii-","mwáániinúk, pwii-",mwongeya-,feefina-,mwongeya-,feefina-,mwongeya-,mwongeya-,feefina-,feefina-,"napa-, pwii-",mwongeya-,"napa-, pwii-",mwongeya-,"mwáániinúk, pwii-",feefina-,"mwáániinúk, pwii-",feefina-,feefina-,"mwáániinúk, pwii-","napa-, pwii-","napa-, pwii-",mwongeya-,"napa-, pwii-","napa-, pwii-","napa-, pwii-","mwáániinúk, pwii-","mwáániinúk, pwii-",mwongeya-,"mwáániinúk, pwii-",feefina-,iin,iin,"iin, ineyisema-",iin,"iin, ineyisema-",saam,"iin, inenap","saam, semenap",iin,"iin, ineyisema-",saam,"iin, ineyisema-","saam, semenap",saam,saam,"iin, inenap",saam,saam,saam,saam
7,0.21207426669985352,0.9799711820833055,0.767896915383452,"mwáániinúk, pwii-",mwongeya-,feefina-,"napa-, pwii-",feefina-,"napa-, pwii-",feefina-,"napa-, pwii-","mwáániinúk, pwii-",mwongeya-,mwongeya-,mwongeya-,mwongeya-,mwongeya-,"mwáániinúk, pwii-","mwáániinúk, pwii-","napa-, pwii-",feefina-,"mwáániinúk, pwii-",mwongeya-,"napa-, pwii-",mwongeya-,"napa-, pwii-","napa-, pwii-",feefina-,"mwáániinúk, pwii-","napa-, pwii-","mwáániinúk, pwii-","mwáániinúk, pwii-",feefina-,feefina-,"napa-, pwii-",feefina-,"mwáániinúk, pwii-",mwongeya-,feefina-,"mwáániinúk, pwii-",feefina-,"iin, ineyisema-",iin,saam,saam,saam,saam,"iin, ineyisema-",iin,"iin, inenap","iin, ineyisema-","iin, inenap",saam,iin,saam,saam,"iin, ineyisema-","saam, semenap",saam,iin,"saam, semenap"
8,0.3615737363468672,1.376055285260417,1.01448154891355,mwongeya-,mwongeya-,"napa-, pwii-",mwongeya-,mwongeya-,"mwáániinúk, pwii-",feefina-,"mwáániinúk, pwii-",feefina-,"mwáániinúk, pwii-","napa-, pwii-",feefina-,feefina-,"mwáániinúk, pwii-","mwáániinúk, pwii-","mwáániinúk, pwii-","mwáániinúk, pwii-",mwongeya-,mwongeya-,mwongeya-,"napa-, pwii-","napa-, pwii-",mwongeya-,"napa-, pwii-","napa-, pwii-",feefina-,"mwáániinúk, pwii-",feefina-,feefina-,mwongeya-,"mwáániinúk, pwii-",feefina-,"mwáániinúk, pwii-",feefina-,"napa-, pwii-",feefina-,"napa-, pwii-","napa-, pwii-","saam, semenap","iin, inenap",saam,"iin, ineyisema-",iin,"saam, semenap",saam,iin,saam,"iin, ineyisema-","iin, inenap",iin,saam,saam,"iin, ineyisema-","iin, ineyisema-",saam,iin,saam,saam
9,0.6829081047004718,0.9799711820833055,0.29706307738283366,feefina-,mwongeya-,"napa-, pwii-",feefina-,feefina-,mwongeya-,mwongeya-,feefina-,mwongeya-,mwongeya-,"mwáániinúk, pwii-","mwáániinúk, pwii-",feefina-,"napa-, pwii-","mwáániinúk, pwii-","mwáániinúk, pwii-",feefina-,feefina-,"mwáániinúk, pwii-","mwáániinúk, pwii-","napa-, pwii-",feefina-,mwongeya-,"napa-, pwii-",mwongeya-,"mwáániinúk, pwii-","mwáániinúk, pwii-","mwáániinúk, pwii-","napa-, pwii-","napa-, pwii-",feefina-,"napa-, pwii-",mwongeya-,mwongeya-,"napa-, pwii-","mwáániinúk, pwii-",feefina-,"napa-, pwii-",iin,"iin, inenap",saam,saam,saam,"iin, inenap",saam,"iin, ineyisema-",saam,"saam, semenap",iin,"iin, ineyisema-",saam,saam,"iin, ineyisema-",saam,iin,"saam, semenap","iin, ineyisema-",iin
