simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.08187258624446003,1.7087341628412127,1.6268615765967527,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),nikkī paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),nikka prā,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),nikka prā,cacera (bhāi),paiṇa,cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),nikkī paiṇa,bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),pio,tāyā,bhūyā,tāyā,tāyā,bhūyā,māmū,māmū,māsī,pio,māmū,tāyā,māmū,tāyā,tāyā,māsī,māmū,māyī,māmū,māsī,bhūyā,bhūyā,bhūyā,māsī,māsī,māsī,māyī,bhūyā
1,0.07798198189058558,1.627176016842327,1.5491940349517415,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),nikkī paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),nikkī paiṇa,nikka prā,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),nikka prā,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),māmū,tāyā,māmū,bhūyā,bhūyā,tāyā,tāyā,māsī,māsī,bhūyā,māsī,bhūyā,bhūyā,māsī,māmū,māsī,tāyā,māmū,tāyā,māmū,pio,māsī,tāyā,pio,māmū,bhūyā,māyī,māyī
2,0.1072864550249153,1.6494813763790415,1.5421949213541262,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),nikka prā,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),nikka prā,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),nikkī paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),nikkī paiṇa,cacera (bhāi),tāyā,bhūyā,māmū,bhūyā,bhūyā,māmū,māmū,tāyā,māsī,māsī,māsī,bhūyā,bhūyā,tāyā,bhūyā,māsī,tāyā,pio,māsī,tāyā,tāyā,māyī,pio,māsī,māmū,māmū,māyī,māmū
3,0.0909994274228274,1.6577995411312343,1.5668001137084069,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),nikkī paiṇa,cacera (bhāi),cacera (bhāi),nikkī paiṇa,cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),nikka prā,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),nikka prā,cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),māmū,tāyā,māsī,māsī,māmū,tāyā,bhūyā,tāyā,bhūyā,māmū,māsī,tāyā,māyī,tāyā,māsī,pio,bhūyā,māsī,māmū,bhūyā,māsī,bhūyā,pio,māmū,māyī,tāyā,bhūyā,māmū
4,0.1575438657001753,1.7046654153807634,1.5471215496805881,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),nikka prā,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),nikkī paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,nikka prā,cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,nikkī paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),bhūyā,tāyā,māmū,bhūyā,māsī,bhūyā,māmū,bhūyā,tāyā,tāyā,māsī,pio,māsī,māsī,māsī,tāyā,māyī,bhūyā,pio,māmū,bhūyā,māmū,tāyā,māmū,māsī,māyī,tāyā,māmū
5,0.08098209391923294,1.7008055048470205,1.6198234109277876,cacera (bhāi),cacera (bhāi),paiṇa,nikkī paiṇa,nikka prā,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),nikka prā,cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),nikkī paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),tāyā,māsī,pio,tāyā,māmū,tāyā,māyī,māmū,tāyā,bhūyā,māsī,māmū,bhūyā,māsī,māmū,bhūyā,māmū,bhūyā,pio,māsī,māmū,māsī,bhūyā,māyī,bhūyā,tāyā,māsī,tāyā
6,0.07741279676117041,1.6849518301746913,1.607539033413521,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),nikka prā,cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),nikka prā,cacera (bhāi),cacera (bhāi),nikkī paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),nikkī paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhūyā,māyī,māsī,bhūyā,tāyā,bhūyā,māmū,pio,bhūyā,māsī,māmū,tāyā,bhūyā,tāyā,pio,māsī,tāyā,māmū,bhūyā,māsī,māyī,tāyā,māmū,māmū,māsī,māmū,tāyā,māsī
7,0.1669424062975342,1.6729535833428084,1.5060111770452742,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),nikka prā,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),nikka prā,nikkī paiṇa,cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),nikkī paiṇa,cacera (bhāi),cacera (bhāi),bhūyā,māsī,māmū,tāyā,bhūyā,māsī,bhūyā,tāyā,māmū,māmū,tāyā,māsī,māmū,māyī,māsī,māsī,pio,tāyā,bhūyā,bhūyā,bhūyā,tāyā,māsī,māmū,tāyā,pio,māyī,māmū
8,0.15973297488596616,1.6483354034697144,1.4886024285837482,cacera (bhāi),nikkī paiṇa,cacera (bhāi),cacera (bhāi),bhāyī,paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),nikka prā,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),nikkī paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),nikka prā,paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),tāyā,bhūyā,māmū,pio,māmū,māmū,tāyā,bhūyā,māsī,māmū,tāyā,māsī,māsī,bhūyā,tāyā,bhūyā,tāyā,māsī,tāyā,bhūyā,pio,māyī,māyī,māsī,māmū,bhūyā,māsī,māmū
9,0.1536515824642073,1.7057968668572985,1.5521452843930912,cacera (bhāi),cacera (bhāi),nikka prā,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,nikkī paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),nikka prā,cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,bhāyī,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),nikkī paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),paiṇa,cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),cacera (bhāi),māsī,māmū,tāyā,māyī,pio,bhūyā,tāyā,bhūyā,pio,māyī,māsī,māmū,māmū,bhūyā,māmū,māmū,māmū,tāyā,tāyā,bhūyā,māsī,māsī,bhūyā,tāyā,māsī,bhūyā,māsī,tāyā
