simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.10233853537665283,1.3717688966297237,1.2694303612530708,maring,maring,sizing,sizing,maring,maring,maring,maring,sizing,sizing,sizing,sizing,sizing,sizing,sizing,maring,sizing,maring,sizing,sizing,maring,maring,maring,sizing,maring,sizing,maring,sizing,maring,maring,maring,maring,maring,maring,sizing,sizing,sizing,sizing,sizing,sizing,sizing,maring,sizing,sizing,sizing,maring,sizing,maring,sizing,maring,sizing,maring,sizing,sizing,sizing,maring,maring,sizing,maring,maring,maring,sizing,sizing,maring,maring,maring,maring,sizing,sizing,maring,maring,sizing,maring,maring,maring,sizing,maring,sizing,sizing,sizing,sizing,sizing,maring,maring,maring,dahing,dahing,mezang,dahing,wawa,dahing,mezang,dahing,zimang (tita),wawa,wawa,zimang (tita),zimang (tita),dahing,mezang,zimang (tita),wawa,zimang (tita),zimang (tita),mezang
1,0.08537746376307753,1.358231894813244,1.2728544310501664,maring,maring,maring,sizing,sizing,maring,maring,maring,sizing,maring,maring,maring,maring,sizing,sizing,sizing,sizing,maring,sizing,maring,sizing,sizing,sizing,maring,maring,sizing,sizing,maring,sizing,sizing,maring,sizing,sizing,sizing,sizing,maring,maring,maring,sizing,maring,sizing,sizing,sizing,maring,maring,maring,sizing,sizing,maring,sizing,maring,maring,sizing,maring,sizing,sizing,sizing,sizing,maring,sizing,sizing,sizing,maring,maring,sizing,maring,maring,sizing,sizing,sizing,maring,maring,sizing,maring,maring,sizing,maring,maring,sizing,maring,maring,maring,sizing,sizing,maring,dahing,dahing,mezang,zimang (tita),mezang,wawa,dahing,zimang (tita),wawa,dahing,zimang (tita),wawa,zimang (tita),mezang,wawa,mezang,zimang (tita),dahing,dahing,zimang (tita)
2,0.035943507221258164,1.366158847569202,1.3302153403479438,maring,sizing,maring,maring,maring,maring,maring,maring,sizing,maring,sizing,maring,maring,maring,maring,sizing,maring,maring,sizing,maring,sizing,sizing,maring,sizing,maring,sizing,maring,sizing,sizing,sizing,maring,maring,sizing,sizing,maring,sizing,maring,sizing,maring,maring,sizing,sizing,sizing,sizing,maring,sizing,sizing,maring,sizing,maring,sizing,maring,sizing,sizing,maring,sizing,maring,maring,sizing,maring,maring,sizing,sizing,maring,maring,maring,sizing,sizing,sizing,maring,sizing,sizing,sizing,sizing,maring,sizing,sizing,sizing,maring,sizing,maring,maring,maring,sizing,sizing,wawa,zimang (tita),dahing,dahing,wawa,mezang,zimang (tita),mezang,zimang (tita),wawa,zimang (tita),zimang (tita),dahing,dahing,dahing,mezang,zimang (tita),wawa,dahing,mezang
3,0.0479054424728631,1.3698615354811867,1.3219560930083236,sizing,sizing,sizing,maring,maring,maring,sizing,sizing,sizing,sizing,maring,sizing,maring,sizing,maring,maring,maring,sizing,sizing,sizing,sizing,maring,maring,maring,maring,sizing,sizing,maring,sizing,sizing,maring,sizing,sizing,sizing,sizing,sizing,sizing,maring,sizing,maring,maring,sizing,maring,maring,maring,sizing,maring,maring,maring,maring,maring,sizing,sizing,sizing,sizing,maring,sizing,sizing,sizing,maring,sizing,maring,maring,maring,sizing,sizing,maring,sizing,maring,sizing,maring,maring,maring,maring,maring,sizing,sizing,maring,sizing,sizing,maring,sizing,maring,maring,maring,dahing,wawa,zimang (tita),mezang,wawa,wawa,dahing,dahing,zimang (tita),zimang (tita),mezang,zimang (tita),dahing,dahing,wawa,zimang (tita),dahing,mezang,zimang (tita),mezang
4,0.00657823991567863,1.358231894813244,1.3516536548975653,sizing,maring,sizing,maring,sizing,maring,sizing,maring,sizing,sizing,maring,sizing,sizing,sizing,maring,maring,maring,sizing,sizing,sizing,maring,maring,sizing,sizing,maring,sizing,maring,maring,sizing,sizing,maring,sizing,sizing,sizing,sizing,maring,sizing,maring,maring,maring,maring,sizing,sizing,maring,maring,maring,maring,maring,maring,sizing,sizing,maring,sizing,sizing,sizing,maring,maring,maring,sizing,maring,sizing,sizing,sizing,sizing,sizing,maring,maring,maring,sizing,maring,sizing,maring,maring,sizing,maring,maring,maring,sizing,sizing,sizing,maring,maring,sizing,maring,sizing,dahing,dahing,dahing,mezang,wawa,mezang,zimang (tita),zimang (tita),dahing,zimang (tita),wawa,mezang,zimang (tita),mezang,zimang (tita),wawa,wawa,dahing,dahing,zimang (tita)
5,0.06484678723827009,1.3652324447549333,1.3003856575166632,sizing,maring,maring,maring,sizing,maring,maring,maring,sizing,maring,maring,maring,sizing,sizing,sizing,maring,sizing,maring,sizing,maring,maring,maring,sizing,maring,sizing,sizing,sizing,maring,sizing,sizing,sizing,sizing,sizing,maring,maring,maring,sizing,sizing,sizing,sizing,maring,maring,sizing,maring,maring,sizing,sizing,maring,sizing,sizing,maring,maring,maring,maring,sizing,maring,maring,sizing,sizing,sizing,maring,sizing,sizing,maring,sizing,sizing,sizing,maring,sizing,sizing,sizing,maring,maring,sizing,sizing,maring,maring,maring,sizing,maring,maring,maring,maring,sizing,sizing,dahing,mezang,zimang (tita),dahing,wawa,mezang,dahing,zimang (tita),dahing,mezang,dahing,wawa,wawa,dahing,zimang (tita),mezang,zimang (tita),zimang (tita),wawa,zimang (tita)
6,0.021728265515227108,1.3698615354811867,1.3481332699659596,sizing,sizing,maring,sizing,maring,sizing,sizing,maring,maring,sizing,maring,maring,sizing,maring,sizing,maring,sizing,sizing,maring,maring,sizing,sizing,maring,sizing,sizing,maring,maring,sizing,maring,sizing,sizing,maring,sizing,maring,sizing,maring,sizing,sizing,maring,maring,maring,maring,sizing,maring,maring,maring,sizing,sizing,sizing,maring,sizing,maring,sizing,maring,maring,sizing,sizing,maring,maring,sizing,maring,maring,sizing,sizing,maring,maring,sizing,sizing,maring,sizing,sizing,maring,sizing,maring,sizing,sizing,maring,sizing,maring,sizing,maring,maring,sizing,maring,sizing,dahing,wawa,zimang (tita),mezang,zimang (tita),wawa,zimang (tita),zimang (tita),zimang (tita),dahing,dahing,dahing,wawa,dahing,mezang,wawa,mezang,zimang (tita),mezang,dahing
7,0.06254996137186897,1.3624474851916286,1.2998975238197596,maring,maring,sizing,maring,sizing,sizing,maring,maring,sizing,sizing,maring,maring,maring,maring,sizing,sizing,maring,sizing,sizing,maring,maring,maring,maring,sizing,sizing,sizing,maring,sizing,sizing,maring,maring,sizing,maring,sizing,maring,maring,maring,maring,maring,maring,sizing,sizing,sizing,sizing,sizing,sizing,sizing,maring,maring,sizing,sizing,sizing,maring,maring,sizing,maring,sizing,maring,maring,maring,sizing,sizing,maring,sizing,sizing,sizing,maring,sizing,maring,sizing,sizing,sizing,sizing,sizing,maring,sizing,maring,maring,maring,sizing,sizing,maring,sizing,maring,maring,zimang (tita),mezang,zimang (tita),zimang (tita),mezang,mezang,wawa,dahing,wawa,wawa,wawa,zimang (tita),zimang (tita),dahing,mezang,zimang (tita),dahing,dahing,dahing,dahing
8,0.0347843594025492,1.34791009821198,1.3131257388094308,maring,sizing,sizing,sizing,maring,sizing,maring,sizing,maring,sizing,sizing,maring,maring,maring,maring,maring,sizing,maring,sizing,sizing,maring,sizing,sizing,sizing,sizing,sizing,sizing,maring,maring,sizing,sizing,sizing,sizing,sizing,sizing,maring,maring,sizing,maring,sizing,sizing,sizing,sizing,maring,maring,sizing,maring,maring,sizing,sizing,sizing,maring,maring,maring,maring,sizing,sizing,maring,maring,sizing,maring,sizing,maring,maring,maring,maring,sizing,sizing,maring,sizing,sizing,maring,sizing,sizing,maring,maring,maring,sizing,maring,maring,maring,sizing,maring,maring,maring,mezang,zimang (tita),zimang (tita),zimang (tita),wawa,dahing,dahing,dahing,wawa,dahing,mezang,zimang (tita),zimang (tita),wawa,zimang (tita),mezang,dahing,mezang,wawa,dahing
9,0.012138811123413529,1.371768896629724,1.3596300855063104,maring,maring,maring,sizing,maring,sizing,maring,sizing,maring,maring,sizing,sizing,maring,sizing,sizing,maring,maring,sizing,maring,maring,sizing,sizing,maring,maring,sizing,sizing,sizing,sizing,maring,sizing,maring,sizing,sizing,sizing,maring,sizing,sizing,maring,maring,sizing,maring,sizing,maring,sizing,sizing,sizing,sizing,sizing,maring,sizing,maring,maring,maring,sizing,maring,sizing,maring,maring,sizing,maring,maring,sizing,sizing,maring,maring,maring,maring,maring,sizing,maring,sizing,maring,sizing,sizing,maring,sizing,sizing,maring,sizing,sizing,maring,maring,maring,sizing,sizing,wawa,dahing,zimang (tita),wawa,zimang (tita),wawa,mezang,mezang,zimang (tita),dahing,dahing,zimang (tita),dahing,zimang (tita),dahing,zimang (tita),mezang,mezang,wawa,dahing
