simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.16120920699956698,1.615197740610132,1.4539885336105651,šekert̄ur,šekert̄ur,t’it̄u ušdu,došdur,šekert̄u,šekert̄u,došdur,došdur,šekert̄u,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,t’it̄ur došdur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄u,ušdu,ušdu,šekert̄u,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄u,шекерттур,šekert̄ur,t’it̄u ušdu,ušdu,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,t’it̄ur došdur,šekert̄ur,šekert̄ur,šekert̄ur,došdur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,ušdu,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,ummun ušdu,buwan došdur,buwan došdur,ummun ušdu,buwan došdur,ummun došdur,buwan ušdu,buwan ušdu,ummun došdur,buwan došdur,ummun ušdu,buwa,buwa,buwan ušdu,ummun došdur,buwan ušdu,buwan ušdu,buwan došdur,ummun došdur,ummun ušdu,ummun došdur,diya,buwan ušdu,diya,ummun došdur,ummun ušdu,ummun ušdu,buwan došdur
1,0.1945465245289577,1.6813338213913445,1.4867872968623868,šekert̄u,šekert̄ur,ušdu,шекерттур,šekert̄u,ušdu,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,t’it̄u ušdu,šekert̄ur,šekert̄ur,šekert̄u,došdur,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,došdur,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,ušdu,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,t’it̄ur došdur,došdur,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,t’it̄u ušdu,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,t’it̄ur došdur,došdur,šekert̄ur,šekert̄ur,šekert̄u,ušdu,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,ummun ušdu,buwan ušdu,ummun došdur,diya,buwan došdur,buwan ušdu,buwa,buwa,ummun došdur,buwan došdur,buwan ušdu,diya,ummun došdur,buwan došdur,ummun ušdu,ummun ušdu,buwan došdur,buwan ušdu,ummun došdur,ummun ušdu,ummun došdur,buwan ušdu,buwan došdur,ummun došdur,ummun ušdu,buwan ušdu,buwan došdur,ummun ušdu
2,0.13993751425892365,1.6785192745327526,1.538581760273829,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,t’it̄u ušdu,шекерттур,šekert̄u,t’it̄u ušdu,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,ušdu,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,ušdu,šekert̄ur,šekert̄u,šekert̄u,došdur,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,ušdu,šekert̄u,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,t’it̄ur došdur,šekert̄u,došdur,došdur,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,došdur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,ušdu,šekert̄u,šekert̄u,šekert̄ur,t’it̄ur došdur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,buwan došdur,buwan ušdu,buwan došdur,buwan ušdu,buwan došdur,ummun došdur,buwan ušdu,buwan ušdu,ummun ušdu,ummun došdur,buwan ušdu,buwa,ummun došdur,buwan ušdu,ummun ušdu,buwan došdur,ummun ušdu,ummun došdur,ummun ušdu,diya,diya,ummun došdur,buwan došdur,buwa,ummun ušdu,ummun došdur,buwan došdur,ummun ušdu
3,0.19747461535457833,1.6522959232376326,1.4548213078830543,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,došdur,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,t’it̄u ušdu,шекерттур,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄u,šekert̄u,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,t’it̄ur došdur,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,došdur,šekert̄ur,šekert̄ur,šekert̄ur,došdur,šekert̄u,došdur,šekert̄ur,šekert̄ur,šekert̄u,ušdu,ušdu,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,ušdu,šekert̄u,šekert̄u,ušdu,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,t’it̄u ušdu,šekert̄u,šekert̄u,t’it̄ur došdur,šekert̄ur,šekert̄u,ummun ušdu,buwan ušdu,ummun došdur,buwan došdur,buwa,buwan ušdu,buwan došdur,buwa,buwan došdur,buwan ušdu,ummun došdur,buwan ušdu,ummun došdur,ummun ušdu,ummun ušdu,ummun ušdu,buwan došdur,buwan došdur,ummun ušdu,ummun došdur,buwan došdur,diya,ummun došdur,buwan ušdu,ummun došdur,ummun ušdu,buwan ušdu,diya
4,0.16758749627941194,1.6844147077019618,1.5168272114225498,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,t’it̄u ušdu,šekert̄u,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,ušdu,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄u,ušdu,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,šekert̄u,došdur,šekert̄u,šekert̄u,t’it̄ur došdur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,došdur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,t’it̄ur došdur,šekert̄ur,šekert̄u,ušdu,došdur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,došdur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,ušdu,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,шекерттур,šekert̄ur,šekert̄ur,t’it̄u ušdu,ummun došdur,buwan došdur,ummun došdur,buwan ušdu,ummun ušdu,ummun ušdu,diya,ummun došdur,buwan došdur,buwa,buwan ušdu,buwan ušdu,ummun došdur,ummun došdur,ummun ušdu,diya,ummun ušdu,buwa,buwan ušdu,ummun došdur,buwan ušdu,buwan došdur,ummun ušdu,ummun ušdu,buwan došdur,buwan ušdu,buwan došdur,buwan došdur
5,0.17407504045883826,1.64615226511952,1.4720772246606817,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,ušdu,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,t’it̄ur došdur,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,ušdu,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,došdur,šekert̄u,šekert̄u,t’it̄u ušdu,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,došdur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,t’it̄u ušdu,šekert̄u,šekert̄u,šekert̄ur,došdur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,ušdu,šekert̄u,šekert̄u,t’it̄ur došdur,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,шекерттур,ušdu,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,došdur,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,buwan došdur,ummun došdur,ummun došdur,buwan došdur,ummun došdur,buwan ušdu,ummun ušdu,buwan ušdu,buwan došdur,buwa,diya,buwan došdur,ummun ušdu,buwan došdur,ummun došdur,buwan ušdu,ummun ušdu,buwan ušdu,ummun ušdu,ummun ušdu,buwa,buwan došdur,ummun ušdu,diya,buwan ušdu,ummun došdur,ummun došdur,buwan ušdu
6,0.1317620505993422,1.6791817002865714,1.5474196496872292,šekert̄ur,ušdu,došdur,šekert̄u,šekert̄u,šekert̄ur,šekert̄u,šekert̄u,ušdu,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,шекерттур,ušdu,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,t’it̄ur došdur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,šekert̄u,t’it̄u ušdu,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,t’it̄u ušdu,šekert̄u,šekert̄u,šekert̄ur,došdur,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,došdur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,t’it̄ur došdur,šekert̄ur,šekert̄ur,ušdu,šekert̄u,šekert̄u,došdur,ummun ušdu,buwan došdur,ummun ušdu,ummun ušdu,diya,ummun došdur,ummun došdur,diya,ummun došdur,buwa,ummun došdur,buwan ušdu,buwan došdur,buwan ušdu,ummun došdur,ummun ušdu,buwan ušdu,buwan ušdu,buwan došdur,buwan došdur,buwan došdur,ummun ušdu,buwan ušdu,buwan ušdu,ummun ušdu,buwa,ummun došdur,buwan došdur
7,0.23363689213375238,1.6192664880705814,1.385629595936829,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,ušdu,šekert̄ur,šekert̄u,došdur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,t’it̄ur došdur,šekert̄u,šekert̄u,šekert̄ur,šekert̄u,ušdu,došdur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,t’it̄u ušdu,šekert̄ur,šekert̄u,t’it̄ur došdur,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,t’it̄u ušdu,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,ušdu,šekert̄ur,шекерттур,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,šekert̄u,došdur,šekert̄ur,šekert̄ur,ušdu,šekert̄u,šekert̄u,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,došdur,šekert̄u,šekert̄u,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,ummun došdur,buwan ušdu,buwan došdur,buwan ušdu,ummun ušdu,ummun ušdu,buwan ušdu,ummun ušdu,ummun došdur,ummun ušdu,buwa,ummun ušdu,ummun došdur,buwan došdur,buwan ušdu,buwan došdur,ummun došdur,buwan došdur,ummun došdur,buwan ušdu,ummun ušdu,diya,buwan ušdu,buwan došdur,ummun došdur,buwan došdur,diya,buwa
8,0.18016986475436525,1.6928707504859646,1.5127008857315993,šekert̄u,šekert̄u,šekert̄u,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,t’it̄u ušdu,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,t’it̄ur došdur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,t’it̄ur došdur,šekert̄u,došdur,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,шекерттур,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,t’it̄u ušdu,ušdu,šekert̄u,ušdu,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,došdur,došdur,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,došdur,šekert̄ur,šekert̄u,ušdu,ušdu,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,buwa,buwan došdur,buwan ušdu,buwan došdur,ummun ušdu,buwan došdur,diya,ummun ušdu,ummun došdur,ummun došdur,ummun ušdu,buwan došdur,buwan ušdu,ummun ušdu,ummun došdur,ummun došdur,ummun došdur,buwa,buwan došdur,ummun ušdu,ummun došdur,buwan ušdu,buwan ušdu,buwan ušdu,buwan došdur,diya,ummun ušdu,buwan ušdu
9,0.2207709484303757,1.6816847922115126,1.4609138437811369,šekert̄u,šekert̄ur,t’it̄ur došdur,šekert̄u,šekert̄u,došdur,šekert̄u,šekert̄u,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,došdur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,došdur,ušdu,t’it̄u ušdu,šekert̄u,šekert̄u,ušdu,došdur,šekert̄u,šekert̄u,t’it̄ur došdur,šekert̄u,шекерттур,šekert̄u,šekert̄u,šekert̄ur,šekert̄u,šekert̄u,t’it̄u ušdu,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,šekert̄ur,šekert̄ur,šekert̄u,šekert̄u,ušdu,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,šekert̄u,šekert̄u,ušdu,šekert̄ur,šekert̄u,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄u,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,šekert̄ur,buwa,ummun došdur,ummun ušdu,buwan došdur,ummun došdur,buwan ušdu,buwan došdur,ummun došdur,diya,ummun došdur,buwan došdur,ummun došdur,buwan došdur,buwan ušdu,ummun ušdu,buwan došdur,buwan ušdu,buwan došdur,buwan ušdu,ummun ušdu,ummun ušdu,buwan ušdu,ummun ušdu,buwa,buwan ušdu,ummun ušdu,diya,ummun došdur
