simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.027135791552279853,0.5982695885852573,0.5711337970329774,tuai,tuai,tuai,tukaka,tukaka,tuai,tukaka,kiˀama,kiˀama,ina,kiˀama,ina,ina,kiˀama,ina,ina,kiˀama,bae,kiˀama,bae,ina,"apu, tama","apu, tama",ina,kiˀama,ina,kiˀama
1,0.14154370304024,0.5195798391305154,0.3780361360902754,tuai,tuai,tukaka,tuai,tuai,tukaka,tukaka,kiˀama,ina,ina,ina,ina,"apu, tama",kiˀama,ina,bae,ina,ina,kiˀama,ina,"apu, tama",kiˀama,bae,kiˀama,kiˀama,kiˀama,kiˀama
2,0.014032215111297597,0.9799711820833055,0.9659389669720079,tuai,tuai,tukaka,tuai,tukaka,tuai,tukaka,"apu, tama",ina,kiˀama,kiˀama,kiˀama,kiˀama,ina,bae,ina,"apu, tama",kiˀama,kiˀama,ina,ina,kiˀama,ina,ina,bae,kiˀama,ina
3,0.007016107555648521,1.034601232910181,1.0275851253545325,tuai,tuai,tukaka,tukaka,tuai,tukaka,tuai,bae,"apu, tama","apu, tama",kiˀama,ina,bae,kiˀama,ina,ina,ina,ina,ina,ina,kiˀama,kiˀama,kiˀama,kiˀama,ina,kiˀama,kiˀama
4,1.1102230246251565e-16,0.6931471805599453,0.6931471805599452,tukaka,tuai,tuai,tukaka,tuai,tukaka,tuai,ina,kiˀama,ina,kiˀama,ina,kiˀama,bae,ina,"apu, tama",kiˀama,"apu, tama",bae,ina,ina,kiˀama,kiˀama,kiˀama,ina,kiˀama,ina
5,1.1102230246251565e-16,0.6931471805599453,0.6931471805599452,tuai,tuai,tuai,tukaka,tukaka,tuai,tukaka,ina,kiˀama,ina,kiˀama,ina,bae,ina,ina,kiˀama,ina,bae,kiˀama,kiˀama,ina,kiˀama,kiˀama,kiˀama,"apu, tama",ina,"apu, tama"
6,0.007016107555648965,1.0346012329101812,1.0275851253545323,tukaka,tuai,tukaka,tuai,tuai,tukaka,tuai,kiˀama,ina,kiˀama,"apu, tama",kiˀama,bae,ina,ina,kiˀama,ina,ina,"apu, tama",kiˀama,ina,ina,kiˀama,kiˀama,bae,kiˀama,ina
7,0.004143433819589926,0.5982695885852573,0.5941261547656673,tukaka,tukaka,tuai,tuai,tuai,tukaka,tuai,ina,ina,ina,kiˀama,kiˀama,kiˀama,kiˀama,ina,"apu, tama",kiˀama,ina,ina,ina,kiˀama,kiˀama,"apu, tama",kiˀama,bae,ina,bae
8,0.18078686817343348,1.034601232910181,0.8538143647367475,tuai,tukaka,tukaka,tuai,tuai,tuai,tukaka,bae,ina,kiˀama,ina,kiˀama,kiˀama,kiˀama,ina,bae,kiˀama,kiˀama,ina,kiˀama,ina,ina,"apu, tama",ina,kiˀama,"apu, tama",ina
9,0.04439097496740241,1.0346012329101812,0.9902102579427788,tukaka,tuai,tuai,tuai,tukaka,tukaka,tuai,ina,kiˀama,bae,kiˀama,ina,ina,ina,kiˀama,kiˀama,ina,bae,kiˀama,ina,"apu, tama",kiˀama,kiˀama,ina,ina,"apu, tama",kiˀama
