simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.06315375539185619,1.2149847829974896,1.1518310276056334,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"isa, finimoghane",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"isa, finirobhine",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"ai, finimoghane",isa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,ai,pisa,pisa,pisa,pisa,pisa,ai,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"ai, finirobhine",pisa,ina,fokomau,fokoinau,ama,fokomau,fokomau,fokoinau,fokomau,fokoinau,fokomau,ama,fokoinau,fokoinau,fokoinau,fokoinau,fokomau,fokomau,fokoinau,fokomau,ina
1,0.1127540287800195,1.2149847829974896,1.10223075421747,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,ai,pisa,ai,pisa,pisa,pisa,isa,pisa,pisa,pisa,pisa,pisa,"ai, finirobhine",pisa,pisa,"isa, finirobhine",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"ai, finimoghane",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"isa, finimoghane",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,fokoinau,fokoinau,ama,fokomau,fokomau,fokoinau,fokomau,ina,fokoinau,fokoinau,fokoinau,fokoinau,ama,fokomau,fokomau,fokomau,ina,fokomau,fokomau,fokoinau
2,0.1843197219098136,1.1396856259428154,0.9553659040330018,pisa,"ai, finirobhine",pisa,pisa,pisa,"ai, finimoghane",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,ai,pisa,pisa,pisa,ai,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"isa, finirobhine",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"isa, finimoghane",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,isa,pisa,pisa,fokoinau,fokoinau,fokomau,fokomau,fokomau,fokoinau,fokomau,fokoinau,fokomau,ama,fokomau,fokomau,ina,ama,fokoinau,fokoinau,fokoinau,ina,fokoinau,fokomau
3,0.039709954828179406,1.1686289967621915,1.128919041934012,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,isa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"isa, finimoghane",ai,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"isa, finirobhine",pisa,pisa,ai,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"ai, finirobhine","ai, finimoghane",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,fokoinau,fokomau,ama,fokomau,fokoinau,fokoinau,ina,fokomau,fokomau,ina,fokoinau,fokoinau,fokomau,ama,fokomau,fokomau,fokoinau,fokomau,fokoinau,fokoinau
4,0.056649578911031284,1.2149847829974896,1.1583352040864583,pisa,pisa,pisa,pisa,isa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"ai, finimoghane",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,ai,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"isa, finirobhine",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"isa, finimoghane",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,ai,pisa,pisa,"ai, finirobhine",pisa,pisa,fokomau,fokoinau,fokoinau,ina,ama,ama,fokoinau,fokomau,fokoinau,fokomau,fokoinau,fokomau,fokoinau,fokoinau,fokomau,ina,fokomau,fokoinau,fokomau,fokomau
5,0.09307174341102198,1.2135652713163758,1.1204935279053538,pisa,pisa,pisa,pisa,pisa,pisa,isa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"isa, finirobhine",pisa,"ai, finimoghane",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"ai, finirobhine",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,ai,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"isa, finimoghane",pisa,pisa,ai,pisa,pisa,pisa,pisa,pisa,pisa,pisa,fokoinau,fokoinau,fokoinau,ama,fokomau,ina,fokomau,fokomau,fokoinau,fokomau,ama,fokoinau,fokoinau,fokomau,fokomau,ina,fokoinau,fokomau,fokoinau,fokomau
6,0.05523006722991752,1.192854958575232,1.1376248913453144,pisa,"isa, finirobhine",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"isa, finimoghane",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"ai, finirobhine",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,isa,pisa,pisa,ai,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"ai, finimoghane",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,ai,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,fokoinau,fokomau,fokoinau,fokomau,ina,fokoinau,fokoinau,fokoinau,ama,fokomau,fokomau,fokomau,fokomau,fokoinau,fokomau,fokomau,ama,fokoinau,ina,fokoinau
7,0.14985049118909455,1.2135652713163756,1.063714780127281,pisa,pisa,pisa,pisa,isa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"isa, finimoghane",pisa,pisa,pisa,pisa,"isa, finirobhine",pisa,pisa,pisa,ai,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"ai, finirobhine",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"ai, finimoghane",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,ai,pisa,fokoinau,fokomau,fokomau,ama,fokomau,ina,fokomau,fokomau,ina,fokoinau,ama,fokoinau,fokoinau,fokoinau,fokoinau,fokomau,fokoinau,fokoinau,fokomau,fokomau
8,0.06401089772521207,1.192854958575232,1.1288440608500199,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,ai,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"isa, finirobhine",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"ai, finimoghane",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"ai, finirobhine",pisa,pisa,pisa,pisa,pisa,"isa, finimoghane",ai,pisa,pisa,pisa,pisa,isa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,fokoinau,fokoinau,fokomau,fokoinau,fokoinau,fokomau,fokomau,fokomau,ina,fokomau,fokomau,fokomau,ama,fokoinau,ama,ina,fokomau,fokoinau,fokoinau,fokoinau
9,0.09722916612648258,1.2135652713163758,1.1163361051898932,pisa,pisa,pisa,"ai, finirobhine","isa, finirobhine",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,ai,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,"isa, finimoghane","ai, finimoghane",pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,isa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,ai,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,pisa,fokoinau,ina,ama,fokoinau,fokomau,fokomau,fokoinau,fokomau,ina,fokoinau,fokoinau,fokomau,ama,fokomau,fokoinau,fokomau,fokoinau,fokomau,fokoinau,fokomau
