simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.10415734267549204,1.6374703993473514,1.5333130566718594,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,woci,yacab,yacab,yacab,tʼane yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,woci,yacab,yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yaci,yacab,yacab,yacab,yacab,yacab,yaci,yaci,yacab,yacab,yacab,tʼane yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,tʼano woci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,woci,woci,yacab,yacab,yacab,yacab,yacab,yacab,tʼano woci,yacab,yacab,yacab,yacab,imuɬi wocu,dadacu,babacu,imuɬi wocu,babacu,dadacu,ima,dadacu,ima,dadacu,babacu,iluɬi wocu,ila,ila,dadacu,iluɬi wocu,babacu,imuɬi wocu,imuɬi wocu,babacu,dadacu,imuɬi wocu,imuɬi wocu,babacu,iluɬi wocu,iluɬi wocu,iluɬi wocu,iluɬi wocu
1,0.13445161795807548,1.6876561371314167,1.5532045191733412,tʼane yaci,yacab,yacab,yaci,yacab,yacab,yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,tʼano woci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,woci,yacab,yacab,yacab,yacab,yacab,yacab,woci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,tʼano woci,yacab,yacab,woci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yaci,yacab,yacab,yacab,yacab,woci,yacab,yacab,yacab,yacab,yacab,yacab,tʼane yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yaci,yacab,babacu,babacu,imuɬi wocu,iluɬi wocu,ima,iluɬi wocu,iluɬi wocu,dadacu,imuɬi wocu,babacu,babacu,iluɬi wocu,dadacu,dadacu,ila,imuɬi wocu,imuɬi wocu,dadacu,babacu,ima,babacu,ila,imuɬi wocu,iluɬi wocu,iluɬi wocu,dadacu,imuɬi wocu,dadacu
2,0.10947725680371434,1.6785192745327528,1.5690420177290385,yacab,yacab,yacab,yacab,yacab,yacab,woci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,tʼano woci,yacab,yacab,yacab,yacab,yacab,tʼane yaci,yacab,yacab,yacab,yacab,yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,tʼano woci,tʼane yaci,yacab,yacab,yacab,yacab,yacab,yacab,woci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yaci,yacab,yacab,yaci,woci,yacab,yacab,yacab,woci,yacab,yacab,yacab,yacab,dadacu,dadacu,imuɬi wocu,babacu,imuɬi wocu,ima,imuɬi wocu,babacu,ila,dadacu,dadacu,iluɬi wocu,dadacu,imuɬi wocu,iluɬi wocu,imuɬi wocu,iluɬi wocu,imuɬi wocu,iluɬi wocu,babacu,iluɬi wocu,babacu,babacu,babacu,dadacu,ima,iluɬi wocu,ila
3,0.13797845781329166,1.666333538988939,1.5283550811756474,yacab,yacab,woci,yacab,tʼano woci,yacab,yacab,yacab,yacab,yacab,yacab,tʼane yaci,yacab,yacab,yacab,yacab,tʼano woci,yacab,woci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,woci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,tʼane yaci,yacab,yacab,yacab,yacab,woci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yaci,yacab,yacab,yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yaci,yacab,yacab,yacab,yacab,yacab,iluɬi wocu,iluɬi wocu,dadacu,imuɬi wocu,iluɬi wocu,babacu,dadacu,dadacu,iluɬi wocu,imuɬi wocu,imuɬi wocu,ila,dadacu,imuɬi wocu,dadacu,babacu,babacu,iluɬi wocu,iluɬi wocu,ila,imuɬi wocu,babacu,babacu,ima,babacu,ima,imuɬi wocu,dadacu
4,0.14891618128677164,1.644497038554209,1.4955808572674374,yacab,yacab,yacab,yacab,yacab,yacab,yaci,woci,yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,woci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,tʼano woci,tʼane yaci,yacab,yacab,yacab,yacab,yacab,yacab,woci,yacab,yacab,tʼane yaci,yacab,yacab,yacab,yacab,yacab,woci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,tʼano woci,yacab,yacab,yaci,yacab,babacu,iluɬi wocu,babacu,iluɬi wocu,imuɬi wocu,iluɬi wocu,iluɬi wocu,dadacu,imuɬi wocu,dadacu,imuɬi wocu,imuɬi wocu,imuɬi wocu,babacu,babacu,iluɬi wocu,ila,iluɬi wocu,dadacu,imuɬi wocu,dadacu,ima,babacu,dadacu,ila,dadacu,babacu,ima
5,0.10702935853000684,1.649117675359066,1.5420883168290591,yacab,yacab,tʼano woci,yaci,yaci,yacab,yacab,yacab,woci,yaci,yacab,yacab,yacab,woci,yacab,yacab,yacab,tʼane yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,woci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,tʼane yaci,yacab,yacab,yacab,yacab,yacab,yacab,woci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,tʼano woci,yacab,yacab,yacab,yacab,yacab,imuɬi wocu,iluɬi wocu,imuɬi wocu,babacu,dadacu,iluɬi wocu,dadacu,imuɬi wocu,babacu,iluɬi wocu,ima,babacu,imuɬi wocu,babacu,dadacu,ila,iluɬi wocu,dadacu,iluɬi wocu,dadacu,babacu,babacu,ila,dadacu,imuɬi wocu,imuɬi wocu,iluɬi wocu,ima
6,0.15807800261134308,1.7051344411034801,1.547056438492137,yacab,yacab,yacab,yacab,yacab,yacab,tʼano woci,yacab,yacab,yacab,tʼano woci,yaci,yacab,yacab,yacab,yacab,yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yaci,tʼane yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,woci,yacab,yacab,yacab,yacab,yacab,yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,woci,yacab,yacab,woci,yacab,yacab,yacab,yacab,yacab,woci,yacab,yacab,yacab,tʼane yaci,yacab,yacab,ima,ila,imuɬi wocu,dadacu,iluɬi wocu,dadacu,iluɬi wocu,ila,dadacu,imuɬi wocu,iluɬi wocu,dadacu,babacu,imuɬi wocu,dadacu,imuɬi wocu,dadacu,imuɬi wocu,babacu,iluɬi wocu,imuɬi wocu,babacu,babacu,babacu,iluɬi wocu,ima,babacu,iluɬi wocu
7,0.11294726859176119,1.7163551731832414,1.6034079045914802,yacab,yacab,yacab,yacab,yaci,yacab,yacab,yacab,tʼane yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,tʼano woci,yacab,yacab,yacab,yacab,woci,yacab,tʼano woci,yacab,yacab,yacab,yacab,yacab,yacab,yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,woci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,woci,yacab,yacab,yacab,tʼane yaci,yacab,woci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yaci,yacab,yacab,yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,imuɬi wocu,imuɬi wocu,babacu,ila,imuɬi wocu,iluɬi wocu,babacu,dadacu,dadacu,babacu,dadacu,imuɬi wocu,dadacu,babacu,babacu,imuɬi wocu,ila,imuɬi wocu,iluɬi wocu,ima,iluɬi wocu,babacu,iluɬi wocu,dadacu,iluɬi wocu,ima,dadacu,iluɬi wocu
8,0.1672038255304502,1.6802797825178521,1.513075956987402,yacab,yacab,yacab,yacab,yacab,woci,yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yaci,yacab,yacab,yacab,yacab,tʼano woci,yacab,yacab,yacab,yacab,yacab,tʼane yaci,tʼane yaci,yaci,yacab,yacab,yacab,yacab,woci,yacab,yacab,yacab,yacab,yacab,woci,yacab,woci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,tʼano woci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,iluɬi wocu,dadacu,ila,imuɬi wocu,dadacu,iluɬi wocu,imuɬi wocu,babacu,imuɬi wocu,ima,babacu,iluɬi wocu,imuɬi wocu,ima,dadacu,iluɬi wocu,babacu,imuɬi wocu,babacu,babacu,iluɬi wocu,dadacu,ila,imuɬi wocu,iluɬi wocu,dadacu,babacu,dadacu
9,0.1063218459830313,1.6454126289185922,1.539090782935561,yacab,yacab,tʼano woci,yacab,yacab,yacab,woci,yacab,yacab,yacab,yacab,woci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,woci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,tʼano woci,yacab,tʼane yaci,yacab,yacab,yacab,yacab,yaci,yacab,yacab,yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,tʼane yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,woci,yacab,yacab,yaci,yaci,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,yacab,babacu,babacu,dadacu,imuɬi wocu,iluɬi wocu,ima,ila,dadacu,imuɬi wocu,imuɬi wocu,imuɬi wocu,babacu,ima,iluɬi wocu,dadacu,iluɬi wocu,babacu,imuɬi wocu,imuɬi wocu,babacu,babacu,ila,dadacu,dadacu,iluɬi wocu,iluɬi wocu,dadacu,iluɬi wocu
