simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBeS,mFByS,mFBeD,mFByD,mFZeS,mFZyS,mFZeD,mFZyD,mMBeS,mMByS,mMBeD,mMByD,mMZeS,mMZyS,mMZeD,mMZyD,fFBeS,fFByS,fFBeD,fFByD,fFZeS,fFZyS,fFZeD,fFZyD,fMBeS,fMByS,fMBeD,fMByD,fMZyS,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.242433026555958,1.034601232910181,0.792168206354223,jambathu,ngayarndathu,ngayarndathu,gunathu,jambathu,"yakukathu, balkaji",gunathu,bujirrinda,ngayarndathu,thabuju,bujirrinda,gunathu,jambathu,yakukathu,bujirrinda,bujirrinda,jambathu,bujirrinda,ngayarndathu,ngayarndathu,bujirrinda,thabuju,ngayarndathu,jambathu,ngayarndathu,ngayarndathu,thabuju,"gunathu, balkaji",gunathu,jambathu,gunathu,bujirrinda,jambathu,gunathu,jambathu,bujirrinda,gunathu,wanggurdu,ganthathu,ngamathu,marrgathu,ngamathu,ngamathu,gaguju,marrgathu,ganthathu,gaguju,kanthathu,gaguju,ngamathu,kanthathu,gaguju,ganthathu,"ngamathu, kapirliju",ngamathu,ngamathu,ganthathu,ngamathu
1,0.1608706033651573,0.5195798391305154,0.3587092357653581,gunathu,jambathu,jambathu,ngayarndathu,"yakukathu, balkaji",gunathu,wanggurdu,jambathu,jambathu,ngayarndathu,jambathu,jambathu,gunathu,bujirrinda,bujirrinda,thabuju,bujirrinda,ngayarndathu,bujirrinda,gunathu,gunathu,bujirrinda,thabuju,thabuju,ngayarndathu,ngayarndathu,bujirrinda,jambathu,ngayarndathu,jambathu,gunathu,"gunathu, balkaji",ngayarndathu,ngayarndathu,bujirrinda,gunathu,bujirrinda,yakukathu,ngamathu,gaguju,ngamathu,ngamathu,marrgathu,gaguju,ganthathu,ngamathu,ngamathu,"ngamathu, kapirliju",gaguju,ganthathu,ganthathu,ngamathu,ngamathu,ganthathu,marrgathu,kanthathu,kanthathu,gaguju
2,0.09922444498263283,0.5195798391305154,0.4203553941478826,ngayarndathu,jambathu,bujirrinda,gunathu,bujirrinda,thabuju,ngayarndathu,jambathu,ngayarndathu,ngayarndathu,ngayarndathu,"yakukathu, balkaji",gunathu,wanggurdu,bujirrinda,jambathu,bujirrinda,gunathu,bujirrinda,ngayarndathu,jambathu,gunathu,ngayarndathu,thabuju,gunathu,yakukathu,bujirrinda,bujirrinda,bujirrinda,ngayarndathu,gunathu,jambathu,jambathu,"gunathu, balkaji",gunathu,jambathu,thabuju,jambathu,gaguju,ngamathu,ngamathu,ngamathu,ngamathu,gaguju,"ngamathu, kapirliju",ngamathu,marrgathu,ganthathu,ngamathu,ngamathu,ganthathu,ganthathu,gaguju,marrgathu,kanthathu,ganthathu,kanthathu,gaguju
3,0.6829081047004719,1.376055285260417,0.6931471805599452,bujirrinda,"gunathu, balkaji",jambathu,gunathu,bujirrinda,jambathu,jambathu,bujirrinda,thabuju,gunathu,jambathu,jambathu,thabuju,ngayarndathu,yakukathu,ngayarndathu,bujirrinda,gunathu,ngayarndathu,gunathu,ngayarndathu,"yakukathu, balkaji",jambathu,ngayarndathu,thabuju,bujirrinda,gunathu,bujirrinda,bujirrinda,wanggurdu,jambathu,ngayarndathu,bujirrinda,jambathu,ngayarndathu,gunathu,ngayarndathu,gunathu,kanthathu,marrgathu,ganthathu,ngamathu,ganthathu,gaguju,ngamathu,gaguju,ganthathu,ngamathu,ngamathu,gaguju,gaguju,ngamathu,ngamathu,marrgathu,"ngamathu, kapirliju",ngamathu,ganthathu,kanthathu
4,0.20505815914420455,1.034601232910181,0.8295430737659765,gunathu,gunathu,bujirrinda,ngayarndathu,ngayarndathu,thabuju,gunathu,ngayarndathu,thabuju,bujirrinda,bujirrinda,bujirrinda,ngayarndathu,wanggurdu,bujirrinda,bujirrinda,"gunathu, balkaji",jambathu,ngayarndathu,jambathu,gunathu,ngayarndathu,ngayarndathu,"yakukathu, balkaji",bujirrinda,gunathu,bujirrinda,jambathu,jambathu,gunathu,thabuju,ngayarndathu,jambathu,jambathu,gunathu,jambathu,yakukathu,jambathu,"ngamathu, kapirliju",ganthathu,ganthathu,gaguju,ganthathu,ngamathu,ngamathu,kanthathu,ganthathu,gaguju,marrgathu,ngamathu,marrgathu,ngamathu,gaguju,gaguju,ngamathu,ngamathu,kanthathu,ngamathu
5,0.4101163182884091,1.3760552852604169,0.9659389669720078,thabuju,bujirrinda,"gunathu, balkaji",jambathu,jambathu,ngayarndathu,jambathu,ngayarndathu,jambathu,gunathu,ngayarndathu,gunathu,jambathu,gunathu,bujirrinda,bujirrinda,bujirrinda,jambathu,yakukathu,gunathu,gunathu,ngayarndathu,thabuju,bujirrinda,gunathu,ngayarndathu,jambathu,bujirrinda,bujirrinda,ngayarndathu,wanggurdu,ngayarndathu,bujirrinda,gunathu,"yakukathu, balkaji",thabuju,ngayarndathu,jambathu,ngamathu,ganthathu,"ngamathu, kapirliju",kanthathu,ngamathu,ganthathu,ganthathu,gaguju,ngamathu,ganthathu,ngamathu,marrgathu,kanthathu,ngamathu,gaguju,ngamathu,gaguju,ngamathu,gaguju,marrgathu
6,0.2050581591442049,1.0346012329101812,0.8295430737659764,gunathu,gunathu,wanggurdu,jambathu,jambathu,gunathu,ngayarndathu,jambathu,yakukathu,jambathu,bujirrinda,bujirrinda,ngayarndathu,thabuju,bujirrinda,ngayarndathu,jambathu,jambathu,ngayarndathu,jambathu,gunathu,bujirrinda,jambathu,gunathu,ngayarndathu,thabuju,bujirrinda,ngayarndathu,gunathu,gunathu,"yakukathu, balkaji",bujirrinda,ngayarndathu,bujirrinda,ngayarndathu,"gunathu, balkaji",thabuju,bujirrinda,marrgathu,gaguju,gaguju,ngamathu,gaguju,gaguju,ganthathu,ngamathu,ganthathu,ngamathu,ngamathu,ngamathu,ganthathu,kanthathu,ngamathu,"ngamathu, kapirliju",ganthathu,marrgathu,kanthathu,ngamathu
7,0.18078686817343348,1.034601232910181,0.8538143647367475,ngayarndathu,jambathu,bujirrinda,ngayarndathu,ngayarndathu,ngayarndathu,"yakukathu, balkaji",gunathu,bujirrinda,ngayarndathu,bujirrinda,jambathu,"gunathu, balkaji",bujirrinda,jambathu,wanggurdu,bujirrinda,yakukathu,jambathu,bujirrinda,thabuju,thabuju,jambathu,gunathu,gunathu,jambathu,ngayarndathu,bujirrinda,gunathu,thabuju,gunathu,jambathu,gunathu,bujirrinda,ngayarndathu,jambathu,gunathu,ngayarndathu,ngamathu,ganthathu,ngamathu,gaguju,gaguju,ngamathu,kanthathu,marrgathu,"ngamathu, kapirliju",ngamathu,ngamathu,ngamathu,ngamathu,ganthathu,ganthathu,gaguju,gaguju,marrgathu,ganthathu,kanthathu
8,0.0014823524264359067,0.5195798391305154,0.5180974867040795,gunathu,gunathu,ngayarndathu,ngayarndathu,ngayarndathu,ngayarndathu,ngayarndathu,bujirrinda,jambathu,ngayarndathu,jambathu,gunathu,jambathu,thabuju,jambathu,gunathu,gunathu,bujirrinda,jambathu,yakukathu,gunathu,ngayarndathu,bujirrinda,jambathu,thabuju,thabuju,jambathu,bujirrinda,jambathu,bujirrinda,bujirrinda,wanggurdu,bujirrinda,"gunathu, balkaji","yakukathu, balkaji",ngayarndathu,gunathu,bujirrinda,gaguju,ngamathu,ngamathu,ngamathu,ngamathu,"ngamathu, kapirliju",gaguju,ngamathu,marrgathu,kanthathu,gaguju,ganthathu,ganthathu,ngamathu,ganthathu,kanthathu,gaguju,marrgathu,ngamathu,ganthathu
9,0.4848660531119162,1.376055285260417,0.8911892321485009,bujirrinda,thabuju,jambathu,wanggurdu,gunathu,thabuju,bujirrinda,gunathu,thabuju,bujirrinda,yakukathu,bujirrinda,jambathu,jambathu,ngayarndathu,ngayarndathu,gunathu,ngayarndathu,ngayarndathu,ngayarndathu,jambathu,gunathu,ngayarndathu,"yakukathu, balkaji",gunathu,"gunathu, balkaji",bujirrinda,bujirrinda,jambathu,gunathu,ngayarndathu,ngayarndathu,jambathu,jambathu,bujirrinda,jambathu,bujirrinda,gunathu,kanthathu,gaguju,"ngamathu, kapirliju",ganthathu,ngamathu,ngamathu,ganthathu,ngamathu,ngamathu,ngamathu,marrgathu,ngamathu,gaguju,ganthathu,ngamathu,ganthathu,gaguju,marrgathu,gaguju,kanthathu
