simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.08628266603113921,0.9950763711943895,0.9087937051632503,taina,tuangane,taina,taina,"tuangane, tuangane-sala",tuangane,"taina, taina-sala",tuangane,taina,"tuangane, tuangane-sala","taina, taina-sala","tuangane, tuangane-sala",tuangane,taina,taina,taina,tuangane,"taina, taina-sala",tuangane,"loko, taina",tuangane,taina,taina,tuangane,taina,taina,tuangane,tuangane,"tuangane, tuangane-sala",taina,tuangane,tuangane,taina,tuangane,"taina, taina-sala",tuangane,tuangane,taina,tuangane,"tuangane, tuangane-sala",taina,taina,"taina, taina-sala","taina, taina-sala",tuangane,taina,tuangane,taina,tuangane,taina,"tuangane, tuangane-sala",taina,"loko, taina",tuangane,tuangane,tuangane,taina,tuangane,tuangane,taina,taina,taina,"taina, taina-sala","tuangane, tuangane-sala",tuangane,tuangane,"tuangane, tuangane-sala",tuangane,"taina, taina-sala",tuangane,taina,"loko, taina",tuangane,taina,taina,tuangane,"tuangane, tuangane-sala",tuangane,tuangane,"taina, taina-sala",tuangane,taina,taina,"tuangane, tuangane-sala",taina,matua,tuatina,matua,matua,tuatina,tamana,tamana,matua,tuatina,matua,matua,tamana,matua,tuatina,tamana,matua,tamana,matua,tamana,matua
1,0.115564266785942,1.0439676895764558,0.9284034227905138,tuangane,taina,taina,tuangane,"tuangane, tuangane-sala","loko, taina","tuangane, tuangane-sala",tuangane,tuangane,"tuangane, tuangane-sala",tuangane,taina,tuangane,taina,taina,tuangane,"tuangane, tuangane-sala",taina,taina,tuangane,tuangane,"taina, taina-sala","tuangane, tuangane-sala",tuangane,"taina, taina-sala",tuangane,tuangane,taina,tuangane,tuangane,tuangane,"taina, taina-sala",tuangane,"taina, taina-sala",tuangane,taina,"tuangane, tuangane-sala",tuangane,"tuangane, tuangane-sala",taina,tuangane,taina,taina,"tuangane, tuangane-sala",tuangane,"taina, taina-sala",taina,tuangane,taina,"loko, taina",tuangane,taina,taina,"tuangane, tuangane-sala","taina, taina-sala",taina,taina,taina,tuangane,"taina, taina-sala",taina,tuangane,taina,tuangane,tuangane,taina,taina,tuangane,tuangane,tuangane,taina,"taina, taina-sala",tuangane,taina,tuangane,"tuangane, tuangane-sala","taina, taina-sala",taina,taina,taina,taina,tuangane,tuangane,taina,"loko, taina",tamana,matua,tuatina,matua,matua,tuatina,tamana,tamana,tamana,matua,tamana,matua,tamana,matua,matua,tuatina,tuatina,matua,matua,matua
2,0.08769269952902403,1.0039479810030614,0.9162552814740373,"taina, taina-sala","taina, taina-sala",taina,tuangane,"taina, taina-sala","taina, taina-sala",tuangane,tuangane,tuangane,taina,tuangane,taina,taina,tuangane,tuangane,taina,tuangane,taina,tuangane,tuangane,"tuangane, tuangane-sala",taina,"taina, taina-sala",taina,taina,taina,taina,tuangane,taina,tuangane,taina,tuangane,"loko, taina",tuangane,"tuangane, tuangane-sala",taina,taina,taina,tuangane,taina,tuangane,tuangane,"loko, taina","tuangane, tuangane-sala",taina,taina,taina,tuangane,taina,tuangane,"tuangane, tuangane-sala",tuangane,tuangane,taina,tuangane,"tuangane, tuangane-sala",tuangane,tuangane,tuangane,"taina, taina-sala","tuangane, tuangane-sala","tuangane, tuangane-sala","taina, taina-sala",taina,"tuangane, tuangane-sala",taina,tuangane,taina,tuangane,"tuangane, tuangane-sala",tuangane,"taina, taina-sala",tuangane,tuangane,taina,taina,taina,"tuangane, tuangane-sala",tuangane,taina,tuangane,taina,tuangane,"loko, taina","taina, taina-sala",matua,matua,tamana,matua,matua,tamana,tuatina,matua,tuatina,tamana,matua,matua,matua,tuatina,matua,tamana,tamana,matua,tuatina,tamana
3,0.12661161699760015,1.0374312377016655,0.9108196207040653,tuangane,"taina, taina-sala",tuangane,tuangane,taina,tuangane,"tuangane, tuangane-sala",taina,tuangane,taina,taina,taina,tuangane,tuangane,taina,tuangane,tuangane,"loko, taina",taina,taina,taina,taina,"tuangane, tuangane-sala",taina,tuangane,taina,taina,taina,"taina, taina-sala","loko, taina",taina,tuangane,"loko, taina","tuangane, tuangane-sala","taina, taina-sala","taina, taina-sala","taina, taina-sala",taina,tuangane,tuangane,taina,tuangane,tuangane,tuangane,tuangane,tuangane,tuangane,"taina, taina-sala",tuangane,"tuangane, tuangane-sala",taina,"tuangane, tuangane-sala",tuangane,taina,tuangane,taina,tuangane,tuangane,"tuangane, tuangane-sala",taina,taina,tuangane,tuangane,taina,taina,tuangane,"taina, taina-sala",tuangane,tuangane,"tuangane, tuangane-sala",tuangane,"tuangane, tuangane-sala","tuangane, tuangane-sala",taina,"taina, taina-sala",taina,tuangane,"tuangane, tuangane-sala",taina,"taina, taina-sala",tuangane,taina,taina,tuangane,taina,tuatina,matua,tamana,matua,matua,tuatina,tamana,tamana,tamana,tuatina,tamana,matua,tamana,matua,matua,matua,matua,matua,matua,tuatina
4,0.291915466473017,1.0096137581740383,0.7176982917010213,taina,taina,taina,taina,taina,tuangane,tuangane,taina,taina,"taina, taina-sala",tuangane,"taina, taina-sala",taina,"taina, taina-sala",tuangane,taina,"tuangane, tuangane-sala",tuangane,tuangane,taina,"tuangane, tuangane-sala",tuangane,"taina, taina-sala",taina,tuangane,"tuangane, tuangane-sala",taina,tuangane,"tuangane, tuangane-sala","loko, taina",taina,taina,taina,tuangane,taina,taina,tuangane,"tuangane, tuangane-sala",taina,tuangane,tuangane,tuangane,taina,taina,tuangane,taina,"loko, taina",taina,taina,tuangane,tuangane,"taina, taina-sala",taina,"tuangane, tuangane-sala",taina,tuangane,tuangane,tuangane,tuangane,tuangane,tuangane,taina,taina,"taina, taina-sala",tuangane,"tuangane, tuangane-sala",taina,taina,tuangane,"loko, taina","tuangane, tuangane-sala",tuangane,tuangane,"tuangane, tuangane-sala","tuangane, tuangane-sala","taina, taina-sala","taina, taina-sala",tuangane,tuangane,"taina, taina-sala",tuangane,taina,tuangane,tuangane,tuangane,matua,matua,matua,matua,matua,tuatina,tuatina,tamana,tamana,matua,tamana,matua,matua,tamana,matua,matua,tamana,tuatina,tamana,tuatina
5,0.12771172541496378,1.0296530140645737,0.9019412886496099,tuangane,tuangane,"taina, taina-sala",taina,tuangane,taina,tuangane,taina,"tuangane, tuangane-sala",tuangane,taina,taina,"taina, taina-sala","tuangane, tuangane-sala",taina,tuangane,taina,tuangane,"taina, taina-sala",taina,tuangane,"taina, taina-sala","tuangane, tuangane-sala",tuangane,taina,taina,taina,tuangane,taina,taina,"loko, taina",tuangane,tuangane,taina,taina,taina,tuangane,tuangane,"loko, taina","tuangane, tuangane-sala",tuangane,"tuangane, tuangane-sala","tuangane, tuangane-sala","tuangane, tuangane-sala",tuangane,tuangane,"taina, taina-sala",tuangane,tuangane,tuangane,taina,"taina, taina-sala",taina,tuangane,taina,taina,taina,taina,tuangane,"tuangane, tuangane-sala",tuangane,"taina, taina-sala",tuangane,taina,taina,tuangane,taina,tuangane,"loko, taina",taina,taina,taina,taina,"tuangane, tuangane-sala",tuangane,tuangane,tuangane,tuangane,"taina, taina-sala",taina,"taina, taina-sala","tuangane, tuangane-sala",tuangane,tuangane,tuangane,matua,matua,tuatina,tuatina,matua,matua,tamana,tamana,matua,tamana,tamana,tamana,matua,tuatina,tamana,matua,matua,matua,tuatina,matua
6,0.02105073068504948,1.0203927291312471,0.9993419984461976,tuangane,tuangane,taina,taina,taina,taina,"tuangane, tuangane-sala",tuangane,taina,taina,taina,tuangane,taina,tuangane,tuangane,taina,"tuangane, tuangane-sala",taina,"tuangane, tuangane-sala",tuangane,tuangane,"taina, taina-sala","tuangane, tuangane-sala",tuangane,tuangane,taina,"tuangane, tuangane-sala",tuangane,"tuangane, tuangane-sala",taina,tuangane,tuangane,taina,"taina, taina-sala",tuangane,tuangane,"taina, taina-sala",tuangane,tuangane,"taina, taina-sala","tuangane, tuangane-sala",taina,taina,tuangane,tuangane,tuangane,tuangane,tuangane,tuangane,taina,taina,tuangane,"loko, taina",tuangane,taina,tuangane,taina,taina,taina,"tuangane, tuangane-sala",taina,taina,taina,tuangane,taina,taina,tuangane,tuangane,tuangane,tuangane,"loko, taina",tuangane,"taina, taina-sala",taina,taina,taina,taina,"taina, taina-sala","taina, taina-sala","tuangane, tuangane-sala",tuangane,"loko, taina","tuangane, tuangane-sala","taina, taina-sala","taina, taina-sala",matua,tamana,matua,tamana,matua,matua,matua,tamana,matua,matua,tamana,tamana,tuatina,tamana,tuatina,matua,matua,tuatina,tuatina,matua
7,0.07311374620964961,1.0437570363314084,0.9706432901217588,tuangane,tuangane,"tuangane, tuangane-sala",tuangane,taina,tuangane,taina,taina,tuangane,taina,tuangane,tuangane,taina,tuangane,"taina, taina-sala",tuangane,"taina, taina-sala",taina,"taina, taina-sala",tuangane,tuangane,taina,taina,taina,taina,tuangane,taina,taina,taina,taina,tuangane,taina,tuangane,tuangane,tuangane,tuangane,"taina, taina-sala",tuangane,tuangane,taina,"taina, taina-sala",tuangane,tuangane,tuangane,tuangane,taina,"loko, taina","tuangane, tuangane-sala",taina,taina,taina,tuangane,taina,taina,"loko, taina","tuangane, tuangane-sala","tuangane, tuangane-sala","taina, taina-sala","tuangane, tuangane-sala","taina, taina-sala",taina,"tuangane, tuangane-sala",tuangane,tuangane,taina,taina,tuangane,taina,taina,"taina, taina-sala","tuangane, tuangane-sala",taina,"tuangane, tuangane-sala",taina,"taina, taina-sala",tuangane,tuangane,tuangane,"tuangane, tuangane-sala",taina,tuangane,tuangane,"loko, taina","tuangane, tuangane-sala",tuangane,matua,tamana,tamana,tamana,matua,matua,tamana,tamana,matua,matua,tuatina,matua,matua,matua,tamana,tuatina,tuatina,matua,matua,tuatina
8,0.03934772424703192,1.013392179189558,0.974044454942526,taina,"taina, taina-sala",taina,tuangane,taina,tuangane,"taina, taina-sala",taina,taina,"taina, taina-sala","tuangane, tuangane-sala",tuangane,taina,"tuangane, tuangane-sala","taina, taina-sala","loko, taina",tuangane,"tuangane, tuangane-sala",taina,taina,"taina, taina-sala","tuangane, tuangane-sala",tuangane,taina,taina,taina,taina,taina,"taina, taina-sala",taina,tuangane,taina,"tuangane, tuangane-sala",tuangane,"tuangane, tuangane-sala","taina, taina-sala",tuangane,tuangane,tuangane,"tuangane, tuangane-sala",taina,"tuangane, tuangane-sala",taina,tuangane,"taina, taina-sala",tuangane,tuangane,tuangane,tuangane,tuangane,tuangane,tuangane,tuangane,"tuangane, tuangane-sala",taina,taina,tuangane,tuangane,taina,tuangane,taina,tuangane,taina,tuangane,"taina, taina-sala","loko, taina",tuangane,taina,taina,tuangane,taina,"tuangane, tuangane-sala",tuangane,taina,tuangane,"loko, taina",tuangane,taina,tuangane,tuangane,tuangane,tuangane,taina,taina,taina,tuatina,matua,matua,tuatina,tamana,tamana,matua,tamana,matua,matua,tamana,matua,matua,tuatina,tuatina,tamana,matua,tamana,matua,matua
9,0.06996462288356231,1.013392179189558,0.9434275563059956,tuangane,tuangane,taina,taina,taina,taina,tuangane,taina,"loko, taina",taina,tuangane,tuangane,taina,tuangane,taina,tuangane,taina,tuangane,"taina, taina-sala","tuangane, tuangane-sala",tuangane,taina,tuangane,"tuangane, tuangane-sala",taina,"taina, taina-sala",tuangane,tuangane,taina,taina,taina,taina,tuangane,taina,taina,"tuangane, tuangane-sala","taina, taina-sala",taina,taina,tuangane,tuangane,"tuangane, tuangane-sala",taina,tuangane,tuangane,taina,"tuangane, tuangane-sala","taina, taina-sala","taina, taina-sala",tuangane,"loko, taina",tuangane,taina,taina,tuangane,tuangane,"tuangane, tuangane-sala",taina,taina,taina,tuangane,taina,tuangane,"tuangane, tuangane-sala",tuangane,tuangane,tuangane,"taina, taina-sala",tuangane,"taina, taina-sala","loko, taina",tuangane,tuangane,taina,"taina, taina-sala","tuangane, tuangane-sala","tuangane, tuangane-sala",tuangane,tuangane,tuangane,"taina, taina-sala",taina,"tuangane, tuangane-sala",taina,tuangane,tamana,matua,matua,tuatina,tamana,matua,tamana,tamana,matua,matua,tuatina,tamana,matua,tuatina,matua,tuatina,matua,tamana,matua,matua
