simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,meB,myB,meZ,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,feB,fyB,feZ,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.13554892290715026,1.7445578959746373,1.609008973067487,ani,illuq,nukaq,nayak,ani,illuq,nayak,illuq,,ani,illuq,illuq,ani,illuq,illuq,nayak,illuq,ani,illuq,illuq,nayak,illuq,ani,nayak,,nayak,illuq,illuq,nayak,nayak,nayak,ani,illuq,ani,illuq,nayak,illuq,nayak,illuq,illuq,illuq,illuq,nayak,ani,nayak,illuq,nukaq,illuq,nayak,illuq,illuq,ani,ani,illuq,illuq,nayak,nayak,,illuq,illuq,ani,ani,illuq,illuq,nayak,nayak,nayak,illuq,nayak,illuq,illuq,ani,illuq,nayak,ani,ani,illuq,ani,ani,illuq,nayak,ani,nayak,illuq,ani,ani,illuq,angayuk,illuq,ani,arnarvik,arnarvik,angak,apak,arnarvik,attak,angak,amaama,akka,angak,akka,arnarvik,angayuk,akka,angak,attak,apak,angak,arnarvik,akka,attak,amaama,akka,akka,attak,arnarvik,angak,attak
1,0.2025456228825273,1.6905027403250965,1.4879571174425692,nayak,ani,ani,illuq,nukaq,nayak,ani,illuq,illuq,illuq,illuq,ani,nayak,illuq,nayak,ani,illuq,illuq,nayak,illuq,nayak,ani,illuq,illuq,illuq,ani,nayak,illuq,ani,nayak,nayak,nayak,ani,illuq,ani,illuq,illuq,ani,nayak,illuq,nayak,illuq,nayak,nayak,nayak,ani,,nukaq,illuq,illuq,illuq,illuq,,ani,ani,illuq,angayuk,ani,illuq,illuq,illuq,ani,illuq,illuq,illuq,illuq,illuq,illuq,illuq,illuq,ani,nayak,ani,nayak,illuq,nayak,nayak,ani,nayak,ani,nayak,nayak,,illuq,ani,nayak,ani,illuq,illuq,illuq,arnarvik,angak,akka,akka,angak,akka,amaama,attak,apak,akka,attak,apak,arnarvik,angak,angak,akka,angak,arnarvik,attak,arnarvik,angayuk,amaama,angak,attak,attak,arnarvik,arnarvik,akka
2,0.18647141624208508,1.819847028457837,1.633375612215752,illuq,illuq,illuq,illuq,ani,illuq,nayak,nayak,illuq,illuq,illuq,illuq,ani,illuq,illuq,nayak,illuq,illuq,illuq,ani,illuq,,nayak,illuq,illuq,nayak,illuq,illuq,nayak,nayak,nayak,illuq,,nayak,nayak,illuq,ani,nukaq,illuq,nayak,ani,nayak,nayak,nayak,illuq,ani,illuq,illuq,ani,nayak,ani,illuq,nayak,ani,nukaq,ani,ani,illuq,ani,illuq,illuq,ani,illuq,ani,illuq,ani,ani,nayak,ani,illuq,illuq,ani,angayuk,nayak,nayak,illuq,illuq,illuq,nayak,illuq,nayak,ani,ani,illuq,nayak,ani,illuq,ani,,nayak,attak,angak,arnarvik,angak,akka,arnarvik,attak,amaama,akka,akka,angak,attak,angak,attak,arnarvik,angak,arnarvik,apak,angayuk,apak,angak,arnarvik,akka,amaama,akka,akka,attak,arnarvik
3,0.1911095754602108,1.7042253891056853,1.5131158136454745,,illuq,ani,ani,ani,illuq,nayak,nayak,illuq,illuq,ani,nukaq,nayak,illuq,ani,illuq,ani,nayak,illuq,nayak,,ani,nayak,illuq,illuq,nayak,illuq,ani,illuq,ani,illuq,illuq,illuq,ani,,nayak,angayuk,illuq,illuq,ani,illuq,illuq,ani,nukaq,illuq,nayak,illuq,nayak,illuq,illuq,nayak,nayak,nayak,illuq,nayak,nayak,illuq,illuq,ani,ani,nayak,nayak,illuq,nayak,illuq,illuq,illuq,illuq,ani,illuq,illuq,ani,illuq,nayak,illuq,nayak,illuq,illuq,ani,illuq,ani,ani,nayak,ani,nayak,ani,illuq,illuq,nayak,ani,akka,akka,angak,akka,arnarvik,angak,angak,attak,angayuk,angak,amaama,arnarvik,apak,akka,akka,angak,arnarvik,arnarvik,akka,angak,attak,arnarvik,attak,attak,amaama,apak,arnarvik,attak
4,0.20151705732747915,1.764568320477742,1.5630512631502629,illuq,nayak,ani,illuq,nayak,nayak,ani,ani,,nayak,nayak,illuq,illuq,illuq,illuq,illuq,nayak,nayak,illuq,ani,nayak,illuq,illuq,ani,nukaq,illuq,ani,nukaq,illuq,illuq,nayak,ani,nayak,ani,ani,nayak,illuq,illuq,nayak,illuq,ani,illuq,ani,illuq,nayak,ani,ani,nayak,nayak,nayak,illuq,illuq,,nayak,illuq,illuq,angayuk,ani,illuq,illuq,illuq,nayak,illuq,illuq,illuq,illuq,nayak,nayak,ani,ani,nayak,ani,ani,nayak,illuq,,illuq,nayak,illuq,illuq,ani,ani,illuq,illuq,illuq,ani,illuq,ani,illuq,illuq,arnarvik,akka,arnarvik,attak,akka,arnarvik,arnarvik,angak,attak,angak,angak,angayuk,angak,amaama,amaama,arnarvik,apak,angak,akka,angak,attak,akka,akka,akka,arnarvik,apak,attak,attak
5,0.169275827980782,1.6925960359990264,1.5233202080182444,nayak,ani,illuq,nayak,nayak,nayak,illuq,ani,ani,illuq,illuq,ani,illuq,illuq,illuq,nayak,ani,angayuk,illuq,nayak,ani,illuq,ani,ani,nayak,illuq,illuq,illuq,ani,illuq,nayak,nayak,illuq,illuq,nayak,illuq,nukaq,illuq,ani,ani,illuq,illuq,,illuq,nayak,illuq,ani,ani,illuq,,nukaq,illuq,ani,ani,ani,nayak,illuq,nayak,nayak,illuq,illuq,illuq,illuq,ani,nayak,nayak,illuq,ani,nayak,ani,nayak,ani,nayak,ani,illuq,illuq,nayak,nayak,illuq,nayak,nayak,illuq,illuq,illuq,ani,illuq,illuq,illuq,illuq,,arnarvik,attak,angak,akka,attak,akka,angayuk,attak,arnarvik,akka,attak,amaama,angak,amaama,akka,angak,akka,akka,arnarvik,arnarvik,attak,apak,apak,angak,arnarvik,angak,arnarvik,angak
6,0.15343189078744257,1.762416199372969,1.6089843085855264,ani,ani,angayuk,nayak,illuq,ani,illuq,illuq,illuq,illuq,,illuq,ani,nayak,ani,ani,nayak,ani,nayak,illuq,nayak,illuq,ani,illuq,illuq,nayak,ani,nayak,illuq,illuq,nayak,nayak,nayak,illuq,illuq,ani,illuq,illuq,illuq,nayak,nayak,nayak,nayak,illuq,illuq,illuq,illuq,nayak,ani,illuq,nayak,ani,illuq,,illuq,illuq,,ani,nayak,illuq,ani,nukaq,ani,ani,ani,illuq,illuq,illuq,illuq,illuq,nayak,ani,nayak,nayak,illuq,ani,nayak,illuq,illuq,ani,ani,nukaq,illuq,illuq,nayak,nayak,illuq,illuq,ani,illuq,angak,arnarvik,angak,arnarvik,amaama,attak,akka,akka,akka,angak,arnarvik,akka,angayuk,apak,apak,arnarvik,attak,attak,angak,arnarvik,angak,attak,attak,amaama,arnarvik,akka,akka,angak
7,0.18352907608819602,1.8262945243530353,1.6427654482648393,illuq,illuq,nayak,nayak,nayak,illuq,illuq,ani,nayak,nayak,ani,nayak,nayak,illuq,illuq,illuq,ani,ani,nayak,nayak,illuq,ani,ani,nayak,illuq,ani,illuq,illuq,nayak,,ani,ani,nayak,illuq,ani,nayak,illuq,illuq,illuq,nayak,illuq,illuq,nayak,illuq,,nayak,illuq,illuq,illuq,illuq,ani,illuq,nayak,nukaq,illuq,illuq,ani,ani,ani,illuq,illuq,illuq,ani,ani,nayak,ani,illuq,nayak,nayak,illuq,illuq,illuq,,nayak,illuq,illuq,nayak,illuq,illuq,ani,nayak,ani,illuq,illuq,angayuk,illuq,ani,ani,nukaq,ani,akka,angayuk,attak,arnarvik,amaama,angak,amaama,arnarvik,apak,angak,angak,akka,akka,akka,akka,attak,arnarvik,angak,arnarvik,apak,attak,attak,angak,angak,akka,attak,arnarvik,arnarvik
8,0.17374284412395813,1.759618582575125,1.5858757384511668,nayak,illuq,illuq,ani,nayak,ani,ani,illuq,illuq,ani,nayak,illuq,illuq,nayak,nayak,ani,nayak,nayak,ani,illuq,ani,nayak,illuq,ani,illuq,illuq,nayak,illuq,illuq,illuq,ani,nayak,illuq,ani,ani,nayak,nukaq,illuq,illuq,illuq,illuq,illuq,nayak,nukaq,nayak,,ani,nayak,illuq,ani,illuq,illuq,illuq,nayak,illuq,nayak,nayak,ani,illuq,illuq,illuq,illuq,illuq,illuq,nayak,ani,ani,illuq,illuq,illuq,illuq,nayak,nayak,ani,,illuq,illuq,nayak,ani,illuq,illuq,ani,ani,nayak,illuq,ani,nayak,,angayuk,ani,akka,akka,apak,akka,arnarvik,angak,angayuk,angak,arnarvik,arnarvik,amaama,arnarvik,angak,akka,angak,angak,arnarvik,amaama,arnarvik,akka,apak,attak,angak,akka,attak,attak,attak,attak
9,0.1513661190765263,1.7912397728546436,1.6398736537781173,illuq,nayak,nayak,nayak,ani,ani,illuq,ani,ani,ani,ani,illuq,nayak,nayak,illuq,illuq,ani,illuq,ani,illuq,illuq,illuq,ani,nayak,illuq,nayak,illuq,nayak,illuq,angayuk,,ani,illuq,illuq,illuq,illuq,nayak,illuq,nukaq,ani,ani,illuq,ani,illuq,illuq,nayak,nayak,ani,nayak,nukaq,nayak,illuq,illuq,illuq,nayak,illuq,nayak,ani,nayak,ani,illuq,illuq,illuq,illuq,illuq,nayak,illuq,nayak,ani,nayak,ani,illuq,nayak,illuq,illuq,illuq,,ani,illuq,,ani,ani,illuq,nayak,illuq,ani,nayak,illuq,nayak,illuq,attak,angak,arnarvik,angak,angak,akka,amaama,akka,angak,arnarvik,attak,arnarvik,attak,attak,arnarvik,akka,angak,angayuk,akka,amaama,apak,arnarvik,arnarvik,attak,akka,apak,angak,akka
