simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.11825677688555158,1.6689819702241309,1.5507251933385793,voga čoy,voga čoy,voga čoy,voga čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk čoy,ičötdžɩk vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ay,čož,ičinʸ,čož,čož,ob,ob,mam,ičinʸ,ičinʸ,dyadʸ,mam,ičinʸ,čož,ob,ay,čož,čož,ob,ičinʸ,dyadʸ,ičinʸ,dyadʸ,dyadʸ,dyadʸ,ob,ob,dyadʸ
1,0.11075143793246367,1.7034861838800124,1.5927347459475487,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,ičötdžɩk vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,voga čoy,voga čoy,ičötdžɩk čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk vok,čož,ičinʸ,čož,ob,čož,čož,dyadʸ,ičinʸ,dyadʸ,ay,ob,čož,ob,dyadʸ,ičinʸ,ičinʸ,ay,dyadʸ,mam,dyadʸ,mam,ičinʸ,ob,ičinʸ,ob,ob,dyadʸ,čož
2,0.14428789833708344,1.6860978030840181,1.5418099047469347,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk vok,voga čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,čoy,vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,dyadʸ,dyadʸ,ay,dyadʸ,čož,ičinʸ,dyadʸ,ob,ob,ičinʸ,ičinʸ,čož,dyadʸ,mam,mam,čož,dyadʸ,ob,ičinʸ,ob,ičinʸ,ob,čož,čož,ičinʸ,ay,ob,čož
3,0.1598664797331959,1.675783449548768,1.5159169698155721,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk čoy,voga čoy,voga čoy,ičötdžɩk vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,vok,voga čoy,ičötdžɩk vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,ičötdžɩk čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ay,dyadʸ,ob,ob,ičinʸ,dyadʸ,ob,ičinʸ,dyadʸ,čož,mam,čož,ičinʸ,ay,čož,dyadʸ,ičinʸ,čož,ičinʸ,ob,mam,čož,dyadʸ,ičinʸ,čož,dyadʸ,ob,ob
4,0.11031444882947317,1.669314240807609,1.5589997919781358,voga čoy,ičötdžɩk čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,ičötdžɩk vok,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk vok,voga čoy,voga čoy,čoy,vok,voga čoy,vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,ob,čož,dyadʸ,mam,ičinʸ,čož,dyadʸ,čož,ob,dyadʸ,ičinʸ,ob,ičinʸ,ičinʸ,ay,ičinʸ,čož,dyadʸ,dyadʸ,ičinʸ,ob,mam,čož,ay,ob,dyadʸ,čož,ob
5,0.10936257735557131,1.6651353000339553,1.555772722678384,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,ičötdžɩk čoy,voga čoy,ičötdžɩk vok,voga čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk vok,čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,dyadʸ,ičinʸ,čož,dyadʸ,dyadʸ,čož,ob,ob,dyadʸ,čož,ay,ičinʸ,ob,ičinʸ,ičinʸ,ob,ob,mam,dyadʸ,dyadʸ,čož,ičinʸ,mam,ob,ičinʸ,ay,čož,čož
6,0.09493096306944526,1.6773472914105425,1.5824163283410972,vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,voga čoy,ičötdžɩk vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,čoy,voga čoy,voga čoy,vok,čoy,voga čoy,čož,čož,ičinʸ,čož,dyadʸ,ob,dyadʸ,ičinʸ,mam,mam,ob,ob,ičinʸ,ob,ičinʸ,ičinʸ,ob,dyadʸ,dyadʸ,ay,čož,ičinʸ,dyadʸ,ob,čož,ay,dyadʸ,čož
7,0.13817918167239274,1.6911799471184543,1.5530007654460616,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,voga čoy,voga čoy,ičötdžɩk vok,voga čoy,ičötdžɩk čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,vok,čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk vok,voga čoy,voga čoy,voga čoy,čoy,voga čoy,voga čoy,ob,ičinʸ,ob,dyadʸ,čož,čož,ob,ičinʸ,ičinʸ,ob,dyadʸ,ay,mam,čož,dyadʸ,ay,ob,ičinʸ,dyadʸ,mam,ičinʸ,ičinʸ,čož,čož,čož,dyadʸ,dyadʸ,ob
8,0.0875693050931281,1.7331725142602536,1.6456032091671255,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,voga čoy,ičötdžɩk čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,ičötdžɩk vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk vok,voga čoy,voga čoy,voga čoy,voga čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,dyadʸ,ob,ay,čož,dyadʸ,mam,dyadʸ,dyadʸ,mam,dyadʸ,ičinʸ,ob,dyadʸ,čož,ob,ičinʸ,ob,ičinʸ,ay,čož,ičinʸ,čož,ičinʸ,čož,ičinʸ,ob,ob,čož
9,0.1302626618276288,1.7075881899318857,1.5773255281042569,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk vok,čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,vok,ičötdžɩk čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,ičötdžɩk vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,ičötdžɩk čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,vok,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,voga čoy,dyadʸ,ičinʸ,čož,ob,čož,mam,ičinʸ,dyadʸ,dyadʸ,ičinʸ,dyadʸ,dyadʸ,mam,ob,ičinʸ,ob,ob,čož,ay,čož,ay,čož,dyadʸ,ičinʸ,ob,ob,čož,ičinʸ
