simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBeS,mFByS,mFBeD,mFByD,mFZeS,mFZyS,mFZeD,mFZyD,mMBeS,mMByS,mMBeD,mMByD,mMZeS,mMZyS,mMZeD,mMZyD,fFBeS,fFByS,fFBeD,fFByD,fFZeS,fFZyS,fFZeD,fFZyD,fMBeS,fMByS,fMBeD,fMByD,fMZyS,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.10603713334992693,1.0346012329101812,0.9285640995602543,tutuëk,tutuëk,togëk,togëk,nötuk,tësik,togëk,tutuëk,nötuk,tutuëk,rëtnëk,tutuëk,tutuëk,nötuk,nötuk,tutuëk,tutuëk,tëmëk,nötuk,tutuëk,tëmëk,tutuëk,tësik,tutuëk,tësik,nötuk,tëmëk,tësik,rëtnëk,rëtnëk,togëk,nötuk,tëmëk,nötuk,tësik,rëtnëk,tësik,togëk,maröuk,tëmëk,tëmëk,rëtnëk,rëtnëk,maröuk,rëtnëk,tëmëk,tëmëk,tëmëk,rëtnëk,rëtnëk,tëmëk,rëtnëk,rëtnëk,rëtnëk,maröuk,maröuk,rëtnëk,rëtnëk
1,0.09922444498263278,0.5195798391305154,0.42035539414788264,tutuëk,tësik,nötuk,rëtnëk,nötuk,togëk,tutuëk,tësik,nötuk,tutuëk,tësik,tutuëk,tutuëk,tëmëk,nötuk,tutuëk,rëtnëk,nötuk,tutuëk,togëk,tutuëk,togëk,nötuk,tësik,tëmëk,nötuk,rëtnëk,tësik,tësik,tutuëk,nötuk,rëtnëk,tëmëk,tëmëk,togëk,tutuëk,togëk,tutuëk,maröuk,rëtnëk,rëtnëk,rëtnëk,tëmëk,tëmëk,rëtnëk,maröuk,rëtnëk,rëtnëk,tëmëk,rëtnëk,tëmëk,maröuk,tëmëk,tëmëk,maröuk,rëtnëk,rëtnëk,rëtnëk
2,0.6829081047004718,0.9799711820833055,0.29706307738283366,tëmëk,rëtnëk,togëk,tëmëk,tësik,tutuëk,rëtnëk,tutuëk,tutuëk,nötuk,nötuk,tutuëk,nötuk,nötuk,tësik,nötuk,nötuk,nötuk,tëmëk,tësik,tutuëk,nötuk,togëk,tësik,tutuëk,tutuëk,tutuëk,tutuëk,togëk,togëk,tësik,rëtnëk,tësik,rëtnëk,tutuëk,togëk,tutuëk,tëmëk,maröuk,rëtnëk,tëmëk,tëmëk,tëmëk,rëtnëk,rëtnëk,rëtnëk,rëtnëk,maröuk,maröuk,rëtnëk,rëtnëk,tëmëk,maröuk,tëmëk,rëtnëk,tëmëk,rëtnëk,rëtnëk
3,0.0788931686430967,0.5982695885852573,0.5193764199421605,tëmëk,togëk,tëmëk,rëtnëk,togëk,tutuëk,tutuëk,tutuëk,togëk,tësik,nötuk,rëtnëk,tësik,nötuk,togëk,tutuëk,tësik,tësik,tutuëk,tutuëk,nötuk,nötuk,tutuëk,rëtnëk,tësik,nötuk,tutuëk,nötuk,tëmëk,nötuk,tëmëk,togëk,tutuëk,tutuëk,tutuëk,tësik,rëtnëk,nötuk,tëmëk,tëmëk,tëmëk,rëtnëk,maröuk,tëmëk,rëtnëk,rëtnëk,rëtnëk,rëtnëk,rëtnëk,tëmëk,rëtnëk,tëmëk,maröuk,rëtnëk,maröuk,maröuk,rëtnëk,rëtnëk
4,0.41011631828840905,0.6829081047004717,0.27279178641206264,tëmëk,tësik,tutuëk,tutuëk,togëk,tutuëk,rëtnëk,togëk,tutuëk,tësik,nötuk,nötuk,nötuk,tëmëk,tësik,nötuk,tutuëk,nötuk,tutuëk,togëk,rëtnëk,tutuëk,tësik,tutuëk,tutuëk,nötuk,tëmëk,togëk,tësik,nötuk,rëtnëk,tutuëk,tëmëk,togëk,tutuëk,rëtnëk,nötuk,tësik,tëmëk,tëmëk,rëtnëk,rëtnëk,maröuk,rëtnëk,tëmëk,maröuk,rëtnëk,tëmëk,rëtnëk,tëmëk,maröuk,tëmëk,rëtnëk,rëtnëk,rëtnëk,maröuk,rëtnëk,rëtnëk
5,0.6829081047004717,0.9799711820833054,0.29706307738283366,tëmëk,nötuk,rëtnëk,tëmëk,tutuëk,tësik,nötuk,togëk,rëtnëk,tësik,rëtnëk,nötuk,nötuk,togëk,tutuëk,tutuëk,tutuëk,tësik,togëk,tutuëk,nötuk,tësik,tutuëk,tëmëk,nötuk,tësik,tutuëk,tutuëk,tutuëk,rëtnëk,togëk,tutuëk,tutuëk,nötuk,tëmëk,tësik,togëk,nötuk,maröuk,tëmëk,rëtnëk,rëtnëk,tëmëk,rëtnëk,maröuk,tëmëk,tëmëk,maröuk,tëmëk,maröuk,rëtnëk,rëtnëk,rëtnëk,tëmëk,rëtnëk,rëtnëk,rëtnëk,rëtnëk
6,0.36157373634686696,0.9799711820833054,0.6183974457364384,tutuëk,tutuëk,togëk,tutuëk,tutuëk,tësik,nötuk,nötuk,togëk,nötuk,nötuk,tësik,tësik,tëmëk,nötuk,togëk,tësik,togëk,rëtnëk,tëmëk,tëmëk,togëk,tutuëk,tutuëk,tësik,tutuëk,tutuëk,nötuk,tëmëk,nötuk,tutuëk,rëtnëk,tutuëk,tutuëk,rëtnëk,rëtnëk,tësik,nötuk,maröuk,tëmëk,rëtnëk,rëtnëk,maröuk,tëmëk,maröuk,rëtnëk,tëmëk,rëtnëk,rëtnëk,rëtnëk,tëmëk,rëtnëk,tëmëk,maröuk,rëtnëk,rëtnëk,tëmëk,rëtnëk
7,0.20505815914420478,1.0346012329101812,0.8295430737659765,tutuëk,tutuëk,tëmëk,rëtnëk,togëk,nötuk,tutuëk,togëk,tutuëk,tëmëk,nötuk,tutuëk,tësik,nötuk,tësik,tësik,rëtnëk,tutuëk,tutuëk,tutuëk,nötuk,rëtnëk,nötuk,tësik,tutuëk,rëtnëk,tësik,togëk,tëmëk,togëk,togëk,tëmëk,nötuk,tutuëk,tësik,tutuëk,nötuk,nötuk,rëtnëk,tëmëk,maröuk,rëtnëk,rëtnëk,rëtnëk,tëmëk,rëtnëk,maröuk,maröuk,rëtnëk,tëmëk,rëtnëk,tëmëk,rëtnëk,rëtnëk,rëtnëk,tëmëk,maröuk,tëmëk
8,0.6829081047004717,1.0789922078775833,0.39608410317711157,tëmëk,tësik,togëk,nötuk,nötuk,tutuëk,tutuëk,nötuk,tutuëk,nötuk,tësik,nötuk,togëk,tutuëk,rëtnëk,tësik,tutuëk,tësik,tutuëk,tutuëk,rëtnëk,nötuk,tëmëk,rëtnëk,rëtnëk,tësik,nötuk,tëmëk,togëk,tutuëk,tutuëk,tutuëk,tutuëk,togëk,nötuk,togëk,tëmëk,tësik,rëtnëk,rëtnëk,maröuk,tëmëk,tëmëk,rëtnëk,rëtnëk,tëmëk,tëmëk,rëtnëk,tëmëk,maröuk,rëtnëk,rëtnëk,rëtnëk,maröuk,rëtnëk,maröuk,rëtnëk,tëmëk
9,0.2868240015233601,0.9799711820833054,0.6931471805599453,tutuëk,tësik,togëk,tutuëk,tëmëk,tutuëk,tutuëk,togëk,tësik,nötuk,tësik,tutuëk,nötuk,nötuk,rëtnëk,togëk,togëk,nötuk,tësik,tëmëk,tutuëk,nötuk,tësik,tutuëk,tutuëk,rëtnëk,togëk,tëmëk,rëtnëk,tutuëk,nötuk,tëmëk,tësik,nötuk,nötuk,tutuëk,tutuëk,rëtnëk,rëtnëk,tëmëk,maröuk,maröuk,rëtnëk,rëtnëk,rëtnëk,rëtnëk,maröuk,rëtnëk,tëmëk,tëmëk,tëmëk,tëmëk,rëtnëk,tëmëk,maröuk,rëtnëk,rëtnëk,rëtnëk
