simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBeS,mFByS,mFBeD,mFByD,mFZeS,mFZyS,mFZeD,mFZyD,mMBeS,mMByS,mMBeD,mMByD,mMZeS,mMZyS,mMZeD,mMZyD,fFBeS,fFByS,fFBeD,fFByD,fFZeS,fFZyS,fFZeD,fFZyD,fMBeS,fMByS,fMBeD,fMByD,fMZyS,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.20218548540814574,1.376055285260417,1.1738697998522714,"ati, pinsan",pinsan,pinsan,pinsan,pinsan,pinsan,"ati, kaka",pinsan,pinsan,pinsan,"ati, pinsan",pinsan,pinsan,pinsan,kaka,"ati, pinsan",pinsan,pinsan,pinsan,pinsan,pinsan,weli,"ati, pinsan","ati, pinsan",pinsan,"ati, pinsan",weli,weli,"ati, pinsan","ati, kaka",pinsan,pinsan,pinsan,pinsan,"ati, pinsan",weli,pinsan,pinsan,mama,nangnang,ama,"indo, teti",wawa,nangnang,mama,"indo, teti",mama,mama,"indo, teti",nangnang,wawa,nangnang,wawa,wawa,"indo, teti",ina,ina,ama
1,0.20218548540814574,1.376055285260417,1.1738697998522714,pinsan,pinsan,pinsan,pinsan,"ati, pinsan","ati, kaka",pinsan,"ati, kaka",pinsan,"ati, pinsan","ati, pinsan",pinsan,pinsan,pinsan,"ati, pinsan",pinsan,pinsan,pinsan,pinsan,"ati, pinsan",kaka,pinsan,"ati, pinsan",pinsan,weli,pinsan,pinsan,pinsan,weli,pinsan,weli,weli,pinsan,"ati, pinsan",pinsan,"ati, pinsan",pinsan,pinsan,ina,nangnang,mama,wawa,wawa,ama,nangnang,wawa,nangnang,"indo, teti","indo, teti",ama,ina,mama,"indo, teti",mama,nangnang,"indo, teti",mama,wawa
2,0.08878194993480437,1.3760552852604169,1.2872733353256125,pinsan,"ati, pinsan",pinsan,pinsan,"ati, pinsan","ati, kaka",pinsan,"ati, pinsan",pinsan,pinsan,"ati, pinsan",kaka,weli,pinsan,pinsan,pinsan,weli,"ati, pinsan","ati, pinsan","ati, pinsan",pinsan,"ati, pinsan","ati, kaka",pinsan,pinsan,pinsan,pinsan,pinsan,pinsan,pinsan,pinsan,weli,pinsan,weli,pinsan,pinsan,pinsan,pinsan,"indo, teti",ina,nangnang,ama,wawa,nangnang,nangnang,wawa,mama,wawa,"indo, teti","indo, teti",ama,"indo, teti",ina,mama,nangnang,wawa,mama,mama
3,0.20218548540814552,1.3760552852604169,1.1738697998522714,pinsan,pinsan,pinsan,"ati, pinsan",pinsan,"ati, kaka",pinsan,pinsan,pinsan,pinsan,"ati, pinsan",pinsan,pinsan,weli,pinsan,"ati, pinsan",pinsan,"ati, pinsan","ati, pinsan",pinsan,"ati, kaka",pinsan,weli,pinsan,pinsan,pinsan,pinsan,weli,pinsan,pinsan,pinsan,"ati, pinsan",weli,kaka,pinsan,"ati, pinsan","ati, pinsan",pinsan,"indo, teti",ina,wawa,mama,nangnang,"indo, teti",wawa,mama,"indo, teti","indo, teti",ama,ina,ama,nangnang,wawa,nangnang,nangnang,mama,wawa,mama
4,0.10109274270407276,1.034601232910181,0.9335084902061083,pinsan,"ati, pinsan",pinsan,pinsan,kaka,pinsan,pinsan,"ati, pinsan","ati, pinsan","ati, pinsan",pinsan,"ati, kaka","ati, pinsan",pinsan,"ati, pinsan",pinsan,pinsan,pinsan,weli,pinsan,pinsan,weli,pinsan,pinsan,pinsan,weli,"ati, kaka","ati, pinsan",pinsan,pinsan,"ati, pinsan",pinsan,pinsan,pinsan,pinsan,pinsan,pinsan,weli,"indo, teti",ama,ama,mama,wawa,ina,nangnang,wawa,nangnang,mama,nangnang,"indo, teti","indo, teti",nangnang,"indo, teti",mama,ina,wawa,mama,wawa
5,0.10109274270407276,1.034601232910181,0.9335084902061083,pinsan,pinsan,pinsan,pinsan,pinsan,weli,"ati, pinsan",pinsan,pinsan,pinsan,"ati, pinsan","ati, pinsan",weli,pinsan,pinsan,pinsan,kaka,pinsan,pinsan,pinsan,pinsan,pinsan,weli,"ati, kaka",pinsan,weli,"ati, pinsan","ati, pinsan","ati, pinsan",pinsan,pinsan,"ati, pinsan",pinsan,pinsan,"ati, pinsan",pinsan,"ati, kaka",pinsan,wawa,ama,mama,wawa,mama,wawa,ama,mama,wawa,mama,"indo, teti",nangnang,"indo, teti",nangnang,nangnang,ina,"indo, teti",nangnang,ina,"indo, teti"
6,0.2868240015233603,1.376055285260417,1.0892312837370568,pinsan,"ati, kaka",pinsan,"ati, pinsan",pinsan,pinsan,"ati, kaka",pinsan,weli,"ati, pinsan",pinsan,"ati, pinsan","ati, pinsan","ati, pinsan",kaka,"ati, pinsan",pinsan,weli,pinsan,pinsan,pinsan,pinsan,weli,pinsan,weli,pinsan,pinsan,pinsan,pinsan,pinsan,pinsan,pinsan,pinsan,pinsan,pinsan,pinsan,"ati, pinsan","ati, pinsan",mama,nangnang,"indo, teti",wawa,mama,"indo, teti",mama,mama,ama,wawa,"indo, teti",wawa,nangnang,ina,nangnang,wawa,ama,nangnang,"indo, teti",ina
7,0.0020717169097950183,1.0346012329101812,1.0325295160003862,weli,pinsan,pinsan,pinsan,pinsan,pinsan,weli,"ati, pinsan",pinsan,pinsan,pinsan,pinsan,"ati, pinsan","ati, pinsan",pinsan,pinsan,pinsan,pinsan,"ati, kaka",kaka,"ati, pinsan",pinsan,pinsan,pinsan,"ati, pinsan","ati, kaka",pinsan,"ati, pinsan",pinsan,"ati, pinsan",weli,pinsan,pinsan,weli,pinsan,"ati, pinsan",pinsan,pinsan,mama,nangnang,wawa,mama,"indo, teti",wawa,ina,ama,"indo, teti",ina,ama,wawa,"indo, teti",nangnang,nangnang,wawa,mama,"indo, teti",mama,nangnang
8,0.3615737363468672,1.376055285260417,1.01448154891355,"ati, pinsan",pinsan,weli,"ati, pinsan",pinsan,pinsan,pinsan,pinsan,"ati, kaka",pinsan,pinsan,pinsan,pinsan,pinsan,"ati, pinsan",pinsan,pinsan,"ati, kaka",pinsan,weli,pinsan,"ati, pinsan","ati, pinsan",weli,pinsan,pinsan,pinsan,"ati, pinsan","ati, pinsan",weli,pinsan,pinsan,pinsan,pinsan,pinsan,"ati, pinsan",kaka,pinsan,"indo, teti",wawa,ama,nangnang,"indo, teti",mama,nangnang,mama,ina,ina,mama,nangnang,"indo, teti",wawa,ama,wawa,nangnang,wawa,mama,"indo, teti"
9,0.13732453187634652,1.376055285260417,1.2387307533840706,weli,"ati, pinsan",pinsan,pinsan,weli,pinsan,weli,pinsan,pinsan,kaka,pinsan,"ati, pinsan","ati, pinsan","ati, pinsan","ati, pinsan",pinsan,pinsan,"ati, pinsan",pinsan,pinsan,pinsan,pinsan,"ati, kaka","ati, pinsan","ati, kaka",pinsan,pinsan,pinsan,weli,"ati, pinsan",pinsan,pinsan,pinsan,pinsan,pinsan,pinsan,pinsan,pinsan,nangnang,wawa,"indo, teti",ina,nangnang,nangnang,ina,mama,ama,mama,mama,mama,nangnang,ama,"indo, teti","indo, teti",wawa,wawa,"indo, teti",wawa
