simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.05628886616816908,1.3621094950661392,1.3058206288979701,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,g'it-ina jats,iatsg-al,g'it-ina jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,g'it-ina vats,iatsg-al,iatsg-al,iatsg-al,vats,jats,iatsg-al,g'it-ina vats,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,unk'achu,elel'ul vats,insul vats,unk'achu,unk'achu,insul vats,unk'achu,unk'achu,elel'ul vats,elel'ul vats,elel'ul vats,el,elel'ul vats,unk'achu,el,unk'achu,insul vats,unk'achu,elel'ul vats,insul vats,en,insul vats,unk'achu,en,unk'achu,insul vats,unk'achu,unk'achu
1,0.06727194699141426,1.4251251586009934,1.3578532116095792,iatsg-al,g'it-ina vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,g'it-ina jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,g'it-ina jats,g'it-ina vats,iatsg-al,unk'achu,elel'ul vats,unk'achu,insul vats,insul vats,insul vats,insul vats,unk'achu,en,unk'achu,elel'ul vats,unk'achu,unk'achu,unk'achu,insul vats,unk'achu,el,insul vats,el,unk'achu,en,unk'achu,unk'achu,elel'ul vats,elel'ul vats,unk'achu,elel'ul vats,elel'ul vats
2,0.07140083132624286,1.3992019097447181,1.3278010784184753,g'it-ina jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,vats,g'it-ina vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,vats,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,g'it-ina jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,g'it-ina vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,unk'achu,unk'achu,elel'ul vats,elel'ul vats,elel'ul vats,elel'ul vats,el,elel'ul vats,unk'achu,el,unk'achu,unk'achu,insul vats,insul vats,insul vats,unk'achu,elel'ul vats,unk'achu,insul vats,en,unk'achu,unk'achu,insul vats,unk'achu,unk'achu,insul vats,unk'achu,en
3,0.11760946182827281,1.3320778401010025,1.2144683782727297,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,g'it-ina jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,g'it-ina vats,iatsg-al,g'it-ina jats,iatsg-al,g'it-ina vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,unk'achu,elel'ul vats,elel'ul vats,elel'ul vats,unk'achu,insul vats,unk'achu,el,elel'ul vats,insul vats,en,unk'achu,elel'ul vats,el,insul vats,insul vats,unk'achu,unk'achu,unk'achu,unk'achu,elel'ul vats,unk'achu,unk'achu,insul vats,insul vats,unk'achu,en,unk'achu
4,0.15268076536593833,1.3246448132629258,1.1719640478969875,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,g'it-ina jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,g'it-ina jats,iatsg-al,vats,iatsg-al,iatsg-al,jats,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,g'it-ina vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,g'it-ina vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,elel'ul vats,unk'achu,unk'achu,elel'ul vats,unk'achu,elel'ul vats,unk'achu,en,unk'achu,en,el,el,elel'ul vats,elel'ul vats,insul vats,unk'achu,unk'achu,unk'achu,unk'achu,insul vats,elel'ul vats,unk'achu,insul vats,insul vats,insul vats,unk'achu,unk'achu,insul vats
5,0.14024893106815717,1.372220419491664,1.231971488423507,g'it-ina vats,iatsg-al,iatsg-al,iatsg-al,vats,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,g'it-ina vats,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,vats,vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,g'it-ina jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,g'it-ina jats,unk'achu,unk'achu,unk'achu,elel'ul vats,unk'achu,unk'achu,el,insul vats,elel'ul vats,elel'ul vats,el,insul vats,unk'achu,unk'achu,unk'achu,elel'ul vats,unk'achu,en,en,elel'ul vats,insul vats,unk'achu,insul vats,insul vats,unk'achu,unk'achu,elel'ul vats,insul vats
6,0.08426881861979196,1.3451301258063775,1.2608613071865855,g'it-ina jats,vats,iatsg-al,jats,g'it-ina jats,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,g'it-ina vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,g'it-ina vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,unk'achu,elel'ul vats,unk'achu,insul vats,unk'achu,insul vats,elel'ul vats,insul vats,unk'achu,unk'achu,unk'achu,insul vats,insul vats,unk'achu,elel'ul vats,unk'achu,elel'ul vats,unk'achu,unk'achu,el,insul vats,el,en,en,unk'achu,unk'achu,elel'ul vats,elel'ul vats
7,0.1307666855187386,1.4412036720987775,1.310436986580039,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,g'it-ina jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,g'it-ina vats,vats,iatsg-al,g'it-ina vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,g'it-ina jats,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,insul vats,unk'achu,elel'ul vats,en,elel'ul vats,unk'achu,unk'achu,insul vats,elel'ul vats,unk'achu,el,en,insul vats,elel'ul vats,insul vats,unk'achu,insul vats,unk'achu,insul vats,el,elel'ul vats,unk'achu,unk'achu,unk'achu,unk'achu,unk'achu,unk'achu,elel'ul vats
8,0.12225669528396277,1.343169726705859,1.2209130314218963,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,g'it-ina vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,g'it-ina jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,g'it-ina vats,iatsg-al,iatsg-al,jats,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,g'it-ina jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,unk'achu,unk'achu,insul vats,insul vats,en,insul vats,elel'ul vats,elel'ul vats,elel'ul vats,insul vats,en,unk'achu,elel'ul vats,el,insul vats,unk'achu,insul vats,unk'achu,unk'achu,unk'achu,unk'achu,elel'ul vats,unk'achu,unk'achu,unk'achu,unk'achu,elel'ul vats,el
9,0.07377999292257753,1.3133379404166836,1.239557947494106,iatsg-al,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,g'it-ina jats,g'it-ina vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,g'it-ina vats,iatsg-al,iatsg-al,g'it-ina jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,vats,iatsg-al,iatsg-al,iatsg-al,jats,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,iatsg-al,unk'achu,unk'achu,elel'ul vats,elel'ul vats,unk'achu,insul vats,unk'achu,insul vats,unk'achu,elel'ul vats,elel'ul vats,unk'achu,unk'achu,insul vats,unk'achu,unk'achu,unk'achu,insul vats,elel'ul vats,elel'ul vats,en,el,el,insul vats,en,unk'achu,unk'achu,insul vats
